_step,ep_info/Final_position,seed,method
228999,358.87749131737445,1802391005,Base SO RL
229999,360.4096981328812,1802391005,Base SO RL
230999,360.5962031397785,1802391005,Base SO RL
231999,358.20099195280767,1802391005,Base SO RL
232999,357.7523370051809,1802391005,Base SO RL
233999,360.50412891061137,1802391005,Base SO RL
234999,361.2696663077474,1802391005,Base SO RL
235999,362.9693926191835,1802391005,Base SO RL
236999,361.39641519548127,1802391005,Base SO RL
237999,362.7044614646725,1802391005,Base SO RL
238999,350.6620119046258,1802391005,Base SO RL
239999,359.2965577248224,1802391005,Base SO RL
240999,356.56392807983826,1802391005,Base SO RL
241999,359.7091095292465,1802391005,Base SO RL
242999,364.2144753749053,1802391005,Base SO RL
243999,365.8416793495026,1802391005,Base SO RL
244999,365.6375959382938,1802391005,Base SO RL
245999,356.9083342519168,1802391005,Base SO RL
246999,363.5032558133233,1802391005,Base SO RL
247999,357.09184682800486,1802391005,Base SO RL
248999,362.8857087912324,1802391005,Base SO RL
249999,369.06573920950166,1802391005,Base SO RL
250999,370.7419751403728,1802391005,Base SO RL
251999,358.7365060506861,1802391005,Base SO RL
252999,369.3941912767047,1802391005,Base SO RL
253999,362.14246202346624,1802391005,Base SO RL
254999,367.7263596981612,1802391005,Base SO RL
255999,364.8052984092641,1802391005,Base SO RL
256999,358.97597154456616,1802391005,Base SO RL
257999,370.0478542431357,1802391005,Base SO RL
258999,372.3487849070708,1802391005,Base SO RL
259999,360.29254459918775,1802391005,Base SO RL
260999,366.3025364878881,1802391005,Base SO RL
261999,372.0554462874385,1802391005,Base SO RL
262999,372.9361484493296,1802391005,Base SO RL
263999,370.4546453364722,1802391005,Base SO RL
264999,364.9784119089662,1802391005,Base SO RL
265999,365.4949511857055,1802391005,Base SO RL
266999,369.38087493518384,1802391005,Base SO RL
267999,370.65211387482935,1802391005,Base SO RL
268999,368.0578392910748,1802391005,Base SO RL
269999,371.9048571443885,1802391005,Base SO RL
270999,367.44993545737583,1802391005,Base SO RL
271999,373.5180074322458,1802391005,Base SO RL
272999,371.3950760605354,1802391005,Base SO RL
273999,367.1631127590358,1802391005,Base SO RL
274999,367.6858045734795,1802391005,Base SO RL
275999,370.06855310624616,1802391005,Base SO RL
276999,372.7678930823342,1802391005,Base SO RL
277999,372.61244204381984,1802391005,Base SO RL
278999,367.55446021691546,1802391005,Base SO RL
279999,371.7565588617432,1802391005,Base SO RL
280999,371.5309031334329,1802391005,Base SO RL
281999,378.1674037290739,1802391005,Base SO RL
282999,373.505220745765,1802391005,Base SO RL
283999,374.77474948474,1802391005,Base SO RL
284999,373.0820841544341,1802391005,Base SO RL
285999,374.4363428806746,1802391005,Base SO RL
286999,378.26217260625447,1802391005,Base SO RL
287999,371.5804314883777,1802391005,Base SO RL
288999,375.7681403038328,1802391005,Base SO RL
289999,372.6847390253094,1802391005,Base SO RL
290999,376.32298033062506,1802391005,Base SO RL
291999,370.921384927371,1802391005,Base SO RL
292999,377.2109608727183,1802391005,Base SO RL
293999,371.427390578586,1802391005,Base SO RL
294999,370.53429408268016,1802391005,Base SO RL
295999,376.3551923040953,1802391005,Base SO RL
296999,363.7011424400204,1802391005,Base SO RL
297999,371.8961385283357,1802391005,Base SO RL
298999,373.8742600954536,1802391005,Base SO RL
299999,376.1600013390643,1802391005,Base SO RL
300999,366.2789286238659,1802391005,Base SO RL
301999,380.55691275036577,1802391005,Base SO RL
302999,376.04052970035065,1802391005,Base SO RL
303999,375.1821995361791,1802391005,Base SO RL
304999,378.0600186197236,1802391005,Base SO RL
305999,373.45117737223273,1802391005,Base SO RL
306999,375.49953637636776,1802391005,Base SO RL
307999,379.8975003782495,1802391005,Base SO RL
308999,380.478214742786,1802391005,Base SO RL
309999,380.07567786697615,1802391005,Base SO RL
310999,387.4647871798141,1802391005,Base SO RL
311999,384.2873755617068,1802391005,Base SO RL
312999,381.8940539834622,1802391005,Base SO RL
313999,378.64693768053706,1802391005,Base SO RL
314999,387.36964957586594,1802391005,Base SO RL
315999,388.7726460829276,1802391005,Base SO RL
316999,378.3986007317649,1802391005,Base SO RL
317999,386.494486131073,1802391005,Base SO RL
318999,386.8095232825776,1802391005,Base SO RL
319999,384.3216216552116,1802391005,Base SO RL
320999,387.2048615399392,1802391005,Base SO RL
321999,389.02822318050494,1802391005,Base SO RL
322999,383.5888058845368,1802391005,Base SO RL
323999,389.1198896649295,1802391005,Base SO RL
324999,389.0879439383277,1802391005,Base SO RL
325999,392.7398063877568,1802391005,Base SO RL
326999,394.4357609181045,1802391005,Base SO RL
327999,391.7642853884199,1802391005,Base SO RL
328999,390.3683755881544,1802391005,Base SO RL
329999,394.0450327676313,1802391005,Base SO RL
330999,390.64695952940303,1802391005,Base SO RL
331999,395.9606938771487,1802391005,Base SO RL
332999,390.7225380082267,1802391005,Base SO RL
333999,386.0939763020846,1802391005,Base SO RL
334999,390.8118424273124,1802391005,Base SO RL
335999,388.2637206013624,1802391005,Base SO RL
336999,397.3025999767622,1802391005,Base SO RL
337999,391.5022765279703,1802391005,Base SO RL
338999,390.5827080101966,1802391005,Base SO RL
339999,390.9020470681817,1802391005,Base SO RL
340999,392.3741107471395,1802391005,Base SO RL
341999,392.841398805668,1802391005,Base SO RL
342999,397.1199273911563,1802391005,Base SO RL
343999,397.26449584454593,1802391005,Base SO RL
344999,396.5497709330085,1802391005,Base SO RL
345999,394.180781902595,1802391005,Base SO RL
346999,403.1488750560256,1802391005,Base SO RL
347999,391.07371326169056,1802391005,Base SO RL
348999,398.8608246246424,1802391005,Base SO RL
349999,399.7233472989365,1802391005,Base SO RL
350999,390.5297059784693,1802391005,Base SO RL
351999,394.3332748652053,1802391005,Base SO RL
352999,388.6381924805998,1802391005,Base SO RL
353999,399.4414941482762,1802391005,Base SO RL
354999,397.6360282673036,1802391005,Base SO RL
355999,394.19032997289145,1802391005,Base SO RL
356999,407.96813189521214,1802391005,Base SO RL
357999,400.3053325437491,1802391005,Base SO RL
358999,394.57632805755816,1802391005,Base SO RL
359999,398.5004182707921,1802391005,Base SO RL
360999,394.4156556337346,1802391005,Base SO RL
361999,395.6015532702606,1802391005,Base SO RL
362999,398.8913930672574,1802391005,Base SO RL
363999,397.1302566008488,1802391005,Base SO RL
364999,402.4346220157246,1802391005,Base SO RL
365999,401.2542558272699,1802391005,Base SO RL
366999,408.30318216740295,1802391005,Base SO RL
367999,404.5514854564999,1802391005,Base SO RL
368999,399.12701340495096,1802391005,Base SO RL
369999,406.9118585379347,1802391005,Base SO RL
370999,405.7271566329969,1802391005,Base SO RL
371999,402.8880602687183,1802391005,Base SO RL
372999,407.1785925363686,1802391005,Base SO RL
373999,403.1095299103971,1802391005,Base SO RL
374999,405.28350095594055,1802391005,Base SO RL
375999,402.8951920646506,1802391005,Base SO RL
376999,401.6978451726495,1802391005,Base SO RL
377999,410.7934686916419,1802391005,Base SO RL
378999,404.11509768029737,1802391005,Base SO RL
379999,402.09500229938703,1802391005,Base SO RL
380999,403.8048394101952,1802391005,Base SO RL
381999,401.9344055412748,1802391005,Base SO RL
382999,385.3271022887644,1802391005,Base SO RL
383999,404.18213735288793,1802391005,Base SO RL
384999,402.0400987904154,1802391005,Base SO RL
385999,409.3566025034352,1802391005,Base SO RL
386999,406.39578005258136,1802391005,Base SO RL
387999,400.2913396581328,1802391005,Base SO RL
388999,404.1786418822901,1802391005,Base SO RL
389999,402.2148187899771,1802391005,Base SO RL
390999,388.3245188225812,1802391005,Base SO RL
391999,395.9391135260355,1802391005,Base SO RL
392999,411.1154428967626,1802391005,Base SO RL
393999,412.4856450967063,1802391005,Base SO RL
394999,403.5263198852312,1802391005,Base SO RL
395999,409.2430711660832,1802391005,Base SO RL
396999,404.6445994695799,1802391005,Base SO RL
397999,410.7870734726012,1802391005,Base SO RL
398999,413.58708382332657,1802391005,Base SO RL
399999,398.4496235453843,1802391005,Base SO RL
400999,399.4262507069744,1802391005,Base SO RL
401999,407.1807994002247,1802391005,Base SO RL
402999,406.613073657128,1802391005,Base SO RL
403999,405.1196068210911,1802391005,Base SO RL
404999,408.4131234986946,1802391005,Base SO RL
405999,408.20289707670526,1802391005,Base SO RL
406999,407.7068551443498,1802391005,Base SO RL
407999,403.93150046976393,1802391005,Base SO RL
408999,405.3438859391047,1802391005,Base SO RL
409999,408.4659928479133,1802391005,Base SO RL
410999,389.72928687027394,1802391005,Base SO RL
411999,416.1007956976633,1802391005,Base SO RL
412999,406.9867389083017,1802391005,Base SO RL
413999,412.599667170321,1802391005,Base SO RL
414999,411.5248953656858,1802391005,Base SO RL
415999,392.8185607424708,1802391005,Base SO RL
416999,414.7082439756454,1802391005,Base SO RL
417999,402.1949983172283,1802391005,Base SO RL
418999,403.8334775743705,1802391005,Base SO RL
419999,396.3658732852135,1802391005,Base SO RL
420999,409.4308852049455,1802391005,Base SO RL
421999,396.90190947574047,1802391005,Base SO RL
422999,402.08112116581367,1802391005,Base SO RL
423999,410.65484088915815,1802391005,Base SO RL
424999,408.020529020075,1802391005,Base SO RL
425999,406.5080261453067,1802391005,Base SO RL
426999,413.8375437297419,1802391005,Base SO RL
427999,414.507626191264,1802391005,Base SO RL
428999,403.0136966914307,1802391005,Base SO RL
429999,406.0155382365257,1802391005,Base SO RL
430999,405.7177308661342,1802391005,Base SO RL
431999,403.35455058259646,1802391005,Base SO RL
432999,408.1293137096095,1802391005,Base SO RL
433999,405.2948984002214,1802391005,Base SO RL
434999,412.9018649460263,1802391005,Base SO RL
435999,411.6333455351168,1802391005,Base SO RL
436999,405.1903069298944,1802391005,Base SO RL
437999,157.59104992202785,1802391005,Base SO RL
438999,401.1615023193607,1802391005,Base SO RL
439999,410.0826391949557,1802391005,Base SO RL
440999,402.9399577905243,1802391005,Base SO RL
441999,396.5621299094329,1802391005,Base SO RL
442999,415.7495225336916,1802391005,Base SO RL
443999,407.6619319984833,1802391005,Base SO RL
444999,402.8900658760065,1802391005,Base SO RL
445999,408.4926064286644,1802391005,Base SO RL
446999,415.9367341060821,1802391005,Base SO RL
447999,415.0946773062827,1802391005,Base SO RL
448999,402.2690406186656,1802391005,Base SO RL
449999,411.7603124796697,1802391005,Base SO RL
450999,411.5110409224301,1802391005,Base SO RL
451999,418.6529459555265,1802391005,Base SO RL
452999,412.1505141185222,1802391005,Base SO RL
453999,419.516958416221,1802391005,Base SO RL
454999,414.8471072387701,1802391005,Base SO RL
455999,416.4501844222274,1802391005,Base SO RL
456999,418.0316821620272,1802391005,Base SO RL
457999,405.2372446877556,1802391005,Base SO RL
458999,423.89119989011454,1802391005,Base SO RL
459999,422.9704030802814,1802391005,Base SO RL
460999,413.9850605555588,1802391005,Base SO RL
461999,416.630193541032,1802391005,Base SO RL
462999,415.0510570730745,1802391005,Base SO RL
463999,408.7949768010167,1802391005,Base SO RL
464999,419.2958758900583,1802391005,Base SO RL
465999,416.72988912586425,1802391005,Base SO RL
466999,418.639574823421,1802391005,Base SO RL
467999,416.8955520552026,1802391005,Base SO RL
468999,420.3619971958034,1802391005,Base SO RL
469999,422.3662283318354,1802391005,Base SO RL
470999,409.9174169380364,1802391005,Base SO RL
471999,412.6366750338487,1802391005,Base SO RL
472999,406.7027782926871,1802391005,Base SO RL
473999,425.2243650515192,1802391005,Base SO RL
474999,413.68279393350105,1802391005,Base SO RL
475999,407.3017165521792,1802391005,Base SO RL
476999,412.87169713698,1802391005,Base SO RL
477999,331.32682600655045,1802391005,Base SO RL
478999,413.6258916878,1802391005,Base SO RL
479999,412.3871300501162,1802391005,Base SO RL
480999,419.7581803086752,1802391005,Base SO RL
481999,419.93238536128257,1802391005,Base SO RL
482999,410.8477053394024,1802391005,Base SO RL
483999,413.56660779941296,1802391005,Base SO RL
484999,416.978569374191,1802391005,Base SO RL
485999,420.2624728274317,1802391005,Base SO RL
486999,412.1814076209583,1802391005,Base SO RL
487999,409.0561713499119,1802391005,Base SO RL
488999,401.40391247817786,1802391005,Base SO RL
489999,404.1684228769839,1802391005,Base SO RL
490999,395.7041880968739,1802391005,Base SO RL
491999,261.53985984727274,1802391005,Base SO RL
492999,389.36730498757134,1802391005,Base SO RL
493999,363.7925884876476,1802391005,Base SO RL
494999,390.1221507333104,1802391005,Base SO RL
495999,399.2156347886726,1802391005,Base SO RL
496999,392.48059134401416,1802391005,Base SO RL
497999,415.608784178077,1802391005,Base SO RL
498999,394.8738616907599,1802391005,Base SO RL
499999,406.07484039138944,1802391005,Base SO RL
999,3.1499098726235086,1802391004,Base SO RL
1999,-8.95883875204783,1802391004,Base SO RL
2999,-11.412656653879278,1802391004,Base SO RL
3999,-5.487312721823836,1802391004,Base SO RL
4999,-6.932254119374025,1802391004,Base SO RL
5999,0.0760247482382267,1802391004,Base SO RL
6999,-8.388405942260501,1802391004,Base SO RL
7999,1.2020194398285895,1802391004,Base SO RL
8999,-3.481302006455947,1802391004,Base SO RL
9999,-8.301964542311884,1802391004,Base SO RL
10999,-6.579397219199549,1802391004,Base SO RL
11999,-10.087553835826943,1802391004,Base SO RL
12999,-8.554454467753978,1802391004,Base SO RL
13999,-0.5837899958913454,1802391004,Base SO RL
14999,-10.847201878098568,1802391004,Base SO RL
15999,1.9794638357231464,1802391004,Base SO RL
16999,0.7398378021709422,1802391004,Base SO RL
17999,-2.011118653772655,1802391004,Base SO RL
18999,-1.6631401834915551,1802391004,Base SO RL
19999,-0.4549278871060335,1802391004,Base SO RL
20999,2.6101575649430333,1802391004,Base SO RL
21999,4.318178703543519,1802391004,Base SO RL
22999,7.93122815840545,1802391004,Base SO RL
23999,8.217376153917135,1802391004,Base SO RL
24999,5.729993240435421,1802391004,Base SO RL
25999,10.465895541749932,1802391004,Base SO RL
26999,13.519512417469375,1802391004,Base SO RL
27999,19.79411117675478,1802391004,Base SO RL
28999,25.934547415083983,1802391004,Base SO RL
29999,32.4156774701592,1802391004,Base SO RL
30999,36.60618071017103,1802391004,Base SO RL
31999,46.21635561913921,1802391004,Base SO RL
32999,55.28065236112536,1802391004,Base SO RL
33999,61.3473646865282,1802391004,Base SO RL
34999,52.91232397819545,1802391004,Base SO RL
35999,14.89535097938439,1802391004,Base SO RL
36999,13.906191176493506,1802391004,Base SO RL
37999,8.407422219171059,1802391004,Base SO RL
38999,25.341565258991853,1802391004,Base SO RL
39999,82.91566577475383,1802391004,Base SO RL
40999,102.99430752964214,1802391004,Base SO RL
41999,106.50932589265084,1802391004,Base SO RL
42999,111.06390757490732,1802391004,Base SO RL
43999,111.8308854778524,1802391004,Base SO RL
44999,118.6180767579607,1802391004,Base SO RL
45999,115.18212475015068,1802391004,Base SO RL
46999,120.74971260394588,1802391004,Base SO RL
47999,123.40478239473336,1802391004,Base SO RL
48999,123.83010313921878,1802391004,Base SO RL
49999,126.40243016152276,1802391004,Base SO RL
50999,128.29277685383556,1802391004,Base SO RL
51999,130.59072248341116,1802391004,Base SO RL
52999,135.2583667393566,1802391004,Base SO RL
53999,135.4051370595481,1802391004,Base SO RL
54999,140.54119017554245,1802391004,Base SO RL
55999,141.04325266983187,1802391004,Base SO RL
56999,147.7991127330686,1802391004,Base SO RL
57999,148.9502073434656,1802391004,Base SO RL
58999,147.66229294591807,1802391004,Base SO RL
59999,150.96627695009352,1802391004,Base SO RL
60999,154.48874585726293,1802391004,Base SO RL
61999,155.5210508911898,1802391004,Base SO RL
62999,158.67430006144735,1802391004,Base SO RL
63999,157.8691637582712,1802391004,Base SO RL
64999,164.6682726020394,1802391004,Base SO RL
65999,164.6444521219125,1802391004,Base SO RL
66999,168.95049096567547,1802391004,Base SO RL
67999,171.40066084784615,1802391004,Base SO RL
68999,172.3269709119663,1802391004,Base SO RL
69999,173.26378673202464,1802391004,Base SO RL
70999,174.55462872656227,1802391004,Base SO RL
71999,176.7852029791537,1802391004,Base SO RL
72999,175.58767777348172,1802391004,Base SO RL
73999,179.38350105780384,1802391004,Base SO RL
74999,180.53364813642733,1802391004,Base SO RL
75999,179.72645146756827,1802391004,Base SO RL
76999,180.3819387024469,1802391004,Base SO RL
77999,182.49456213198204,1802391004,Base SO RL
78999,182.64099017010147,1802391004,Base SO RL
79999,182.4886968223684,1802391004,Base SO RL
80999,185.3329967787173,1802391004,Base SO RL
81999,186.6794567078776,1802391004,Base SO RL
82999,194.70720575423024,1802391004,Base SO RL
83999,190.77930337855355,1802391004,Base SO RL
84999,189.86498796162863,1802391004,Base SO RL
85999,195.5353459379041,1802391004,Base SO RL
86999,199.98824162522808,1802391004,Base SO RL
87999,197.89921574430656,1802391004,Base SO RL
88999,199.37823264182015,1802391004,Base SO RL
89999,203.0178835738126,1802391004,Base SO RL
90999,202.2042626409143,1802391004,Base SO RL
91999,208.13036565365,1802391004,Base SO RL
92999,211.69322388035343,1802391004,Base SO RL
93999,206.0612726026386,1802391004,Base SO RL
94999,209.49068219650653,1802391004,Base SO RL
95999,221.3918047418576,1802391004,Base SO RL
96999,220.8866801454917,1802391004,Base SO RL
97999,219.1033535269262,1802391004,Base SO RL
98999,224.6314264433736,1802391004,Base SO RL
99999,226.9999857469109,1802391004,Base SO RL
100999,218.14105839419875,1802391004,Base SO RL
101999,230.8218522721006,1802391004,Base SO RL
102999,236.5478668050702,1802391004,Base SO RL
103999,238.4783921528367,1802391004,Base SO RL
104999,242.30783597533215,1802391004,Base SO RL
105999,249.5451247178226,1802391004,Base SO RL
