"Step","setup: Dylam - lambdas/Gate","setup: Dylam - lambdas/Gate__MIN","setup: Dylam - lambdas/Gate__MAX"
"46","0.31788191465060284","0.10697774430227945","0.4585332188207166"
"47","0.31692091229419445","0.10634200157395772","0.45646583772847055"
"48","0.3159728197453261","0.10571045658826707","0.4545215664008609"
"49","0.3149906033723645","0.1050512410481611","0.4525838253603584"
"50","0.3138874763093548","0.10436503384227484","0.4506526403908792"
"51","0.31272547769178033","0.1036839737663061","0.4487280364072044"
"52","0.3115655004740573","0.10300801689872714","0.4470403030916302"
"53","0.3104429819949226","0.10230602748706533","0.44535891842734526"
"54","0.30936401594115825","0.10160957764366448","0.4436838914768863"
"55","0.3082420227596713","0.10091861770176583","0.4418517070403134"
"56","0.30707720749468537","0.10023309846958497","0.44002596011978506"
"57","0.3059256689963529","0.09958332681074844","0.4383195840014518"
"58","0.3047560402403178","0.0989383887116173","0.43661865639509023"
"59","0.3036256007340688","0.09829824315923141","0.43492319108548905"
"60","0.30262179158070673","0.09766284951787968","0.4332332013493211"
"61","0.3016377700994678","0.09700251732949638","0.43166071470873213"
"62","0.30067772090016576","0.09634735479916899","0.42985784443187247"
"63","0.29967997928445433","0.09572661328549523","0.42805962007228754"
"64","0.29867047703039534","0.09511045783880434","0.42626606565814823"
"65","0.29766116915436924","0.09452780870798196","0.42440830249684386"
"66","0.2966408345106866","0.09394918919772627","0.4224446181265739"
"67","0.29560782676876396","0.0933745676062518","0.4215315371078539"
"68","0.2945608536629217","0.09280391250556598","0.42063461846443234"
"69","0.2934328930387164","0.09226549665660633","0.4197406429687254"
"70","0.29219159059675304","0.0917586717915521","0.4184536217839287"
"71","0.2909370777457638","0.09128280895201289","0.4171709620065728"
"72","0.2897136250249651","0.09080944895119251","0.4157798562671568"
"73","0.2884857509805371","0.09031088291477699","0.41434171276105486"
"74","0.2872503374249538","0.0898152328586539","0.4124000855484314"
"75","0.28606638487970726","0.08929509120174746","0.41046685141481853"
"76","0.2849268434705187","0.08877826909432893","0.4086535435944836"
"77","0.2837861029501593","0.08826474280507006","0.40684738543700405"
"78","0.28260907762441345","0.08775448878867617","0.4050483849219096"
"79","0.28143911588466786","0.087247483684411","0.4031460547043213"
"80","0.2802897516408201","0.08674370431463192","0.40125214429995665"
"81","0.27919180470603944","0.08624312768333431","0.3994764443846123"
"82","0.27803754631380767","0.08574573097470485","0.3978173651273421"
"83","0.2768312855254524","0.08525149155168518","0.3959289944698389"
"84","0.27561851358443074","0.08476038695454353","0.39415570039668313"
"85","0.27435904665794786","0.0842723948994566","0.3922791449774532"
"86","0.27309523996875595","0.08378749327710092","0.39049305193776684"
"87","0.2718202137099036","0.08328005712068273","0.3892305562587457"
"88","0.2706002093849191","0.08277608373523224","0.3879723501625782"
"89","0.269416553657936","0.08227554613753932","0.3869650094939049"
"90","0.2682691987513574","0.08177841757836575","0.3859612868341832"
"91","0.2670795868739139","0.08128467154034066","0.3847141427657061"
"92","0.2658824059052003","0.08079428173587468","0.3834713156116401"
"93","0.2646898821655617","0.08033196335894019","0.3822328110302092"
"94","0.2635081559167275","0.07987254797726075","0.3809986343407061"
"95","0.2623403203245594","0.07944048459538681","0.3795204564570936"
"96","0.2611429713606702","0.07901089240416433","0.3780471879732601"
"97","0.2599549364357347","0.07858375626717551","0.37657883963284106"
"98","0.2587317923668737","0.07813498940010577","0.37511542173910456"
"99","0.25751765814572386","0.07766509801316517","0.3736569441592813"
"100","0.25632492433135234","0.07719838530961122","0.3722034163289104"
"101","0.2551551063201288","0.07673482670593888","0.3707548472561975"
"102","0.25399440924744404","0.07625087026406178","0.369311245526387"
"103","0.25284658584473974","0.07574701689271959","0.3678726193061428"
"104","0.2517278206097371","0.07524701571722783","0.3664389763479413"
"105","0.25060830071276335","0.07475083282871157","0.36501032399446964"
"106","0.24959198749141795","0.07425843464744286","0.36358666918303234"
"107","0.24862832001840124","0.07379263024733607","0.36216801844996266"
"108","0.24764567899268997","0.07335287781650192","0.36065665180499457"
"109","0.24664309016167393","0.0729386520061532","0.358898136394065"
"110","0.24560412851237662","0.07252697801526463","0.3571463733711446"
"111","0.2445853908642071","0.07211783828470554","0.35540136820606133"
"112","0.24356995392979403","0.07171121538969512","0.35366312579698655"
"113","0.24256124130583306","0.07132918733295548","0.35193165047806985"
"114","0.24156317307163855","0.07092731453676555","0.35011141455257155"
"115","0.24056974364137282","0.07052790957151422","0.3482991638831178"
"116","0.2395116756941409","0.07013095551216855","0.34649489348820967"
"117","0.23841333348891441","0.06973643556299353","0.34469859779288614"
"118","0.23733424599430206","0.06934433305650321","0.3430043221350253"
"119","0.2362431705178031","0.06893325732934104","0.3413168042035376"
"120","0.23514786748487557","0.06852491039044827","0.3395427241916913"
"121","0.23408044379139853","0.06811927152493077","0.33777660293288314"
"122","0.23303501183843345","0.06773733564045485","0.3360184320132827"
"123","0.231994225681622","0.06735772870494695","0.3342682024859865"
"124","0.23091809807200034","0.06700122228193822","0.33261774560759383"
"125","0.22986159549204968","0.06662600818734411","0.3309740187776976"
"126","0.22878071188834034","0.06623251869250091","0.3293370198366702"
"127","0.22770950840108903","0.06584162838371907","0.32770674616875545"
"128","0.226643290222115","0.06543299072790958","0.32608319470912733"
"129","0.22558867654800047","0.0650474551331473","0.3244663619509086"
"130","0.22456769385142278","0.06466445799978741","0.3229459039682046"
"131","0.2235023189338444","0.06426399572962053","0.32143098822678534"
"132","0.22242740385840803","0.06386635954600733","0.319921618565302"
"133","0.22134874841273228","0.06347152641891361","0.31832921241846085"
"134","0.22029207083783983","0.06307947353007737","0.31674351952890056"
"135","0.21922295621742274","0.06269017827092656","0.31516453380786347"
"136","0.21815782896401564","0.06232303785369421","0.3135922487712869"
"137","0.21709905741704336","0.061958294485943574","0.3120266575465009"
"138","0.21605188969632755","0.06161513586214157","0.3104677528788768"
"139","0.2150142522057589","0.06127403103999325","0.3089155271384265"
"140","0.2139786949844277","0.06091596998223314","0.3073699723263503"
"141","0.2129166512407638","0.06057913006546003","0.30574538584263167"
"142","0.21189703801226756","0.06022551389083663","0.3041286025709272"
"143","0.21096265119105145","0.05987419610583107","0.3026045712338"
"144","0.2100550324782524","0.05983305840677088","0.3010025536640027"
"145","0.20915361131530524","0.059810784362371514","0.2994082901106806"
"146","0.2082681786640011","0.059769906059836286","0.29773788171250826"
"147","0.20740538191081961","0.05972920243904211","0.296076334064753"
"148","0.2065364504593031","0.05968867302253086","0.2944236180697351"
"149","0.20567099496585675","0.05964831732992022","0.29285156209311475"
"150","0.204776930083412","0.059626839428419814","0.29127911534485745"
"151","0.20391958606009516","0.05960544835407877","0.2898002776874346"
"152","0.2030339880455033","0.05958414390017748","0.2883280601755816"
"153","0.20212014864286926","0.05956292585848015","0.2868624507922686"
"154","0.2012188946743909","0.05923515336701821","0.28551144273540996"
"155","0.2003137241286454","0.058909322720922135","0.284492703968675"
"156","0.1993924008137574","0.05858542119205227","0.2835587087964874"
"157","0.19850006607407933","0.05826343614540238","0.28262792938417264"
"158","0.19761761785019755","0.0579433550383617","0.28170036281719985"
"159","0.19676661632470954","0.057625165419981667","0.2807760060900563"
"160","0.19591878283293263","0.05729084006563035","0.27985485610730193"
"161","0.19505874141266474","0.05694075816375103","0.2789369096846214"
"162","0.19419978055561093","0.056610916765860136","0.27802216354987075"
"163","0.19329637940926706","0.05626548685361677","0.27711061434411977"
"164","0.19235438780929423","0.055922450990566856","0.27578360624545345"
"165","0.19142123376875744","0.055581789970693386","0.27446192794592833"
"166","0.19050075788629647","0.05526089369903821","0.27314557418563684"
"167","0.18956793997258284","0.054942051669354126","0.27217484303403955"
"168","0.1886244697003556","0.05462524887787615","0.2711303359624065"
"169","0.187663057633286","0.05431047044602784","0.2700906051660159"
"170","0.1867534941571723","0.05399770161926826","0.26905563433639024"
"171","0.18585251957845478","0.05370385989596936","0.26794832615640585"
"172","0.1849654399880147","0.05339488820847453","0.26684657114381727"
"173","0.18407836418452833","0.053104631168790724","0.2656737186478631"
"174","0.18324674544822078","0.052816060718722975","0.2645072080916978"
"175","0.18245526328172415","0.05252916608785816","0.2633470105615812"
"176","0.18166779410772366","0.05224393658245089","0.2621930971417274"
"177","0.18084404795466352","0.05196036158482722","0.26063090962371077"
"178","0.18002723747819607","0.05167843055279326","0.2591533916160591"
"179","0.17921000198457168","0.05139813301904916","0.2576841891051172"
"180","0.17834746309061142","0.05113558237918465","0.25622326544599705"
"181","0.17749074254632127","0.05087439191273086","0.2548447483702068"
"182","0.1766400480956973","0.050630510505074215","0.25347337102046846"
"183","0.17581272871754744","0.050387729271648404","0.2521825877760102"
"184","0.1749494073726332","0.05014604413810539","0.25089784453944197"
"185","0.1740575617180436","0.04990545103319407","0.24961912420307317"
"186","0.1731758687570466","0.04966594588895167","0.24834640950415657"
"187","0.17237904749808636","0.04942752464089278","0.24715182786391754"
"188","0.17163728307693765","0.049190183228195336","0.24596219763565572"
"189","0.17090326597809236","0.04895391759388164","0.2447775108216288"
"190","0.1701887913124451","0.048718723684998425","0.24359775923664176"
"191","0.16947966789644126","0.048469366135496794","0.24242293451136362"
"192","0.16876786508018005","0.04822130682098252","0.24125302809561833"
"193","0.16805906608826304","0.047974538870638433","0.24008803126164727"
"194","0.16735326302037185","0.04772905544975667","0.23892793510734425"
"195","0.1666858398245934","0.04778349305288527","0.23777273055946402"
"196","0.16601557938250316","0.047837674919049916","0.23662240837680118"
"197","0.16528474225588724","0.04789160214907956","0.235476959153343"
"198","0.16452117108238162","0.04794527584025747","0.2343363733213925"
"199","0.1637594878228696","0.04798359035122275","0.23320064115466507"
"200","0.1629955969121697","0.048021684810806396","0.2320697527713548"
"201","0.16224195257376764","0.04807470957224052","0.23094369813717458"
"202","0.16148541374113554","0.04812748503998875","0.22975512474183085"
"203","0.1607576865114826","0.04818001229050992","0.22857232963348523"
"204","0.1600559511140335","0.04823229239673861","0.22739529277089007"
"205","0.15932076088745287","0.047985212032620794","0.2262239940299926"
"206","0.15861697372781514","0.04773941976845114","0.22505841320719552"
"207","0.1579046203854659","0.047494908776285684","0.22389853002256796"
"208","0.1571969708280875","0.04725167226407869","0.22274432412300726"
"209","0.15649603094949413","0.047024524034543796","0.22159577508535178"
"210","0.15582428107315266","0.04679840801061814","0.22045286241944614"
"211","0.15515462525279622","0.046573320277105375","0.2193155655711585"
"212","0.1544992659974743","0.046349256923178456","0.21824807739608346"
"213","0.15381682027399476","0.04612621404254253","0.21718523628183192"
"214","0.15310477996262437","0.04590418773359488","0.2160634186569486"
"215","0.1524345747585566","0.04568317409958249","0.21494714552516755"
"216","0.15177288889652424","0.04546316924875545","0.21383639596536572"
"217","0.15116095518961373","0.04524416929451884","0.21273114900995274"
"218","0.150572827457374","0.04502617035558105","0.21163138364757028"
"219","0.1499855119045795","0.04480916855609935","0.2105370788257489"
"220","0.1493734824223969","0.04459316002582287","0.20944821345351933"
"221","0.14876550860016774","0.044378140900233065","0.20836476640397983"
"222","0.14815516817688693","0.044164107320680275","0.2072867165168216"
"223","0.14755231550071118","0.04395105543451996","0.20621404260080944"
"224","0.14699794061217109","0.04373898139524365","0.20520734030923313"
"225","0.14640634599131547","0.04351423950164392","0.20420508875361054"
"226","0.14578905576610124","0.04329067824567931","0.20320727583125048"
"227","0.14516744340428092","0.043068291250547036","0.20221388935160217"
"228","0.14453105906812252","0.04284707217459583","0.20122491703849385"
"229","0.1438965783478791","0.04262701471113986","0.2002403465323467"
"230","0.1432710474290293","0.04240811258827384","0.19926016539236166"
"231","0.14264708475454982","0.042190359568688725","0.1982843610986805"
"232","0.1420265874105472","0.041973749449487986","0.19731292105452164"
"233","0.14139934692502934","0.041758276062004454","0.19634583258828953"
"234","0.14073840137676633","0.04154393327161797","0.19538308295565882"
"235","0.14008772243582884","0.04134365284541487","0.19442465934163264"
"236","0.13944813703771888","0.04114429153495986","0.19347054886257642"
"237","0.13881802273122534","0.04093304085304649","0.1925207385682246"
"238","0.13819066795011112","0.04072289929414932","0.19157521544366488"
"239","0.13756677049700056","0.040513860862550086","0.19063396641129443"
"240","0.13694557508250477","0.04030591959580301","0.18969697833275417"
"241","0.13632721041643442","0.04009906956455351","0.1887083677359183"
"242","0.13570998813944574","0.03988083574134412","0.1877248137226157"
"243","0.1351047153059662","0.039663876407712254","0.1867462942035646"
"244","0.13450201503259326","0.039448183312095736","0.18577278710608192"
"245","0.13389078508440963","0.03923374826355091","0.184749496717416"
"246","0.13326874485584767","0.03902056313125006","0.1837319922529126"
"247","0.13261007330991045","0.03882075644201702","0.1827202427808427"
"248","0.13195452259970528","0.03862199399350381","0.18171421746552657"
"249","0.13130701418254753","0.038424270181739696","0.18071388556871132"
"250","0.13066253415413953","0.03822757943354291","0.17971921645090422"
"251","0.13002638484205795","0.03803191620635422","0.17878332063488692"
"252","0.12939380381870377","0.03784909721982039","0.17785223132293934"
"253","0.12876412345604515","0.03766711312555922","0.1769259269269303"
"254","0.12813733308618386","0.03748596066149654","0.1760043858887174"
"255","0.1275239752436615","0.03730563657115194","0.1751396875992963"
"256","0.12691864716190443","0.03712613760373712","0.17427893837457634"
"257","0.12635349332787602","0.03694746051425297","0.1734221251419909"
"258","0.12578959409226026","0.036758139271831185","0.1725692347933126"
"259","0.12521827578024244","0.03656980950521636","0.17166916120230674"
"260","0.12464428640700435","0.036382465864676465","0.17077374189058403"
"261","0.12406823198950276","0.036196103030287634","0.16988295537137144"
"262","0.1234995046876973","0.03601071571176758","0.16899678019904096"
"263","0.12293337158638504","0.03582629864831037","0.16811519497022562"
"264","0.12236520783803692","0.03564284660842136","0.16723817832490906"
"265","0.12179968426955626","0.03546035438975381","0.16636570894748934"
"266","0.12123679073125193","0.035278816818945416","0.16549776556781748"
"267","0.1206426538840684","0.03509822875145632","0.1646343269622096"
"268","0.12005237388107226","0.034929460175704696","0.16377537195443567"
"269","0.11947160178156277","0.034761464086518375","0.16296948074154646"
"270","0.11889583674863122","0.034594237432660886","0.1621673075679993"
"271","0.11832266006366765","0.03442777716874162","0.16136883939435842"
"272","0.11775206266494295","0.03426208025529641","0.16057406316164338"
"273","0.11718403548634823","0.03409714365886692","0.15978296579255372"
"274","0.11665106208039766","0.03421380063342533","0.15899553419267518"
"275","0.11612044725196684","0.03432989533745731","0.15821175525166792"
"276","0.11559218310492632","0.03444543027652072","0.1574316158444367"
"277","0.11506626173486123","0.03456040794814326","0.15665510283228323"
"278","0.11453356761183349","0.034674830841795","0.1558822030640415"
"279","0.11400333190536674","0.034788701438864554","0.1551129033771946"
"280","0.1134780128240167","0.034902022212634005","0.15434719059897561"
"281","0.11295936837411043","0.035014795628256316","0.1535850515474497"
"282","0.11247690145603464","0.03512702414273328","0.15282647303258143"
"283","0.11203195972111649","0.03523871020489504","0.15207144185728289"
"284","0.11156083962066213","0.03506870588013638","0.1513199448184472"
"285","0.11109178208089579","0.034899486595662464","0.1505719687079644"
"286","0.11062370771414202","0.03472032468941492","0.14982750031372144"
"287","0.11015348561084212","0.03454210548637209","0.1490865264205855"
"288","0.10972952731850164","0.03436482384207464","0.14834903381137265"
"289","0.10930977600488005","0.03418847464150651","0.14761500926779897"
"290","0.1088874472652005","0.03401305279892014","0.14684063204890402"
"291","0.10846593725178495","0.03382810685824628","0.14676784148717398"
"292","0.10800241119584357","0.03364424029760584","0.1467155127045635"
"293","0.1075012513202942","0.033461446126901925","0.14626543107474618"
"294","0.10700012979062698","0.0332797174075521","0.1458174835970511"
"295","0.1065283895115829","0.033088822917678305","0.14537166116154918"
"296","0.10605989882971231","0.03290930977215095","0.14492795468329406"
"297","0.1055936155719028","0.032730840467521706","0.14448635510245678"
"298","0.10512216378830672","0.03255340827868352","0.14369262513277645"
"299","0.104653026571995","0.03237700652980053","0.14290344968933633"
"300","0.10419035744798952","0.032201628593898114","0.14211880236501517"
"301","0.10372680140931682","0.03203717018661716","0.14129757326172698"
"302","0.10327525685692526","0.031873569138913135","0.14052230490280118"
"303","0.10282993165823315","0.03171082084618664","0.13979217288885193"
"304","0.10238905389944353","0.03154892072953639","0.13906587101314943"
"305","0.1019230050654629","0.03139756345887146","0.13834337984362996"
"306","0.10149151839692339","0.031246897413491237","0.13762468002507444"
"307","0.10106202637415222","0.03109691985643622","0.13690975227927138"
"308","0.10060226797208938","0.03094762805639999","0.13615883931976977"
"309","0.10014465319919416","0.030799019287790982","0.13541223740855993"
"310","0.099689173440305","0.030651090830794307","0.13466992130838815"
"311","0.09923658094146601","0.03050383997143072","0.13397103210680059"
"312","0.09882090358306175","0.030357264001615366","0.13362385820433698"
"313","0.09840320909852468","0.030211360219214937","0.1332391438170775"
"314","0.09798353217219521","0.030066125928103673","0.1328173025802926"
"315","0.09756579453365315","0.029921558438217675","0.13239761848931467"
"316","0.09711503531234526","0.029777655065608748","0.13198008125077693"
"317","0.09667024613279677","0.029634413132496432","0.13160339214884906"
"318","0.0962313770688047","0.029491829967318795","0.13126712550177946"
"319","0.09579066515503021","0.02934990290478278","0.13089372513144248"
"320","0.0953519932433296","0.029208629285912505","0.13052209292398764"
"321","0.09491834313606937","0.029068006458097047","0.13015222126794157"
"322","0.09444938039249005","0.02892803177513663","0.12943797408886137"
"323","0.09398646997121898","0.028788702597288204","0.12876589113029338"
"324","0.09352952847676424","0.0286500162913098","0.1281352105289175"
"325","0.09307206991261517","0.028511970230502687","0.1275074962291967"
"326","0.09265341892954737","0.028374561794754786","0.12722776479513367"
"327","0.09224179733109765","0.028229116464693903","0.12694907103407846"
"328","0.0918282987044958","0.028084435666489334","0.126671412537898"
"329","0.09145307246579393","0.027940515222049038","0.12643222667967913"
"330","0.09107956857640202","0.02779735097745278","0.12619376153393755"
"331","0.09070421532891103","0.027654938802802242","0.12595601699242687"
"332","0.09032943709813908","0.027513274592072832","0.12568173176863862"
"333","0.09002347392136027","0.02737235426296654","0.12540847480842707"
"334","0.08971899230450713","0.027232173756764986","0.1251362436355296"
"335","0.08941477864158519","0.02709272903818409","0.12482796567666297"
"336","0.0890766210197663","0.0269457414258902","0.12417524335664337"
"337","0.08873516880573407","0.026807840282977054","0.12352599965836396"
"338","0.08839899435687468","0.026670662100728174","0.12288021618463994"
"339","0.08803138709288935","0.026534202945065737","0.12223787462242167"
"340","0.08769850254701202","0.02639845890453856","0.12159895674272851"
"341","0.08736696842103596","0.02626342609018451","0.1209274477008934"
"342","0.0870405756374744","0.02612910063539101","0.12029567747114038"
"343","0.08664803826650683","0.025995478695758467","0.11966727331410759"
"344","0.08625388156294828","0.025862556448964343","0.11904221736792193"
"345","0.08586512220796194","0.025730330094626767","0.11845579118517409"
"346","0.085478956308066","0.02560665216870365","0.11787216069078323"
"347","0.0850945789914214","0.025483543170054912","0.11729131397339407"
"348","0.08471198311712674","0.02536100078544711","0.11671323915139127"
"349","0.08433116155721923","0.025239022707406154","0.1161379243731569"
"350","0.08391910520096404","0.025117606634252825","0.11556535781732209"
"351","0.08351241433871522","0.02499675027013681","0.11502982724586944"
"352","0.0831076013482406","0.02487645132507108","0.11449652467077814"
"353","0.08271059463002722","0.02475670751496411","0.11396544375578946"
"354","0.08231865523683347","0.02463751656165269","0.11343657814624426"
"355","0.08192845614599824","0.02451887619293223","0.11290992146966007"
"356","0.08153999094882759","0.02440078414258708","0.11238546733630175"
"357","0.08115325324434601","0.024283238150420747","0.11186320933974536"
"358","0.08076512922200478","0.024166235962283858","0.11134314105743541"
"359","0.08037652947032177","0.024049775330102417","0.11082525605123564"
"360","0.0799864296911099","0.023933854011904836","0.11027667623196069"
"361","0.07962682628314957","0.023818469771848087","0.10973074408873469"
"362","0.07926892781483402","0.02370362038024344","0.10918744792660984"
"363","0.07890695285125605","0.023589303613581428","0.10864677608577523"
"364","0.07854673378202191","0.02347551725455556","0.1081087169417128"
"365","0.07818826275593833","0.023362259092085693","0.10757325890534798"
"366","0.077831531946607","0.023249526921341367","0.10704039042319609"
"367","0.07747653355250926","0.023137318543762435","0.10651009997750267"
"368","0.07712621098965329","0.023025631767081663","0.10598237608637918"
"369","0.07677969390971803","0.022914464405343993","0.1054572073039346"
"370","0.07646881911911271","0.022803814278927304","0.10496590101912531"
"371","0.07612440009517815","0.022693679214561224","0.10444550094483984"
"372","0.07577653525071745","0.022584057045345423","0.10392762482589439"
"373","0.07543040135664261","0.022474945610768196","0.10341226133390222"
"374","0.07508599013291953","0.02236634275672267","0.10289939917729927"
"375","0.07474329333289596","0.02225824633552418","0.10238902710144547"
"376","0.0744023027432763","0.02215065420592588","0.10188113388872225"
"377","0.07406095560726243","0.022043564233134243","0.10137570835862532"
"378","0.07375340288627463","0.021936974288823678","0.10087273936785422"
"379","0.07344441541460045","0.02182423586624434","0.1003722158103965"
"380","0.07310577270167543","0.021712094174403878","0.09987412661760858"
"381","0.07277463476463868","0.021600545902805385","0.09940815331533125"
"382","0.07244740126541935","0.021489587760715967","0.09894415925492352"
"383","0.0721217379005392","0.02137921647703726","0.09848213825868303"
"384","0.07179763771868161","0.021269428800175866","0.09802208414096625"
"385","0.07147509379112615","0.02116022149791563","0.09756399070861235"
"386","0.07115409921179643","0.02105159135728998","0.09710785176136282"
"387","0.07083660545859431","0.02094353518445644","0.09665366109227472"
"388","0.07048564874342833","0.020836049804570673","0.0962014124881292"
"389","0.07017271040732988","0.020735443578419856","0.09608504246055585"
"390","0.06989471881300174","0.020635306105032048","0.09630351552184697"
"391","0.06965166639677134","0.020535635403952052","0.09685682240033422"
"392","0.0694415206252377","0.020436429500713314","0.09771669852138284"
"393","0.06929838815777192","0.020337686426849952","0.09891374444225173"
"394","0.06919050514814348","0.020239404219909395","0.10045063170867807"
"395","0.0691182307462463","0.020141580923464134","0.10233100863080201"
"396","0.06908202023211976","0.020044214587123264","0.1045594846219545"
"397","0.06908242329614704","0.019947303266542645","0.10714161300050264"
"398","0.0691227632139865","0.019850845023435745","0.11008387176418007"
"399","0.06916300880798469","0.019754837925583028","0.11303978539358184"
"400","0.06920581927521852","0.019659280046841393","0.11600903142584347"
"401","0.06928372377835454","0.019564169467153062","0.11899128620192159"
"402","0.06936930470834214","0.019469504272553385","0.12202387304670005"
"403","0.06942529905500104","0.019375282555179216","0.12507074043157546"
"404","0.06944450450136397","0.01928150241327619","0.12776227528873516"
"405","0.06946326539305446","0.019188161951205547","0.13046333955160777"
"406","0.06948422284203397","0.019095259279450345","0.1331736951952881"
"407","0.0695073467021026","0.01900279251462207","0.13589310394119256"
"408","0.06951923406928795","0.018910759779465786","0.1384875996390707"
"409","0.06955607249635917","0.018819159202865574","0.14095009763455163"
"410","0.06959388621038336","0.01872798891984894","0.14341229714134093"
"411","0.06958579197394112","0.018637247071591635","0.1457335606613156"
"412","0.06956681657667343","0.018546931805421094","0.14795475442527084"
"413","0.06954836494872023","0.018457041274820386","0.15016944481967728"
"414","0.06955486732949887","0.01836757363943097","0.15262098342627398"
"415","0.06952016720398362","0.018278527065055745","0.15462368578364918"
"416","0.06946832192009636","0.018189899723661192","0.15646626818769616"
"417","0.06940129400520331","0.018101689793379446","0.1581453131435094"
"418","0.0693315193265856","0.018013895458510003","0.15980982639462848"
"419","0.06924235082445505","0.017926514909520578","0.1616129747203945"
"420","0.06913786250793313","0.0178395463430487","0.16324924345225797"
"421","0.0690333256248011","0.017752987961901508","0.16487141417129447"
"422","0.06894108395049074","0.017666837975056113","0.16658383963906717"
"423","0.0688656115226037","0.017581094597659854","0.16812554469476942"
"424","0.0687687489841784","0.01749575605102929","0.16941997702157965"
"425","0.06870047863444514","0.01741082056264973","0.17098913491865939"
"426","0.06863413857519811","0.01732628636617354","0.17254490019972613"
"427","0.0685445468430082","0.017242151701419347","0.1738573893863588"
"428","0.0684289352995571","0.017158414814370068","0.17487562010543942"
"429","0.06826896592066514","0.017075073957170124","0.17543996517531438"
"430","0.06814187499150012","0.016992127388123925","0.1759989793963555"
"431","0.06802958422225212","0.016909573371692747","0.17671550536436034"
"432","0.06791765472675623","0.016827410178491764","0.17742664338750147"
"433","0.06778969899219431","0.016745636085286605","0.1782962832366869"
"434","0.06765666798114356","0.016664249374989726","0.17910470114557955"
"435","0.06752414395307653","0.016583248336657266","0.17990776832781014"
"436","0.06740869760231812","0.016502631265483705","0.18087124015298348"
"437","0.06729380263267708","0.016422396462798233","0.1818299018932714"
"438","0.06722440257054871","0.01634254223606012","0.1832332368547297"
"439","0.06723219873840719","0.01626306689885342","0.18508294210500786"
"440","0.06722493330204005","0.016183968770881664","0.1870996292189269"
"441","0.06725211255316355","0.016105246177962728","0.18911469062822953"
"442","0.06727995215461144","0.016026897452023126","0.19112802488797737"
"443","0.06730843844114968","0.01594892093109189","0.19313953182954896"
"444","0.0674167325222018","0.015871314959293958","0.19561237972917989"
"445","0.06754388223304396","0.01579407788684481","0.19826713254017014"
"446","0.06762515236828728","0.015717208070042808","0.20045646718378246"
"447","0.06774789013931151","0.015640703871262592","0.2030538846639419"
"448","0.06784277823752434","0.015564563658948004","0.20536624069944756"
