"Step","setup: Dylam - lambdas/Chicken","setup: Dylam - lambdas/Chicken__MIN","setup: Dylam - lambdas/Chicken__MAX"
"46","0.5583375881008938","0.3892781078507658","0.8678187418068927"
"47","0.5594025432431443","0.39083394328227844","0.8679904767647032"
"48","0.5604823873469554","0.392229616976536","0.8681604655325516"
"49","0.5615436281111655","0.39351950415221376","0.8680656468312329"
"50","0.5626473451214219","0.3948060274221039","0.8677070779512152"
"51","0.5638037940622128","0.3960891739205426","0.867349080772527"
"52","0.5649631389483226","0.39742438458144114","0.8669916689049874"
"53","0.5660470316537406","0.3989157126240357","0.8663715532151185"
"54","0.5671400331491718","0.40040352629934867","0.8657532742446955"
"55","0.5682693389670535","0.4018878035338984","0.8651368420358186"
"56","0.5693909435855209","0.40326251644104666","0.8645222662834593"
"57","0.5704990171424102","0.4045265887305807","0.864172978712776"
"58","0.5716194868197686","0.4059477272145173","0.8638243320178567"
"59","0.5726783437085479","0.4074718024619196","0.8634763378279141"
"60","0.5736590757843498","0.4085998619977898","0.863129007507912"
"61","0.5745935898131795","0.40961592932852253","0.8625187110766479"
"62","0.5754938796156494","0.4107375723332433","0.8619103435366773"
"63","0.5764488111118331","0.41135313601076773","0.8615675984328349"
"64","0.5773115118480897","0.4115729000873643","0.8612255497675813"
"65","0.5782325308219838","0.4117915761622476","0.8611480237867771"
"66","0.5791733821506097","0.41240312427104575","0.8610700223091787"
"67","0.5801759547145335","0.4131232850905377","0.860991558052369"
"68","0.5811513340096703","0.4138412599682992","0.8609126435425026"
"69","0.5822178172595149","0.41455704969464124","0.861097446537656"
"70","0.5833830471507717","0.4156663765063178","0.861544973736325"
"71","0.5845877547595383","0.4167724257883058","0.8622543208762605"
"72","0.5857351872839571","0.4177618478905742","0.8629600232926927"
"73","0.5868540788452825","0.41909260048263586","0.8633973185883593"
"74","0.5880160043094436","0.4207019509723275","0.8638320374523561"
"75","0.5891216049729125","0.4223051686705026","0.8639991843421132"
"76","0.5902235597369392","0.42401796320154","0.8641648842802532"
"77","0.591303775495703","0.4257252549227785","0.8643291510955637"
"78","0.5924147719125061","0.42742702072706595","0.8644919984762224"
"79","0.5935402751527618","0.4290056560106573","0.8646534399712553"
"80","0.5946917104670714","0.430578084950192","0.8648134889919828"
"81","0.5957823567548945","0.4322631001815255","0.8649721588134481"
"82","0.596981122776184","0.4340619352929065","0.865129462575834"
"83","0.5982337406676393","0.4360255719098646","0.8652854132858638"
"84","0.5995098464551757","0.4381052128126647","0.8654400238181904"
"85","0.6007407471794317","0.4400592190350912","0.8655933069167687"
"86","0.6019745212577756","0.44200829101121325","0.8657452751962169"
"87","0.6031671567341137","0.4438294161962374","0.8656298180464619"
"88","0.6043283492567701","0.44564474101501234","0.8655142520313241"
"89","0.6054639244981214","0.44757860455262943","0.8653985859367698"
"90","0.606537245610291","0.4493823166804736","0.8652828284020664"
"91","0.6076640515053326","0.451054387696685","0.8651669879218308"
"92","0.6087547003041786","0.45271980372793513","0.8650510728480469"
"93","0.6098681402478288","0.4542514384177765","0.8652015628014832"
"94","0.6109952185480467","0.45577568146300074","0.8653508040918896"
"95","0.6121624588093253","0.45742099399934644","0.8657654831771527"
"96","0.613362446163944","0.45905962081938656","0.8661778040861577"
"97","0.6145547342239644","0.46082136980523064","0.8665877811395915"
"98","0.6157575762824612","0.4625771170895342","0.8667284077887423"
"99","0.6169448966122684","0.4643268429437902","0.8666007853364326"
"100","0.6180906471867968","0.46620239004391345","0.8664731996523432"
"101","0.6192633088631785","0.468205129775509","0.8663456577674759"
"102","0.6204212224226271","0.4702031859290969","0.8659509733105166"
"103","0.6215614282499548","0.4723304632181854","0.865290434707078"
"104","0.6226237259048605","0.4743190474282104","0.8646325563532384"
"105","0.6237345354951398","0.47630282431302334","0.8639773353446021"
"106","0.6246860587325253","0.47787241172109446","0.863324768622515"
"107","0.6256360324665616","0.47902843903421644","0.8629419745499377"
"108","0.6265599665389202","0.4801818302890582","0.862827661370966"
"109","0.6275258644931543","0.4813325775962478","0.8629806359827921"
"110","0.6285982546910066","0.48248067320439647","0.8631324447548997"
"111","0.6295769367434947","0.48348787263549686","0.8632830977713195"
"112","0.6305538131186921","0.4844921767154908","0.8634326050201839"
"113","0.6315535863912153","0.48549358350016014","0.8638485665491356"
"114","0.6325385409318349","0.486631693841905","0.8639945494710093"
"115","0.6335194928362708","0.4877671209011235","0.8641394213803647"
"116","0.6345705261170236","0.4893136193877278","0.8642831918770753"
"117","0.6356395373144235","0.49127036767728666","0.864425870469721"
"118","0.6367427812179477","0.4932219186842872","0.8645674665765044"
"119","0.6377813734313916","0.4950255664571882","0.8644399527807478"
"120","0.6388006091079121","0.49682333173836335","0.8643126026919766"
"121","0.6398660151812272","0.4987591954634992","0.8641854211246605"
"122","0.6409857220513706","0.5006897477678119","0.8643265693093133"
"123","0.6421010990668552","0.5026149593647268","0.864466664499634"
"124","0.6432833079737584","0.5043887944157439","0.8648740463910765"
"125","0.6443955071129871","0.5061566460378826","0.8650107904000336"
"126","0.6455570836122904","0.5079184990659091","0.8648780432647228"
"127","0.6467335507829941","0.5096743389680467","0.8647455209038514"
"128","0.6478741497146662","0.5114241518385445","0.8643447168806436"
"129","0.6490567277167011","0.5131679243902566","0.8642139631805731"
"130","0.6502046458665035","0.5149056439472266","0.8640834403371072"
"131","0.6513447815062036","0.5166372984372863","0.8636845680159737"
"132","0.6524477109813803","0.5183628763846673","0.8632872406928932"
"133","0.6535301351785183","0.5200823669026253","0.8628914567878965"
"134","0.6546405492870965","0.5219482129019057","0.8624972146411796"
"135","0.6557857905815359","0.5238084646470448","0.8621045125147971"
"136","0.6569557979467523","0.5256631010110756","0.8619819387720754"
"137","0.6580521656618398","0.5273577169067694","0.8618595915510655"
"138","0.6591906079094019","0.5290461858287785","0.862006163503715"
"139","0.6603197547252524","0.5308841358362418","0.8621517228953035"
"140","0.6613676352604766","0.5327164010681527","0.862027458058805"
"141","0.6623468853203637","0.5343860587951024","0.8621722960625664"
"142","0.6632540850365588","0.5360495344003977","0.8620472244178042"
"143","0.664071799358213","0.5377068227410616","0.8619224167137467"
"144","0.6648065703540391","0.5393579191831528","0.8611707999956564"
"145","0.6655649311047537","0.5410028195946524","0.8606916625974917"
"146","0.6661785694842864","0.542481563891964","0.8599457759292185"
"147","0.6668206778696545","0.5441142582797761","0.8592034160999259"
"148","0.6674183640809577","0.5457407514755704","0.8584645691290341"
"149","0.668015267789178","0.547361041231808","0.8577292210458067"
"150","0.6686984668187897","0.5488127723384374","0.8572662767271105"
"151","0.6694714156688159","0.5504208679515805","0.8568054720235643"
"152","0.6702978949967174","0.552022760321882","0.8563467984415555"
"153","0.6711827897511563","0.5536184489755664","0.8558902475016196"
"154","0.6720618119022449","0.5552079338787991","0.8560639627415819"
"155","0.6729203117213569","0.5566259147375205","0.8562365601545275"
"156","0.6738745161720223","0.5576249637669167","0.8564080478997065"
"157","0.6748408039486604","0.5578345018778844","0.8565784340690488"
"158","0.6758246665705077","0.558039533438276","0.8567477266877714"
"159","0.6767470033394508","0.5582401198755285","0.8569159337149784"
"160","0.6776358867421107","0.558617956932019","0.8568136415845693"
"161","0.6784603485031202","0.5589911899487701","0.856442129285474"
"162","0.6792886179162081","0.5593598693636048","0.8563415459024095"
"163","0.6801106026386917","0.5599066854978053","0.8559717262555554"
"164","0.68097125820698","0.5604488013149397","0.8556034332377369"
"165","0.6818241559600396","0.5609862574590008","0.855236663615251"
"166","0.6827171066087317","0.5615190942846481","0.8551408106038888"
"167","0.6835503563072993","0.5618633338186753","0.8550451407088289"
"168","0.6843441656263781","0.5622033079923169","0.854949656449596"
"169","0.6852108422830736","0.5625390643075999","0.854854360291552"
"170","0.6860513751401356","0.5626857403266631","0.8547592546466903"
"171","0.6869106241347922","0.562828644601848","0.8549338914344973"
"172","0.6877773413040262","0.5631532822141053","0.8548378486468211"
"173","0.6886479097142655","0.5632881422929791","0.8550116392586602"
"174","0.6895134008780164","0.56360540085041","0.855184366630747"
"175","0.6903376417246776","0.5641050512473087","0.8553560380582645"
"176","0.6911580542130269","0.5646004797569791","0.855526660779811"
"177","0.6920165779719553","0.5650917230040654","0.8556962419778846"
"178","0.6928703060225468","0.5655788173364147","0.855864788779362"
"179","0.6936998050414471","0.5660617988257143","0.8560323082559745"
"180","0.6945551654631583","0.566540703268172","0.8564688644428289"
"181","0.695406210096712","0.567203803883494","0.8569032006727625"
"182","0.6962800845373172","0.5678625954740377","0.8576055990010428"
"183","0.6972050867210455","0.568706043880373","0.8583046597224601"
"184","0.6981680528405836","0.56954498696856","0.8590003970936514"
"185","0.6991859957515323","0.5701897859314479","0.8596928253334999"
"186","0.7002182713844961","0.5710203742059448","0.8603819586228728"
"187","0.7011830677455426","0.572036897077294","0.8610678111043667"
"188","0.7021641885592863","0.5732395799574612","0.8617503968820593"
"189","0.7031628110155492","0.5746287284510474","0.8624297300212698"
"190","0.7042166823794141","0.5762047281467949","0.8631058245483239"
"191","0.7052617233418615","0.5775836279235561","0.8635073404934186"
"192","0.706283467508235","0.5787650595066831","0.8639068046342964"
"193","0.707301193469319","0.5799417436133749","0.8643042274464855"
"194","0.7083149086750749","0.5811136886607797","0.8646996193543499"
"195","0.7092818991383697","0.5824747224201597","0.8644719561300596"
"196","0.7102267419122558","0.5838308991736718","0.8642453250690781"
"197","0.711288784534943","0.5851822206737535","0.8640197220990213"
"198","0.7123865818297386","0.5865286889009137","0.8637951431566642"
"199","0.7134518140010095","0.5876747624211899","0.8632997904113074"
"200","0.7144941882165157","0.5888161466754832","0.862806757439884"
"201","0.7155791433373853","0.5901491811135176","0.8625878483152687"
"202","0.7166374496851347","0.5916741599999603","0.8623699349793749"
"203","0.7176692243886547","0.5931941892071744","0.8621530134639562"
"204","0.7186182782020689","0.5947092645691858","0.8619370798102262"
"205","0.7196064702316105","0.5962193822157713","0.8623450177888496"
"206","0.7205063473154937","0.5977245385691894","0.8627508669475225"
"207","0.7213631032397669","0.5990256984107152","0.8631546379823881"
"208","0.7222135603730709","0.6003220336165753","0.8635563415371756"
"209","0.7230851458493114","0.6018134003831733","0.8642283641124591"
"210","0.7238955888590156","0.6029219679838537","0.8648971675437743"
"211","0.7247017726574617","0.604027151652286","0.8655627658868996"
"212","0.7255469801419843","0.6051289514255604","0.8662251731563024"
"213","0.7263872489251366","0.6062273674510714","0.8668844033249464"
"214","0.7272604727029268","0.6073223999855308","0.8675404703241041"
"215","0.7280874321748042","0.6084140493939882","0.8681933880431769"
"216","0.72893105728902","0.609502316148848","0.8688431703295204"
"217","0.7297487872106403","0.6107899295251378","0.8694898309882758"
"218","0.7304600581237511","0.6118707680438387","0.8701333837822068"
"219","0.7311714401186995","0.612948226483925","0.8707738424315428"
"220","0.7319369704600676","0.6144023874423004","0.8714112206138276"
"221","0.7326985810424138","0.6156472312302869","0.8720455319637728"
"222","0.733437509509844","0.6168872493523633","0.8726767900731194"
"223","0.734196698695339","0.6181224489222636","0.8733050084905004"
"224","0.734956590858263","0.6193528372113376","0.8739302007213132"
"225","0.7357281136948611","0.6205784216459026","0.8742782910322378"
"226","0.7365801287069335","0.6217992098046204","0.8746245850233363"
"227","0.7374076566865613","0.6230152094158963","0.8749690920778672"
"228","0.7383573846986057","0.6244334027896482","0.8753118215305385"
"229","0.7393025458196236","0.6258465749057226","0.87565278266773"
"230","0.7402638521404481","0.6272547276228092","0.8759919847277169"
"231","0.7412217410948985","0.6288660982944861","0.876329436900891"
"232","0.7421714516152884","0.6304722547414993","0.8766651483299833"
"233","0.743073634315758","0.6320731925093318","0.8769991281102845"
"234","0.7440113281823008","0.6336689074540423","0.8773313852898665"
"235","0.7449928355577674","0.6352593957388514","0.8779366658069867"
"236","0.7459553914336217","0.6368446538307377","0.878539027067065"
"237","0.7469311379763923","0.638424678497046","0.8788635519538299"
"238","0.7479029253497937","0.6399994668021055","0.8791864016663267"
"239","0.7488713953097326","0.6415690161038607","0.8795075849775025"
"240","0.7498359382347799","0.6431333240505142","0.8798271106144196"
"241","0.7507958373119269","0.6446923885771813","0.8801449872584758"
"242","0.7517270945385733","0.6460332567506588","0.8801860248278066"
"243","0.7526986833402519","0.6473691454391113","0.8802267221828814"
"244","0.7536663815524219","0.6487000598028436","0.8802670824637119"
"245","0.7545878991393444","0.650026005185575","0.8803071087789196"
"246","0.7554992074238197","0.6513469871117002","0.8803468042060693"
"247","0.7564492707973107","0.652663011283575","0.8806614944683564"
"248","0.7573951296303569","0.6539740835788177","0.8809745658486163"
"249","0.7583570519214936","0.6552802100476349","0.8812860267801764"
"250","0.7593147752142271","0.6565813969101669","0.8815958856525535"
"251","0.7602900316406476","0.6578776505538537","0.8819041508116634"
"252","0.7612899404818089","0.6593856749932268","0.8824864767552693"
"253","0.762285522933631","0.6608884572756164","0.8830659945875581"
"254","0.7632767923030034","0.6623859984066673","0.8836427169195382"
"255","0.764306809360235","0.6638782996375295","0.8842166563189033"
"256","0.7653536961892354","0.6653653624617278","0.8847878253099796"
"257","0.7663586603125312","0.6666285177468091","0.885356236373677"
"258","0.7673318596397942","0.6678867897214816","0.8856457189674427"
"259","0.7682583848461297","0.6691401861753028","0.8859337087554401"
"260","0.7691595888084494","0.670388715040453","0.8862202135636609"
"261","0.7700361874964764","0.671632384389329","0.8865052411767443"
"262","0.770929679334593","0.6728712024321526","0.886788799338184"
"263","0.7718192992858552","0.6741051775146037","0.8870708957505349"
"264","0.7726842451919704","0.6753343181154754","0.8873515380756205"
"265","0.7735453788227586","0.6765586328443484","0.8876307339347373"
"266","0.774402712895767","0.6777781304392878","0.88790849090886"
"267","0.7753185993301678","0.6792149612762798","0.8881848165388456"
"268","0.7762580995066458","0.6806465895408964","0.8887364217510821"
"269","0.7772128738477189","0.6820730192706632","0.8892853610635431"
"270","0.7781613136659373","0.683494254707518","0.889831646553837"
"271","0.7791056475734737","0.6849103002949417","0.8903752902562918"
"272","0.7800458881952335","0.6863211606751086","0.890916304161939"
"273","0.7809820481876055","0.6877268406860568","0.8914547002185014"
"274","0.7819093632087022","0.689127345358878","0.8917311881463131"
"275","0.7828326850587937","0.6905226799149287","0.8920060758668258"
"276","0.783752025861946","0.691912849763059","0.8922793734094115"
"277","0.7846673977738102","0.6932978604968638","0.8925510907356561"
"278","0.7855354501984936","0.6946777178919543","0.8928212377398264"
"279","0.7863996352387717","0.696052427903248","0.8930898242493346"
"280","0.7872840941372379","0.6974219966622812","0.8933568600252014"
"281","0.7881860230046474","0.6987864304745414","0.8936223547625138"
"282","0.7890193835560255","0.7001457358168199","0.8938863180908827"
"283","0.7898106862037169","0.701499919334585","0.8941487595748957"
"284","0.790624669599792","0.702848987839378","0.8946703672841355"
"285","0.7914351747897305","0.7041929483062268","0.8951894562999533"
"286","0.792214554309962","0.705531807871083","0.8954294563538849"
"287","0.7929690315613301","0.7068655738282777","0.8956682117456084"
"288","0.7937257620306923","0.7081942536280011","0.8959057290895711"
"289","0.7945036214071164","0.7095178548737991","0.8961420149640879"
"290","0.7952551214358549","0.7108363853200961","0.896377075911537"
"291","0.7959757410126062","0.7121498528697322","0.8963341230418079"
"292","0.7966867141541532","0.7134582655715287","0.896291278000035"
"293","0.7974114483063086","0.7147616316178678","0.8962485414100989"
"294","0.7981084919246526","0.7160599593422986","0.8962059138797119"
"295","0.798714799670696","0.7173532572171609","0.895886570080316"
"296","0.7993460580972244","0.7186415338512315","0.8958455311286706"
"297","0.7999744574560691","0.719924797987391","0.8958045963315975"
"298","0.8005785992746457","0.7212030585003116","0.8957637662646349"
"299","0.8011799088270017","0.7224763243941661","0.8957230414881797"
"300","0.8018017880729472","0.7237446048003575","0.8956824225477049"
"301","0.8024265617295558","0.72500790897527","0.8959188274333444"
"302","0.80312029457615","0.7262662462980404","0.8961540166511666"
"303","0.8038328429790844","0.727519626268351","0.8963879965651649"
"304","0.8045667014262549","0.7287680585042421","0.8966207735054263"
"305","0.8053852639998922","0.7300115527399464","0.8971294918094463"
"306","0.8061626035151741","0.7308742554356961","0.8976357587234643"
"307","0.8069365070492864","0.7317339208081397","0.8981395853516314"
"308","0.8077452131449678","0.7325905541563011","0.8986409827573033"
"309","0.8085502989979683","0.7334441608178319","0.8991399619630562"
"310","0.8093517778632318","0.7342947461685252","0.899636533950701"
"311","0.8101462552877864","0.735142315621833","0.9001307096613038"
"312","0.8108990558852295","0.7359868746283857","0.9006224999952068"
"313","0.8116262748884889","0.7368284286755138","0.9011119158120512"
"314","0.8123279674881958","0.7376669832867696","0.9015989679308024"
"315","0.8130265022557358","0.7385025440214553","0.9020836671297789"
"316","0.8137348184747666","0.7397122159834084","0.9025660241466809"
"317","0.8144622405830806","0.7409169845405029","0.9030460496786223"
"318","0.8152087357366151","0.7421168608315047","0.9035237543821658"
"319","0.8159294783351164","0.7433118560895002","0.9039991488733569"
"320","0.8166469447658956","0.7445019816399163","0.9044722437277634"
"321","0.8173869445502369","0.7456872488985629","0.9049430494805139"
"322","0.8181361650650512","0.7468676693696942","0.9054115766263409"
"323","0.8189044116901391","0.7480432546440932","0.905877835619623"
"324","0.819691668636924","0.7492140163971744","0.9063418368744304"
"325","0.8204498068952251","0.7503799663871086","0.9068035907645732"
"326","0.821191489571271","0.7515411164529675","0.907263107623649"
"327","0.8218910785221281","0.7526974785128903","0.9074416342046352"
"328","0.8225639149532793","0.7538490645622676","0.907619232466911"
"329","0.8232189418604452","0.7546208844644322","0.9077959073849602"
"330","0.8238711462167467","0.7553898895516848","0.9079716639054338"
"331","0.8244962650735064","0.756156085709937","0.9081465069473134"
"332","0.8251215731787622","0.7569194788507402","0.9083204414020729"
"333","0.8256713862049251","0.7573043573935817","0.9084934721338397"
"334","0.8262187766537702","0.7576878293839031","0.9086656039795551"
"335","0.8267666516116933","0.7580698982443959","0.9088368417491329"
"336","0.8273222168611589","0.7584505673995278","0.9087281322217973"
"337","0.8279137727059649","0.7588298402755074","0.9088989563470428"
"338","0.8285265417004659","0.7592077203002513","0.9090688942450232"
"339","0.8291743013607954","0.7599622483292693","0.9092379506469744"
"340","0.8297552463907106","0.7607139773888999","0.9094061302577968"
"341","0.8303351194790991","0.7614629137053228","0.9095734377562074"
"342","0.8309353706703048","0.7622090635275007","0.9097398777948944"
"343","0.8316060680770281","0.7633305559313466","0.9099054550006682"
"344","0.8322495851509755","0.764447275361474","0.9100701739746109"
"345","0.8329132049348829","0.7655592353228918","0.9102340392922282"
"346","0.8336017491240124","0.7666664493775518","0.9106764579277824"
"347","0.8342871589622872","0.7677689311426881","0.9111167330016688"
"348","0.8349694463607931","0.7688666942891769","0.9115548743997023"
"349","0.8356486232168443","0.7699597525399172","0.9119908919686464"
"350","0.8363887218326443","0.7710481196682323","0.9124247955162768"
"351","0.8371486421483233","0.77213180949629","0.912856594811447"
"352","0.8379051050489578","0.773210835893544","0.913286299584154"
"353","0.8386436771993505","0.774140747950707","0.9137139195256055"
"354","0.8394033523573103","0.77506767098757","0.9141394642882893"
"355","0.8401596994230122","0.7759916078698604","0.914562943486043"
"356","0.840912730235923","0.7769125615188612","0.9149843666941251"
"357","0.8416624566257859","0.7778305349109419","0.9154037434492883"
"358","0.8423839827192918","0.7787455310770883","0.9158210832498519"
"359","0.8430775228478076","0.7796575531024346","0.9162363955557777"
"360","0.8437444749223365","0.7805666041257924","0.916649689788745"
"361","0.8443478255180942","0.7814726873391838","0.9170609753322284"
"362","0.8449484357065566","0.782375805987373","0.9174702615315754"
"363","0.8455603548494729","0.783416347873539","0.9178775576940856"
"364","0.8461693925808067","0.7844523038287375","0.918282873089091"
"365","0.8467755609095491","0.7854836887414837","0.918686216948037"
"366","0.8473788718165693","0.786510517527663","0.9190875984645646"
"367","0.8479793372543435","0.7875328051291892","0.9194870267945938"
"368","0.848602073383109","0.7885505665126834","0.9198845110564069"
"369","0.8492468705460894","0.7895638166681682","0.9202800603307345"
"370","0.849853016229841","0.7905725706077841","0.9206736836608405"
"371","0.8504686991862691","0.7915768433645218","0.9210653900526091"
"372","0.8510296042113705","0.79232394462338","0.9214551884746326"
"373","0.8515878233666159","0.7930674499976947","0.9218430878582992"
"374","0.8521433684882309","0.7938073749642527","0.922229097097883"
"375","0.85269625137484","0.7945437349625587","0.9226132250506339"
"376","0.8532464837873647","0.7952765453944306","0.9229954805368675"
"377","0.8537689555298149","0.7960058216236021","0.9233758723400579"
"378","0.8542267600993332","0.7967315789753354","0.9237544092069288"
"379","0.854627509258852","0.7974538327360458","0.9238497492854045"
"380","0.8550860239678508","0.7981725981529331","0.9239445828481168"
"381","0.855591262512202","0.7988878904336246","0.9240389127235175"
"382","0.856120841005412","0.7995997247458266","0.9241327417229948"
"383","0.8566479379903233","0.8003081162169855","0.9242260726409864"
"384","0.8571725638007349","0.8010130799339573","0.9243189082550943"
"385","0.8576947287447247","0.8017146309426868","0.9244112513261948"
"386","0.8582144431044598","0.8024127842478955","0.9245031045985516"
"387","0.8587570044137894","0.8031075548127777","0.9245944707999254"
"388","0.8593342972859581","0.8037989575587062","0.9246853526416839"
"389","0.8599270709128476","0.8044870073649445","0.9250573245530186"
"390","0.8604802983211831","0.80517171906837","0.9254274827460828"
"391","0.8609940492419541","0.8058531074632028","0.9257958357420762"
"392","0.861443532852616","0.8067874346507371","0.9261623920262888"
"393","0.8617898165559673","0.8077175526979457","0.9265271600481969"
"394","0.8620966965957662","0.8065769255714874","0.9268901482215598"
"395","0.8623638732596561","0.8046319027868398","0.9272513649245151"
"396","0.8625909573208507","0.802307836653347","0.9276108184996773"
"397","0.8627774721238877","0.7995998660497111","0.9279685172542358"
"398","0.8629481384161183","0.7965022795259145","0.928324469460052"
"399","0.8630902038331902","0.7933942158421302","0.9286786833537596"
"400","0.8632291032338125","0.7902759939538424","0.9290311671368631"
"401","0.8633281989669946","0.7871479333688602","0.9293819289758378"
"402","0.8634748720466436","0.7842523195816545","0.9297309770022308"
"403","0.8636822905378478","0.7813459769092648","0.9300783193127611"
"404","0.8639005067405533","0.7788288792085695","0.9304239639694204"
"405","0.8640904071805334","0.7763049559743402","0.930767918999576"
"406","0.8642775154439782","0.7737744129319752","0.931110192396072"
"407","0.8644618618547417","0.7712374558542958","0.9314507921173317"
"408","0.8646344439842668","0.7686039633709907","0.931789726087461"
"409","0.8647848887460959","0.7658802117703812","0.9321270021963507"
"410","0.8649336070551881","0.7631590398146583","0.9324626282997808"
"411","0.8651089778940898","0.7603564208122506","0.9327966122195241"
"412","0.8652715179834625","0.7577180197840417","0.9331289617434503"
"413","0.8654329791604776","0.7550892537690966","0.9334596846256306"
"414","0.8655436863582537","0.7519742153261244","0.9337887885864427"
"415","0.8656976655220197","0.749056577432538","0.9341162813126754"
"416","0.8658179248501302","0.7460833176518675","0.934442170457635"
"417","0.8659313604285981","0.7430617709403737","0.9347664636412495"
"418","0.8660198987345382","0.7400672714571063","0.9350891684501755"
"419","0.866152343322919","0.7371651912913523","0.9354102924379046"
"420","0.8662785233153325","0.7342212531440958","0.935729843124869"
"421","0.8664052573994004","0.7313035454464094","0.9360478279985481"
"422","0.8665426994392493","0.7282417896205418","0.9363642545135764"
"423","0.8666401726462112","0.7251476310867032","0.9366791300918493"
"424","0.8668122380021327","0.7225578216161066","0.9369924621226312"
"425","0.8669596151799089","0.719741870862841","0.9373042579626618"
"426","0.8671335789575265","0.7169507843796608","0.9376145249362655"
"427","0.8673548351826662","0.7146541781804809","0.9379232703354571"
"428","0.8676260926356149","0.7126213199776795","0.9382305014200508"
"429","0.8679165581267337","0.7108028663872901","0.9385362254177684"
"430","0.868170050863591","0.7089997232007801","0.9388404495243466"
"431","0.8684000885676995","0.707254924294215","0.9391431809036462"
"432","0.868629469891915","0.7055224847852017","0.9394444266877596"
"433","0.8688970081932492","0.7038432239531075","0.93974419397712"
"434","0.8691414517092296","0.7019535917481698","0.9400424898406099"
"435","0.8693850058511388","0.7000755524973101","0.940339321315669"
"436","0.8696314125969933","0.6982464364969485","0.9406346954084042"
"437","0.8698766871181205","0.6964263062789268","0.9409286190936978"
"438","0.8701003803972409","0.6944105827914776","0.9412210993153161"
"439","0.8702687006231787","0.6921968853901269","0.9415121429860186"
"440","0.8704754236844583","0.6900217767310725","0.9418017569876671"
"441","0.8706455348473087","0.6878502013479004","0.9420899481713351"
"442","0.8708141713033737","0.6856822499789786","0.9423767233574157"
"443","0.8709813499498361","0.6835180119825964","0.942662089335732"
"444","0.8710922132931526","0.6811428608885384","0.9429460528656454"
"445","0.8712040176745586","0.6787936077630613","0.9432286206761648"
"446","0.8713359049552587","0.676661600253567","0.943509799466056"
"447","0.8714226344928868","0.6740943611827843","0.9437895959039505"
"448","0.8715320524838746","0.6717702819732122","0.9440680166284552"
"449","0.8716115672527064","0.6694462091768895","0.9443450682482605"
"450","0.871599743938906","0.6671222681600122","0.94462075734225"
"451","0.8716493952818156","0.6647985833554346","0.9448950904596094"
"452","0.8716977278521453","0.6624752782456391","0.9451680741199355"
