_step,lambdas/Chicken,seed,arm
352,0.9998834473366724,1768704740,50
353,0.9998835361567812,1768704740,50
354,0.9998835805668362,1768704740,50
355,0.999883602771864,1768704740,50
356,0.999883613874378,1768704740,50
357,0.9998836194256352,1768704740,50
358,0.9998836222012636,1768704740,50
359,0.9998836235890776,1768704740,50
360,0.9998836242829848,1768704740,50
361,0.9998836246299384,1768704740,50
362,0.9998836248034152,1768704740,50
363,0.9998836248901536,1768704740,50
364,0.9998836249335228,1768704740,50
365,0.9998836249552072,1768704740,50
366,0.9998836249660495,1768704740,50
367,0.9998836249714708,1768704740,50
368,0.9998836249741814,1768704740,50
369,0.9998836249755366,1768704740,50
370,0.9998836249762144,1768704740,50
371,0.9998836249765533,1768704740,50
372,0.9998836249767226,1768704740,50
373,0.9998836249768072,1768704740,50
374,0.9998836249768496,1768704740,50
375,0.9998836249768708,1768704740,50
376,0.9998836249768812,1768704740,50
377,0.9998836249768868,1768704740,50
378,0.9998836249768894,1768704740,50
379,0.9998836249768908,1768704740,50
380,0.9998836249768912,1768704740,50
381,0.9998836249768916,1768704740,50
382,0.999883624976892,1768704740,50
383,0.999883624976892,1768704740,50
384,0.999883624976892,1768704740,50
385,0.999883624976892,1768704740,50
386,0.999883624976892,1768704740,50
387,0.9940703590407932,1768704740,50
388,0.991167382059619,1768704740,50
389,0.9897168220869929,1768704740,50
390,0.9889917760392836,1768704740,50
391,0.9886293117258378,1768704740,50
392,0.988448094274913,1768704740,50
393,0.9883574892294228,1768704740,50
394,0.9883121876271116,1768704740,50
395,0.988289537056119,1768704740,50
396,0.9882782118281704,1768704740,50
397,0.988272549228584,1768704740,50
398,0.988269717932388,1768704740,50
399,0.9882683022851892,1768704740,50
400,0.9882675944618144,1768704740,50
401,0.9882672405501834,1768704740,50
402,0.988267063594382,1768704740,50
403,0.9882669751164848,1768704740,50
404,0.9882669308775368,1768704740,50
405,0.9882669087580632,1768704740,50
406,0.9882668976983268,1768704740,50
407,0.9882668921684582,1768704740,50
408,0.988266889403524,1768704740,50
409,0.9882668880210568,1768704740,50
410,0.9882668873298234,1768704740,50
411,0.9882668869842066,1768704740,50
412,0.9882668868113982,1768704740,50
413,0.988266886724994,1768704740,50
414,0.988266886681792,1768704740,50
415,0.9882668866601908,1768704740,50
416,0.9882668866493904,1768704740,50
417,0.9824734724772648,1768704740,50
418,0.979580619424792,1768704740,50
419,0.9781351707178076,1768704740,50
420,0.977412692601654,1768704740,50
421,0.9770515153253286,1768704740,50
422,0.9768709421603808,1768704740,50
423,0.9767806594496812,1768704740,50
424,0.9767355190627084,1768704740,50
425,0.9767129491113709,1768704740,50
426,0.9767016641962458,1768704740,50
427,0.9766960217538202,1768704740,50
428,0.9766932005363916,1768704740,50
429,0.9766917899286236,1768704740,50
430,0.976691084624976,1768704740,50
431,0.9766907319732112,1768704740,50
432,0.9766905556473436,1768704740,50
433,0.9766904674844136,1768704740,50
434,0.9766904234029496,1768704740,50
435,0.9766904013622176,1768704740,50
436,0.976690390341852,1768704740,50
437,0.9824734779920246,1768704740,50
438,0.9853689085689662,1768704740,50
439,0.9868175812211496,1768704740,50
440,0.9875421550913712,1768704740,50
441,0.9879045011875264,1768704740,50
442,0.9880856889977176,1768704740,50
443,0.9881762865898216,1768704740,50
444,0.9882215863071856,1768704740,50
445,0.9882442363961406,1768704740,50
446,0.9882555614981792,1768704740,50
447,0.9882612240635884,1768704740,50
448,0.98826405534989,1768704740,50
449,0.98826547099394,1768704740,50
450,0.98826617881619,1768704740,50
451,0.9882665327273712,1768704740,50
452,0.988266709682976,1768704740,50
453,0.9882667981607816,1768704740,50
454,0.9882668423996854,1768704740,50
455,0.9882668645191376,1768704740,50
456,0.9882668755788636,1768704740,50
457,0.9882668811087268,1768704740,50
458,0.9882668838736584,1768704740,50
459,0.9882668852561242,1768704740,50
460,0.988266885947357,1768704740,50
461,0.9882668862929734,1768704740,50
462,0.9882668864657816,1768704740,50
463,0.9882668865521858,1768704740,50
464,0.9882668865953878,1768704740,50
465,0.9882668866169888,1768704740,50
466,0.9882668866277892,1768704740,50
467,0.994070359035384,1768704740,50
468,0.9969757844320342,1768704740,50
469,0.9984294048945114,1768704740,50
470,0.9991564402440548,1768704740,50
471,0.9995200139701916,1768704740,50
472,0.9997018148175516,1768704740,50
473,0.9997927187337342,1768704740,50
474,0.999838171564505,1768704740,50
475,0.9998608981980044,1768704740,50
476,0.9998722615692756,1768704740,50
477,0.9998779432685408,1768704740,50
478,0.9998807841215808,1768704740,50
479,0.9998822045489524,1768704740,50
480,0.9998829147628512,1768704740,50
481,0.9998832698698538,1768704740,50
482,0.9998834474233684,1768704740,50
483,0.9998835362001292,1768704740,50
484,0.9998835805885102,1768704740,50
485,0.9998836027827008,1768704740,50
486,0.9998836138797964,1768704740,50
487,0.9998836194283444,1768704740,50
488,0.9998836222026182,1768704740,50
489,0.999883623589755,1768704740,50
490,0.9998836242833236,1768704740,50
491,0.9998836246301076,1768704740,50
492,0.9998836248035,1768704740,50
493,0.999883624890196,1768704740,50
494,0.999883624933544,1768704740,50
495,0.999883624955218,1768704740,50
496,0.999883624966055,1768704740,50
497,0.9998836249714734,1768704740,50
498,0.9998836249741826,1768704740,50
499,0.9998836249755372,1768704740,50
500,0.9998836249762146,1768704740,50
501,0.9998836249765534,1768704740,50
502,0.9998836249767226,1768704740,50
503,0.9998836249768074,1768704740,50
504,0.9998836249768496,1768704740,50
505,0.9998836249768708,1768704740,50
506,0.9998836249768812,1768704740,50
507,0.9998836249768868,1768704740,50
508,0.9998836249768894,1768704740,50
509,0.9998836249768908,1768704740,50
510,0.9998836249768912,1768704740,50
511,0.9998836249768916,1768704740,50
512,0.999883624976892,1768704740,50
513,0.999883624976892,1768704740,50
514,0.999883624976892,1768704740,50
515,0.999883624976892,1768704740,50
516,0.999883624976892,1768704740,50
517,0.999883624976892,1768704740,50
518,0.999883624976892,1768704740,50
519,0.999883624976892,1768704740,50
520,0.999883624976892,1768704740,50
521,0.999883624976892,1768704740,50
522,0.999883624976892,1768704740,50
523,0.999883624976892,1768704740,50
524,0.999883624976892,1768704740,50
525,0.999883624976892,1768704740,50
526,0.999883624976892,1768704740,50
527,0.999883624976892,1768704740,50
528,0.999883624976892,1768704740,50
529,0.999883624976892,1768704740,50
530,0.999883624976892,1768704740,50
531,0.999883624976892,1768704740,50
532,0.999883624976892,1768704740,50
533,0.999883624976892,1768704740,50
534,0.999883624976892,1768704740,50
535,0.999883624976892,1768704740,50
536,0.999883624976892,1768704740,50
537,0.999883624976892,1768704740,50
538,0.999883624976892,1768704740,50
539,0.999883624976892,1768704740,50
540,0.999883624976892,1768704740,50
541,0.999883624976892,1768704740,50
542,0.999883624976892,1768704740,50
543,0.999883624976892,1768704740,50
544,0.999883624976892,1768704740,50
545,0.999883624976892,1768704740,50
546,0.999883624976892,1768704740,50
547,0.999883624976892,1768704740,50
548,0.999883624976892,1768704740,50
549,0.999883624976892,1768704740,50
550,0.999883624976892,1768704740,50
551,0.999883624976892,1768704740,50
552,0.999883624976892,1768704740,50
553,0.999883624976892,1768704740,50
554,0.999883624976892,1768704740,50
555,0.999883624976892,1768704740,50
556,0.999883624976892,1768704740,50
557,0.999883624976892,1768704740,50
558,0.999883624976892,1768704740,50
559,0.999883624976892,1768704740,50
560,0.999883624976892,1768704740,50
561,0.999883624976892,1768704740,50
562,0.999883624976892,1768704740,50
563,0.999883624976892,1768704740,50
564,0.999883624976892,1768704740,50
565,0.999883624976892,1768704740,50
566,0.999883624976892,1768704740,50
567,0.999883624976892,1768704740,50
568,0.999883624976892,1768704740,50
569,0.999883624976892,1768704740,50
570,0.999883624976892,1768704740,50
571,0.999883624976892,1768704740,50
572,0.999883624976892,1768704740,50
573,0.999883624976892,1768704740,50
574,0.999883624976892,1768704740,50
575,0.999883624976892,1768704740,50
576,0.999883624976892,1768704740,50
577,0.999883624976892,1768704740,50
578,0.999883624976892,1768704740,50
579,0.999883624976892,1768704740,50
580,0.999883624976892,1768704740,50
581,0.999883624976892,1768704740,50
582,0.999883624976892,1768704740,50
583,0.999883624976892,1768704740,50
584,0.999883624976892,1768704740,50
585,0.999883624976892,1768704740,50
586,0.9940703590407932,1768704740,50
587,0.991167382059619,1768704740,50
588,0.9897168220869929,1768704740,50
589,0.9889917760392836,1768704740,50
590,0.9886293117258378,1768704740,50
591,0.988448094274913,1768704740,50
592,0.9883574892294228,1768704740,50
593,0.9883121876271116,1768704740,50
594,0.988289537056119,1768704740,50
595,0.9882782118281704,1768704740,50
596,0.988272549228584,1768704740,50
597,0.988269717932388,1768704740,50
598,0.9882683022851892,1768704740,50
599,0.9882675944618144,1768704740,50
600,0.9882672405501834,1768704740,50
601,0.988267063594382,1768704740,50
602,0.9882669751164848,1768704740,50
603,0.9882669308775368,1768704740,50
604,0.9882669087580632,1768704740,50
605,0.9882668976983268,1768704740,50
606,0.9882668921684582,1768704740,50
607,0.988266889403524,1768704740,50
608,0.9882668880210568,1768704740,50
609,0.9882668873298234,1768704740,50
610,0.9882668869842066,1768704740,50
611,0.9882668868113982,1768704740,50
612,0.988266886724994,1768704740,50
613,0.988266886681792,1768704740,50
614,0.9882668866601908,1768704740,50
615,0.9882668866493904,1768704740,50
616,0.98826688664399,1768704740,50
617,0.98826688664129,1768704740,50
618,0.98826688663994,1768704740,50
619,0.9882668866392648,1768704740,50
620,0.9882668866389274,1768704740,50
621,0.9882668866387586,1768704740,50
622,0.9882668866386742,1768704740,50
623,0.988266886638632,1768704740,50
624,0.988266886638611,1768704740,50
625,0.9882668866386004,1768704740,50
626,0.9882668866385952,1768704740,50
627,0.9882668866385924,1768704740,50
628,0.9882668866385912,1768704740,50
629,0.9882668866385904,1768704740,50
630,0.9882668866385902,1768704740,50
631,0.98826688663859,1768704740,50
632,0.98826688663859,1768704740,50
633,0.98826688663859,1768704740,50
634,0.98826688663859,1768704740,50
635,0.98826688663859,1768704740,50
636,0.9940703590407932,1768704740,50
637,0.9969757844347412,1768704740,50
638,0.9984294048958656,1768704740,50
639,0.999156440244732,1768704740,50
640,0.99952001397053,1768704740,50
641,0.9997018148177208,1768704740,50
642,0.999792718733819,1768704740,50
643,0.9998381715645474,1768704740,50
644,0.9998608981980256,1768704740,50
645,0.9998722615692864,1768704740,50
646,0.9998779432685462,1768704740,50
647,0.9998807841215832,1768704740,50
648,0.9998822045489536,1768704740,50
649,0.9998829147628518,1768704740,50
650,0.9998832698698542,1768704740,50
651,0.9998834474233684,1768704740,50
652,0.9998835362001292,1768704740,50
653,0.9998835805885102,1768704740,50
654,0.999883602782701,1768704740,50
655,0.9998836138797964,1768704740,50
656,0.9998836194283444,1768704740,50
657,0.9998836222026182,1768704740,50
658,0.999883623589755,1768704740,50
659,0.9998836242833236,1768704740,50
660,0.9998836246301076,1768704740,50
661,0.9998836248035,1768704740,50
662,0.999883624890196,1768704740,50
663,0.999883624933544,1768704740,50
664,0.999883624955218,1768704740,50
665,0.999883624966055,1768704740,50
666,0.9998836249714734,1768704740,50
667,0.9998836249741826,1768704740,50
668,0.9998836249755372,1768704740,50
669,0.9998836249762146,1768704740,50
670,0.9998836249765534,1768704740,50
671,0.9998836249767226,1768704740,50
672,0.9998836249768074,1768704740,50
673,0.9998836249768496,1768704740,50
674,0.9998836249768708,1768704740,50
675,0.9998836249768812,1768704740,50
676,0.9998836249768868,1768704740,50
677,0.9998836249768894,1768704740,50
678,0.9998836249768908,1768704740,50
679,0.9998836249768912,1768704740,50
680,0.9998836249768916,1768704740,50
681,0.999883624976892,1768704740,50
682,0.999883624976892,1768704740,50
683,0.999883624976892,1768704740,50
684,0.999883624976892,1768704740,50
685,0.999883624976892,1768704740,50
686,0.999883624976892,1768704740,50
687,0.999883624976892,1768704740,50
688,0.999883624976892,1768704740,50
689,0.999883624976892,1768704740,50
690,0.999883624976892,1768704740,50
691,0.999883624976892,1768704740,50
692,0.999883624976892,1768704740,50
693,0.999883624976892,1768704740,50
694,0.999883624976892,1768704740,50
695,0.999883624976892,1768704740,50
696,0.999883624976892,1768704740,50
697,0.999883624976892,1768704740,50
698,0.999883624976892,1768704740,50
699,0.999883624976892,1768704740,50
700,0.999883624976892,1768704740,50
701,0.999883624976892,1768704740,50
702,0.999883624976892,1768704740,50
703,0.999883624976892,1768704740,50
704,0.999883624976892,1768704740,50
705,0.999883624976892,1768704740,50
706,0.999883624976892,1768704740,50
707,0.999883624976892,1768704740,50
708,0.999883624976892,1768704740,50
709,0.999883624976892,1768704740,50
710,0.999883624976892,1768704740,50
711,0.999883624976892,1768704740,50
712,0.999883624976892,1768704740,50
713,0.999883624976892,1768704740,50
714,0.999883624976892,1768704740,50
715,0.999883624976892,1768704740,50
716,0.999883624976892,1768704740,50
717,0.999883624976892,1768704740,50
718,0.999883624976892,1768704740,50
719,0.999883624976892,1768704740,50
720,0.999883624976892,1768704740,50
721,0.999883624976892,1768704740,50
722,0.999883624976892,1768704740,50
723,0.999883624976892,1768704740,50
724,0.999883624976892,1768704740,50
725,0.999883624976892,1768704740,50
726,0.999883624976892,1768704740,50
727,0.999883624976892,1768704740,50
728,0.999883624976892,1768704740,50
729,0.999883624976892,1768704740,50
730,0.999883624976892,1768704740,50
731,0.999883624976892,1768704740,50
732,0.999883624976892,1768704740,50
733,0.999883624976892,1768704740,50
734,0.999883624976892,1768704740,50
735,0.999883624976892,1768704740,50
736,0.999883624976892,1768704740,50
737,0.999883624976892,1768704740,50
738,0.999883624976892,1768704740,50
739,0.999883624976892,1768704740,50
740,0.999883624976892,1768704740,50
741,0.999883624976892,1768704740,50
742,0.999883624976892,1768704740,50
743,0.999883624976892,1768704740,50
744,0.999883624976892,1768704740,50
745,0.999883624976892,1768704740,50
746,0.999883624976892,1768704740,50
747,0.999883624976892,1768704740,50
748,0.999883624976892,1768704740,50
749,0.999883624976892,1768704740,50
750,0.999883624976892,1768704740,50
751,0.999883624976892,1768704740,50
752,0.999883624976892,1768704740,50
753,0.999883624976892,1768704740,50
754,0.999883624976892,1768704740,50
755,0.999883624976892,1768704740,50
756,0.999883624976892,1768704740,50
757,0.999883624976892,1768704740,50
758,0.999883624976892,1768704740,50
759,0.999883624976892,1768704740,50
760,0.999883624976892,1768704740,50
761,0.999883624976892,1768704740,50
762,0.999883624976892,1768704740,50
763,0.999883624976892,1768704740,50
764,0.999883624976892,1768704740,50
765,0.999883624976892,1768704740,50
766,0.999883624976892,1768704740,50
767,0.999883624976892,1768704740,50
768,0.999883624976892,1768704740,50
769,0.999883624976892,1768704740,50
770,0.999883624976892,1768704740,50
771,0.999883624976892,1768704740,50
772,0.999883624976892,1768704740,50
773,0.999883624976892,1768704740,50
774,0.999883624976892,1768704740,50
775,0.999883624976892,1768704740,50
776,0.999883624976892,1768704740,50
777,0.999883624976892,1768704740,50
778,0.999883624976892,1768704740,50
779,0.999883624976892,1768704740,50
780,0.999883624976892,1768704740,50
781,0.999883624976892,1768704740,50
782,0.999883624976892,1768704740,50
783,0.999883624976892,1768704740,50
784,0.999883624976892,1768704740,50
785,0.999883624976892,1768704740,50
786,0.999883624976892,1768704740,50
787,0.999883624976892,1768704740,50
788,0.999883624976892,1768704740,50
789,0.999883624976892,1768704740,50
790,0.999883624976892,1768704740,50
791,0.999883624976892,1768704740,50
792,0.999883624976892,1768704740,50
