_step,lambdas/Banana,seed,arm
349,5.960871576191496e-05,1768704740,50
350,5.88981137291204e-05,1768704740,50
351,5.8542812659296034e-05,1768704740,50
352,5.836516211115635e-05,1768704740,50
353,5.8276336833634304e-05,1768704740,50
354,5.823192419412328e-05,1768704740,50
355,5.820971787411566e-05,1768704740,50
356,5.8198614714129575e-05,1768704740,50
357,5.819306313397947e-05,1768704740,50
358,5.8190287344010494e-05,1768704740,50
359,5.818889944902023e-05,1768704740,50
360,5.818820550158825e-05,1768704740,50
361,5.81878585277427e-05,1768704740,50
362,5.818768504094903e-05,1768704740,50
363,5.818759829755218e-05,1768704740,50
364,5.818755492572455e-05,1768704740,50
365,5.818753323987533e-05,1768704740,50
366,5.818752239695072e-05,1768704740,50
367,5.818751697555301e-05,1768704740,50
368,5.818751426478956e-05,1768704740,50
369,5.818751290940784e-05,1768704740,50
370,5.8187512231652375e-05,1768704740,50
371,5.818751189290384e-05,1768704740,50
372,5.818751172340038e-05,1768704740,50
373,5.818751163877784e-05,1768704740,50
374,5.818751159640198e-05,1768704740,50
375,5.8187511575214045e-05,1768704740,50
376,5.818751156462008e-05,1768704740,50
377,5.81875115593231e-05,1768704740,50
378,5.818751155661e-05,1768704740,50
379,5.818751155531806e-05,1768704740,50
380,5.818751155467209e-05,1768704740,50
381,5.8187511554413694e-05,1768704740,50
382,5.818751155415531e-05,1768704740,50
383,5.818751155415531e-05,1768704740,50
384,5.818751155402611e-05,1768704740,50
385,5.818751155402611e-05,1768704740,50
386,5.818751155402611e-05,1768704740,50
387,0.0058717917465009,1768704740,50
388,0.008774937664342,1768704740,50
389,0.010225582051267,1768704740,50
390,0.0109506702925119,1768704740,50
391,0.0113131556993087,1768704740,50
392,0.0114943836960534,1768704740,50
393,0.0115849940142391,1768704740,50
394,0.0116302982528449,1768704740,50
395,0.0116529501419711,1768704740,50
396,0.0116642760289832,1768704740,50
397,0.0116699389581005,1768704740,50
398,0.0116727704190619,1768704740,50
399,0.0116741861486433,1768704740,50
400,0.0116748940132092,1768704740,50
401,0.0116752479454359,1768704740,50
402,0.0116754249115351,1768704740,50
403,0.0116755133945813,1768704740,50
404,0.0116755576361036,1768704740,50
405,0.0116755797568644,1768704740,50
406,0.0116755908172447,1768704740,50
407,0.011675596347435,1768704740,50
408,0.0116755991125301,1768704740,50
409,0.0116756004950776,1768704740,50
410,0.0116756011863513,1768704740,50
411,0.0116756015319882,1768704740,50
412,0.0116756017048068,1768704740,50
413,0.0116756017912159,1768704740,50
414,0.0116756018344204,1768704740,50
415,0.0116756018560228,1768704740,50
416,0.011675601866824,1768704740,50
417,0.0174693531825387,1768704740,50
418,0.0203623745825232,1768704740,50
419,0.0218079074063602,1768704740,50
420,0.0225304275666103,1768704740,50
421,0.0228916258613887,1768704740,50
422,0.0230722095346626,1768704740,50
423,0.0231624974993,1768704740,50
424,0.0232076405131851,1768704740,50
425,0.023230211777965,1768704740,50
426,0.0232414973498075,1768704740,50
427,0.023247140120591,1768704740,50
428,0.0232499615021982,1768704740,50
429,0.0232513721920558,1768704740,50
430,0.023252077536748,1768704740,50
431,0.023252430209035,1768704740,50
432,0.0232526065451636,1768704740,50
433,0.0232526947132243,1768704740,50
434,0.0232527387972536,1768704740,50
435,0.0232527608392681,1768704740,50
436,0.0232527718602753,1768704740,50
437,0.017469347667458,1768704740,50
438,0.0145737485930073,1768704740,50
439,0.0131249916363563,1768704740,50
440,0.0124003756000772,1768704740,50
441,0.0120380084174504,1768704740,50
442,0.0118568100631644,1768704740,50
443,0.0117662071987984,1768704740,50
444,0.0117209048452498,1768704740,50
445,0.0116982534381891,1768704740,50
446,0.0116869276770941,1768704740,50
447,0.0116812647821562,1768704740,50
448,0.0116784333310897,1768704740,50
449,0.0116770176046572,1768704740,50
450,0.0116763097412161,1768704740,50
451,0.0116759558094394,1768704740,50
452,0.0116757788435369,1768704740,50
453,0.0116756903605822,1768704740,50
454,0.011675646119104,1768704740,50
455,0.0116756239983646,1768704740,50
456,0.0116756129379948,1768704740,50
457,0.01167560740781,1768704740,50
458,0.0116756046427175,1768704740,50
459,0.0116756032601713,1768704740,50
460,0.0116756025688982,1768704740,50
461,0.0116756022232617,1768704740,50
462,0.0116756020504434,1768704740,50
463,0.0116756019640342,1768704740,50
464,0.0116756019208297,1768704740,50
465,0.0116756018992273,1768704740,50
466,0.0116756018884263,1768704740,50
467,0.0058717917519107,1768704740,50
468,0.00296619727611,1768704740,50
469,0.001512492221231,1768704740,50
470,0.0007854145623858,1768704740,50
471,0.0004218196783366,1768704740,50
472,0.0002400082512065,1768704740,50
473,0.0001490990449354,1768704740,50
474,0.0001036435690697,1768704740,50
475,8.091561301022122e-05,1768704740,50
476,6.955158045566343e-05,1768704740,50
477,6.386955054810874e-05,1768704740,50
478,6.102853218685012e-05,1768704740,50
479,5.960802215442606e-05,1768704740,50
480,5.889776692514155e-05,1768704740,50
481,5.85426392573772e-05,1768704740,50
482,5.8365075410166136e-05,1768704740,50
483,5.82762934831315e-05,1768704740,50
484,5.823190251886995e-05,1768704740,50
485,5.820970703661771e-05,1768704740,50
486,5.819860929531588e-05,1768704740,50
487,5.81930604246372e-05,1768704740,50
488,5.819028598927475e-05,1768704740,50
489,5.818889877165236e-05,1768704740,50
490,5.818820516283971e-05,1768704740,50
491,5.818785835849763e-05,1768704740,50
492,5.81876849561973e-05,1768704740,50
493,5.818759825517631e-05,1768704740,50
494,5.818755490466581e-05,1768704740,50
495,5.8187533229281365e-05,1768704740,50
496,5.8187522391653735e-05,1768704740,50
497,5.818751697283993e-05,1768704740,50
498,5.8187514263497614e-05,1768704740,50
499,5.818751290876186e-05,1768704740,50
500,5.818751223139399e-05,1768704740,50
501,5.818751189264545e-05,1768704740,50
502,5.818751172340038e-05,1768704740,50
503,5.818751163864865e-05,1768704740,50
504,5.818751159627278e-05,1768704740,50
505,5.8187511575214045e-05,1768704740,50
506,5.818751156462008e-05,1768704740,50
507,5.81875115593231e-05,1768704740,50
508,5.818751155661e-05,1768704740,50
509,5.818751155531806e-05,1768704740,50
510,5.818751155467209e-05,1768704740,50
511,5.8187511554413694e-05,1768704740,50
512,5.818751155415531e-05,1768704740,50
513,5.818751155415531e-05,1768704740,50
514,5.818751155402611e-05,1768704740,50
515,5.818751155402611e-05,1768704740,50
516,5.818751155402611e-05,1768704740,50
517,5.818751155402611e-05,1768704740,50
518,5.818751155402611e-05,1768704740,50
519,5.818751155402611e-05,1768704740,50
520,5.818751155402611e-05,1768704740,50
521,5.818751155402611e-05,1768704740,50
522,5.818751155402611e-05,1768704740,50
523,5.818751155402611e-05,1768704740,50
524,5.818751155402611e-05,1768704740,50
525,5.818751155402611e-05,1768704740,50
526,5.818751155402611e-05,1768704740,50
527,5.818751155402611e-05,1768704740,50
528,5.818751155402611e-05,1768704740,50
529,5.818751155402611e-05,1768704740,50
530,5.818751155402611e-05,1768704740,50
531,5.818751155402611e-05,1768704740,50
532,5.818751155402611e-05,1768704740,50
533,5.818751155402611e-05,1768704740,50
534,5.818751155402611e-05,1768704740,50
535,5.818751155402611e-05,1768704740,50
536,5.818751155402611e-05,1768704740,50
537,5.818751155402611e-05,1768704740,50
538,5.818751155402611e-05,1768704740,50
539,5.818751155402611e-05,1768704740,50
540,5.818751155402611e-05,1768704740,50
541,5.818751155402611e-05,1768704740,50
542,5.818751155402611e-05,1768704740,50
543,5.818751155402611e-05,1768704740,50
544,5.818751155402611e-05,1768704740,50
545,5.818751155402611e-05,1768704740,50
546,5.818751155402611e-05,1768704740,50
547,5.818751155402611e-05,1768704740,50
548,5.818751155402611e-05,1768704740,50
549,5.818751155402611e-05,1768704740,50
550,5.818751155402611e-05,1768704740,50
551,5.818751155402611e-05,1768704740,50
552,5.818751155402611e-05,1768704740,50
553,5.818751155402611e-05,1768704740,50
554,5.818751155402611e-05,1768704740,50
555,5.818751155402611e-05,1768704740,50
556,5.818751155402611e-05,1768704740,50
557,5.818751155402611e-05,1768704740,50
558,5.818751155402611e-05,1768704740,50
559,5.818751155402611e-05,1768704740,50
560,5.818751155402611e-05,1768704740,50
561,5.818751155402611e-05,1768704740,50
562,5.818751155402611e-05,1768704740,50
563,5.818751155402611e-05,1768704740,50
564,5.818751155402611e-05,1768704740,50
565,5.818751155402611e-05,1768704740,50
566,5.818751155402611e-05,1768704740,50
567,5.818751155402611e-05,1768704740,50
568,5.818751155402611e-05,1768704740,50
569,5.818751155402611e-05,1768704740,50
570,5.818751155402611e-05,1768704740,50
571,5.818751155402611e-05,1768704740,50
572,5.818751155402611e-05,1768704740,50
573,5.818751155402611e-05,1768704740,50
574,5.818751155402611e-05,1768704740,50
575,5.818751155402611e-05,1768704740,50
576,5.818751155402611e-05,1768704740,50
577,5.818751155402611e-05,1768704740,50
578,5.818751155402611e-05,1768704740,50
579,5.818751155402611e-05,1768704740,50
580,5.818751155402611e-05,1768704740,50
581,5.818751155402611e-05,1768704740,50
582,5.818751155402611e-05,1768704740,50
583,5.818751155402611e-05,1768704740,50
584,5.818751155402611e-05,1768704740,50
585,5.818751155402611e-05,1768704740,50
586,0.0058717917465009,1768704740,50
587,0.008774937664342,1768704740,50
588,0.010225582051267,1768704740,50
589,0.0109506702925119,1768704740,50
590,0.0113131556993087,1768704740,50
591,0.0114943836960534,1768704740,50
592,0.0115849940142391,1768704740,50
593,0.0116302982528449,1768704740,50
594,0.0116529501419711,1768704740,50
595,0.0116642760289832,1768704740,50
596,0.0116699389581005,1768704740,50
597,0.0116727704190619,1768704740,50
598,0.0116741861486433,1768704740,50
599,0.0116748940132092,1768704740,50
600,0.0116752479454359,1768704740,50
601,0.0116754249115351,1768704740,50
602,0.0116755133945813,1768704740,50
603,0.0116755576361036,1768704740,50
604,0.0116755797568644,1768704740,50
605,0.0116755908172447,1768704740,50
606,0.011675596347435,1768704740,50
607,0.0116755991125301,1768704740,50
608,0.0116756004950776,1768704740,50
609,0.0116756011863513,1768704740,50
610,0.0116756015319882,1768704740,50
611,0.0116756017048068,1768704740,50
612,0.0116756017912159,1768704740,50
613,0.0116756018344204,1768704740,50
614,0.0116756018560228,1768704740,50
615,0.011675601866824,1768704740,50
616,0.0116756018722245,1768704740,50
617,0.0116756018749248,1768704740,50
618,0.011675601876275,1768704740,50
619,0.0116756018769501,1768704740,50
620,0.0116756018772876,1768704740,50
621,0.0116756018774563,1768704740,50
622,0.0116756018775408,1768704740,50
623,0.0116756018775829,1768704740,50
624,0.011675601877604,1768704740,50
625,0.0116756018776146,1768704740,50
626,0.0116756018776198,1768704740,50
627,0.0116756018776225,1768704740,50
628,0.0116756018776238,1768704740,50
629,0.0116756018776244,1768704740,50
630,0.0116756018776248,1768704740,50
631,0.0116756018776249,1768704740,50
632,0.0116756018776251,1768704740,50
633,0.0116756018776251,1768704740,50
634,0.0116756018776251,1768704740,50
635,0.0116756018776251,1768704740,50
636,0.0058717917465009,1768704740,50
637,0.0029661972734028,1768704740,50
638,0.0015124922198767,1768704740,50
639,0.0007854145617086,1768704740,50
640,0.000421819677998,1768704740,50
641,0.0002400082510372,1768704740,50
642,0.0001490990448507,1768704740,50
643,0.0001036435690274,1768704740,50
644,8.091561298903424e-05,1768704740,50
645,6.95515804450697e-05,1768704740,50
646,6.386955054281181e-05,1768704740,50
647,6.1028532184266245e-05,1768704740,50
648,5.960802215313412e-05,1768704740,50
649,5.889776692449558e-05,1768704740,50
650,5.854263925698962e-05,1768704740,50
651,5.836507541003694e-05,1768704740,50
652,5.82762934831315e-05,1768704740,50
653,5.823190251886995e-05,1768704740,50
654,5.820970703648852e-05,1768704740,50
655,5.819860929531588e-05,1768704740,50
656,5.81930604246372e-05,1768704740,50
657,5.819028598927475e-05,1768704740,50
658,5.818889877165236e-05,1768704740,50
659,5.818820516283971e-05,1768704740,50
660,5.818785835849763e-05,1768704740,50
661,5.81876849561973e-05,1768704740,50
662,5.818759825517631e-05,1768704740,50
663,5.818755490466581e-05,1768704740,50
664,5.8187533229281365e-05,1768704740,50
665,5.8187522391653735e-05,1768704740,50
666,5.818751697283993e-05,1768704740,50
667,5.8187514263497614e-05,1768704740,50
668,5.818751290876186e-05,1768704740,50
669,5.818751223139399e-05,1768704740,50
670,5.818751189264545e-05,1768704740,50
671,5.818751172340038e-05,1768704740,50
672,5.818751163864865e-05,1768704740,50
673,5.818751159627278e-05,1768704740,50
674,5.8187511575214045e-05,1768704740,50
675,5.818751156462008e-05,1768704740,50
676,5.81875115593231e-05,1768704740,50
677,5.818751155661e-05,1768704740,50
678,5.818751155531806e-05,1768704740,50
679,5.818751155467209e-05,1768704740,50
680,5.8187511554413694e-05,1768704740,50
681,5.818751155415531e-05,1768704740,50
682,5.818751155415531e-05,1768704740,50
683,5.818751155402611e-05,1768704740,50
684,5.818751155402611e-05,1768704740,50
685,5.818751155402611e-05,1768704740,50
686,5.818751155402611e-05,1768704740,50
687,5.818751155402611e-05,1768704740,50
688,5.818751155402611e-05,1768704740,50
689,5.818751155402611e-05,1768704740,50
690,5.818751155402611e-05,1768704740,50
691,5.818751155402611e-05,1768704740,50
692,5.818751155402611e-05,1768704740,50
693,5.818751155402611e-05,1768704740,50
694,5.818751155402611e-05,1768704740,50
695,5.818751155402611e-05,1768704740,50
696,5.818751155402611e-05,1768704740,50
697,5.818751155402611e-05,1768704740,50
698,5.818751155402611e-05,1768704740,50
699,5.818751155402611e-05,1768704740,50
700,5.818751155402611e-05,1768704740,50
701,5.818751155402611e-05,1768704740,50
702,5.818751155402611e-05,1768704740,50
703,5.818751155402611e-05,1768704740,50
704,5.818751155402611e-05,1768704740,50
705,5.818751155402611e-05,1768704740,50
706,5.818751155402611e-05,1768704740,50
707,5.818751155402611e-05,1768704740,50
708,5.818751155402611e-05,1768704740,50
709,5.818751155402611e-05,1768704740,50
710,5.818751155402611e-05,1768704740,50
711,5.818751155402611e-05,1768704740,50
712,5.818751155402611e-05,1768704740,50
713,5.818751155402611e-05,1768704740,50
714,5.818751155402611e-05,1768704740,50
715,5.818751155402611e-05,1768704740,50
716,5.818751155402611e-05,1768704740,50
717,5.818751155402611e-05,1768704740,50
718,5.818751155402611e-05,1768704740,50
719,5.818751155402611e-05,1768704740,50
720,5.818751155402611e-05,1768704740,50
721,5.818751155402611e-05,1768704740,50
722,5.818751155402611e-05,1768704740,50
723,5.818751155402611e-05,1768704740,50
724,5.818751155402611e-05,1768704740,50
725,5.818751155402611e-05,1768704740,50
726,5.818751155402611e-05,1768704740,50
727,5.818751155402611e-05,1768704740,50
728,5.818751155402611e-05,1768704740,50
729,5.818751155402611e-05,1768704740,50
730,5.818751155402611e-05,1768704740,50
731,5.818751155402611e-05,1768704740,50
732,5.818751155402611e-05,1768704740,50
733,5.818751155402611e-05,1768704740,50
734,5.818751155402611e-05,1768704740,50
735,5.818751155402611e-05,1768704740,50
736,5.818751155402611e-05,1768704740,50
737,5.818751155402611e-05,1768704740,50
738,5.818751155402611e-05,1768704740,50
739,5.818751155402611e-05,1768704740,50
740,5.818751155402611e-05,1768704740,50
741,5.818751155402611e-05,1768704740,50
742,5.818751155402611e-05,1768704740,50
743,5.818751155402611e-05,1768704740,50
744,5.818751155402611e-05,1768704740,50
745,5.818751155402611e-05,1768704740,50
746,5.818751155402611e-05,1768704740,50
747,5.818751155402611e-05,1768704740,50
