_step,ep_info/Objective,seed
407,1,1778456537
408,0,1778456537
422,1,1778456537
426,1,1778456537
430,1,1778456537
431,1,1778456537
442,1,1778456537
445,1,1778456537
448,1,1778456537
451,0,1778456537
457,1,1778456537
458,1,1778456537
472,0,1778456537
473,1,1778456537
480,1,1778456537
482,1,1778456537
489,0,1778456537
491,1,1778456537
496,1,1778456537
498,1,1778456537
504,1,1778456537
505,1,1778456537
506,1,1778456537
516,1,1778456537
523,1,1778456537
531,1,1778456537
532,1,1778456537
535,1,1778456537
540,1,1778456537
542,1,1778456537
544,1,1778456537
548,1,1778456537
549,1,1778456537
551,1,1778456537
554,1,1778456537
556,1,1778456537
560,1,1778456537
568,1,1778456537
569,1,1778456537
571,1,1778456537
574,1,1778456537
581,1,1778456537
590,1,1778456537
594,1,1778456537
596,1,1778456537
601,1,1778456537
602,1,1778456537
613,1,1778456537
615,1,1778456537
621,1,1778456537
628,1,1778456537
630,1,1778456537
631,1,1778456537
636,1,1778456537
637,1,1778456537
640,1,1778456537
641,1,1778456537
644,1,1778456537
648,1,1778456537
651,1,1778456537
652,1,1778456537
657,1,1778456537
665,1,1778456537
672,1,1778456537
681,1,1778456537
685,1,1778456537
690,1,1778456537
693,1,1778456537
699,1,1778456537
701,1,1778456537
703,1,1778456537
704,1,1778456537
708,1,1778456537
710,1,1778456537
711,1,1778456537
717,1,1778456537
720,1,1778456537
722,1,1778456537
726,1,1778456537
730,1,1778456537
731,1,1778456537
751,1,1778456537
758,1,1778456537
763,1,1778456537
766,1,1778456537
768,1,1778456537
772,0,1778456537
774,1,1778456537
775,1,1778456537
776,0,1778456537
781,1,1778456537
789,0,1778456537
790,0,1778456537
794,1,1778456537
798,1,1778456537
807,1,1778456537
810,1,1778456537
816,1,1778456537
824,1,1778456537
827,1,1778456537
831,1,1778456537
840,1,1778456537
842,1,1778456537
847,1,1778456537
859,1,1778456537
864,1,1778456537
866,1,1778456537
873,1,1778456537
877,1,1778456537
881,1,1778456537
883,1,1778456537
894,1,1778456537
895,1,1778456537
901,1,1778456537
917,1,1778456537
919,1,1778456537
922,1,1778456537
923,1,1778456537
931,1,1778456537
933,1,1778456537
939,1,1778456537
942,1,1778456537
943,1,1778456537
947,1,1778456537
949,1,1778456537
957,1,1778456537
966,1,1778456537
975,1,1778456537
978,1,1778456537
980,1,1778456537
981,1,1778456537
982,1,1778456537
986,1,1778456537
987,1,1778456537
993,1,1778456537
995,1,1778456537
996,1,1778456537
998,1,1778456537
1001,1,1778456537
1005,1,1778456537
1016,1,1778456537
1018,1,1778456537
1019,1,1778456537
1020,1,1778456537
1021,1,1778456537
1032,1,1778456537
1033,1,1778456537
1036,1,1778456537
1039,1,1778456537
1041,1,1778456537
1042,1,1778456537
1043,1,1778456537
1051,1,1778456537
1054,1,1778456537
1059,1,1778456537
1060,1,1778456537
1069,1,1778456537
1075,1,1778456537
1077,1,1778456537
1083,1,1778456537
1084,1,1778456537
1088,1,1778456537
1092,1,1778456537
1094,1,1778456537
1100,1,1778456537
1104,1,1778456537
1107,1,1778456537
1108,1,1778456537
1115,1,1778456537
1116,1,1778456537
1119,1,1778456537
1120,1,1778456537
1124,1,1778456537
1126,1,1778456537
1133,1,1778456537
1134,1,1778456537
1137,1,1778456537
1140,1,1778456537
1146,1,1778456537
1163,1,1778456537
1165,1,1778456537
1166,1,1778456537
1172,1,1778456537
1173,1,1778456537
1174,1,1778456537
1182,1,1778456537
1183,1,1778456537
1187,1,1778456537
1189,1,1778456537
1195,1,1778456537
1198,1,1778456537
1199,1,1778456537
1214,1,1778456537
1216,1,1778456537
1217,1,1778456537
1220,1,1778456537
1223,1,1778456537
1227,1,1778456537
1231,1,1778456537
1233,1,1778456537
1235,1,1778456537
1246,1,1778456537
1250,1,1778456537
1251,1,1778456537
1254,1,1778456537
1255,1,1778456537
1258,1,1778456537
1267,1,1778456537
1270,1,1778456537
1271,1,1778456537
1272,1,1778456537
1277,1,1778456537
1292,1,1778456537
1293,1,1778456537
1294,1,1778456537
1299,1,1778456537
1300,1,1778456537
1306,1,1778456537
1313,1,1778456537
1318,1,1778456537
1320,1,1778456537
1325,0,1778456537
1329,1,1778456537
1339,0,1778456537
1340,1,1778456537
1341,1,1778456537
1350,1,1778456537
1354,1,1778456537
1360,1,1778456537
1364,1,1778456537
1366,1,1778456537
1367,1,1778456537
1371,1,1778456537
1372,0,1778456537
1380,0,1778456537
1381,1,1778456537
1382,1,1778456537
1389,1,1778456537
1390,1,1778456537
1396,1,1778456537
1398,1,1778456537
1400,1,1778456537
1402,1,1778456537
1406,1,1778456537
1416,1,1778456537
1417,1,1778456537
1419,1,1778456537
1426,1,1778456537
1427,1,1778456537
1431,0,1778456537
1433,1,1778456537
1434,1,1778456537
1435,1,1778456537
1440,1,1778456537
1448,1,1778456537
1453,1,1778456537
1456,1,1778456537
1457,1,1778456537
1458,1,1778456537
1462,1,1778456537
1467,1,1778456537
1469,1,1778456537
1473,1,1778456537
1474,1,1778456537
1480,1,1778456537
1489,1,1778456537
1515,1,1778456537
1516,1,1778456537
1517,1,1778456537
1519,1,1778456537
1520,1,1778456537
1522,1,1778456537
1523,1,1778456537
1524,1,1778456537
1525,1,1778456537
1526,1,1778456537
1528,1,1778456537
1530,1,1778456537
1535,1,1778456537
1537,1,1778456537
1543,1,1778456537
1544,1,1778456537
1546,1,1778456537
1547,0,1778456537
1552,1,1778456537
1556,1,1778456537
1559,1,1778456537
1560,1,1778456537
1564,1,1778456537
1567,1,1778456537
1571,1,1778456537
1572,0,1778456537
1577,1,1778456537
1583,1,1778456537
1585,1,1778456537
1589,1,1778456537
1590,1,1778456537
1598,1,1778456537
1604,1,1778456537
1608,1,1778456537
1610,1,1778456537
1611,0,1778456537
1613,1,1778456537
1615,0,1778456537
1616,1,1778456537
1623,1,1778456537
1626,1,1778456537
1627,1,1778456537
1639,1,1778456537
1647,1,1778456537
1649,1,1778456537
1654,1,1778456537
1657,1,1778456537
1661,1,1778456537
1668,1,1778456537
1675,1,1778456537
1676,0,1778456537
1686,1,1778456537
1688,1,1778456537
1691,1,1778456537
1707,0,1778456537
1716,1,1778456537
1717,1,1778456537
1726,1,1778456537
1732,1,1778456537
1733,1,1778456537
1742,1,1778456537
1746,0,1778456537
1754,1,1778456537
1755,1,1778456537
1763,1,1778456537
1766,1,1778456537
1769,1,1778456537
1771,1,1778456537
1774,1,1778456537
1778,1,1778456537
1781,1,1778456537
1790,1,1778456537
1794,1,1778456537
1806,1,1778456537
1814,1,1778456537
1818,1,1778456537
1819,1,1778456537
1820,1,1778456537
1824,1,1778456537
1846,1,1778456537
1848,1,1778456537
1852,1,1778456537
1857,1,1778456537
1862,1,1778456537
1863,0,1778456537
1869,1,1778456537
1874,1,1778456537
1876,1,1778456537
1877,1,1778456537
1878,1,1778456537
1880,1,1778456537
1881,1,1778456537
1887,0,1778456537
1894,1,1778456537
1896,1,1778456537
1897,0,1778456537
1903,1,1778456537
1904,1,1778456537
1907,1,1778456537
1909,1,1778456537
1910,1,1778456537
1919,1,1778456537
1921,1,1778456537
1931,1,1778456537
1935,1,1778456537
1944,1,1778456537
1946,1,1778456537
1951,1,1778456537
1954,1,1778456537
1955,1,1778456537
1959,1,1778456537
1960,1,1778456537
1968,1,1778456537
1972,1,1778456537
1974,1,1778456537
1986,1,1778456537
1987,1,1778456537
1992,1,1778456537
1996,1,1778456537
1,0,1778456571
2,0,1778456571
8,0,1778456571
9,0,1778456571
10,0,1778456571
12,0,1778456571
17,0,1778456571
28,0,1778456571
29,1,1778456571
34,0,1778456571
42,0,1778456571
44,0,1778456571
45,0,1778456571
47,0,1778456571
48,0,1778456571
49,0,1778456571
53,0,1778456571
59,1,1778456571
61,0,1778456571
62,0,1778456571
65,0,1778456571
68,0,1778456571
74,0,1778456571
75,0,1778456571
78,0,1778456571
79,1,1778456571
86,0,1778456571
89,0,1778456571
95,0,1778456571
100,0,1778456571
103,1,1778456571
105,0,1778456571
107,0,1778456571
110,0,1778456571
113,0,1778456571
120,0,1778456571
121,0,1778456571
123,0,1778456571
125,0,1778456571
134,0,1778456571
137,0,1778456571
144,0,1778456571
148,1,1778456571
150,0,1778456571
151,1,1778456571
154,0,1778456571
156,0,1778456571
158,0,1778456571
162,1,1778456571
163,0,1778456571
168,0,1778456571
171,1,1778456571
173,0,1778456571
175,0,1778456571
181,0,1778456571
183,1,1778456571
194,0,1778456571
196,0,1778456571
199,0,1778456571
202,1,1778456571
204,0,1778456571
214,1,1778456571
215,1,1778456571
216,1,1778456571
218,0,1778456571
226,0,1778456571
229,0,1778456571
234,0,1778456571
235,0,1778456571
237,1,1778456571
239,0,1778456571
241,0,1778456571
242,1,1778456571
243,1,1778456571
248,1,1778456571
249,0,1778456571
252,1,1778456571
260,0,1778456571
262,0,1778456571
266,0,1778456571
270,0,1778456571
271,0,1778456571
273,1,1778456571
274,1,1778456571
275,0,1778456571
280,0,1778456571
283,0,1778456571
284,0,1778456571
293,1,1778456571
303,1,1778456571
312,0,1778456571
317,1,1778456571
322,1,1778456571
323,1,1778456571
325,1,1778456571
328,0,1778456571
331,1,1778456571
333,0,1778456571
338,0,1778456571
341,0,1778456571
342,1,1778456571
353,1,1778456571
354,1,1778456571
355,1,1778456571
359,0,1778456571
363,1,1778456571
365,1,1778456571
370,1,1778456571
371,1,1778456571
376,1,1778456571
397,1,1778456571
399,0,1778456571
402,1,1778456571
405,1,1778456571
406,1,1778456571
407,1,1778456571
408,0,1778456571
422,1,1778456571
426,1,1778456571
430,1,1778456571
431,1,1778456571
442,0,1778456571
445,1,1778456571
448,1,1778456571
451,1,1778456571
457,1,1778456571
458,0,1778456571
472,1,1778456571
473,1,1778456571
480,1,1778456571
482,1,1778456571
489,1,1778456571
491,1,1778456571
496,1,1778456571
498,1,1778456571
504,1,1778456571
505,1,1778456571
506,0,1778456571
516,1,1778456571
523,1,1778456571
531,0,1778456571
532,0,1778456571
535,1,1778456571
540,1,1778456571
542,1,1778456571
544,1,1778456571
548,1,1778456571
549,1,1778456571
551,1,1778456571
554,1,1778456571
556,1,1778456571
560,1,1778456571
568,1,1778456571
569,1,1778456571
571,1,1778456571
574,1,1778456571
581,1,1778456571
590,1,1778456571
594,1,1778456571
596,1,1778456571
601,1,1778456571
602,1,1778456571
613,1,1778456571
615,1,1778456571
621,1,1778456571
628,1,1778456571
630,1,1778456571
631,1,1778456571
636,1,1778456571
637,1,1778456571
640,1,1778456571
641,1,1778456571
644,1,1778456571
648,1,1778456571
651,1,1778456571
652,1,1778456571
657,1,1778456571
665,1,1778456571
672,1,1778456571
681,1,1778456571
685,1,1778456571
690,1,1778456571
693,1,1778456571
699,1,1778456571
701,1,1778456571
703,1,1778456571
704,1,1778456571
708,1,1778456571
710,1,1778456571
711,1,1778456571
717,1,1778456571
720,1,1778456571
722,1,1778456571
726,1,1778456571
730,0,1778456571
731,1,1778456571
751,1,1778456571
758,1,1778456571
763,1,1778456571
766,1,1778456571
768,1,1778456571
772,1,1778456571
774,1,1778456571
775,1,1778456571
776,1,1778456571
781,1,1778456571
789,0,1778456571
790,1,1778456571
794,1,1778456571
798,1,1778456571
807,1,1778456571
810,1,1778456571
816,1,1778456571
824,1,1778456571
827,1,1778456571
831,1,1778456571
840,1,1778456571
842,1,1778456571
847,1,1778456571
859,1,1778456571
864,1,1778456571
866,1,1778456571
873,1,1778456571
877,1,1778456571
881,1,1778456571
883,1,1778456571
894,1,1778456571
895,1,1778456571
901,1,1778456571
917,1,1778456571
919,1,1778456571
922,1,1778456571
923,1,1778456571
931,1,1778456571
933,1,1778456571
939,1,1778456571
942,1,1778456571
943,1,1778456571
947,1,1778456571
949,1,1778456571
957,1,1778456571
966,1,1778456571
975,1,1778456571
978,1,1778456571
980,1,1778456571
981,1,1778456571
982,1,1778456571
986,1,1778456571
987,1,1778456571
993,1,1778456571
995,1,1778456571
996,1,1778456571
998,1,1778456571
1001,1,1778456571
1005,1,1778456571
1016,1,1778456571
1018,1,1778456571
1019,1,1778456571
1020,1,1778456571
1021,1,1778456571
1032,1,1778456571
1033,1,1778456571
1036,1,1778456571
1039,1,1778456571
1041,1,1778456571
1042,1,1778456571
1043,1,1778456571
1051,1,1778456571
1054,1,1778456571
1059,1,1778456571
1060,1,1778456571
1069,1,1778456571
1075,1,1778456571
1077,1,1778456571
1083,1,1778456571
1084,1,1778456571
1088,1,1778456571
1092,1,1778456571
1094,1,1778456571
1100,1,1778456571
1104,1,1778456571
1107,1,1778456571
1108,1,1778456571
1115,1,1778456571
1116,1,1778456571
1119,1,1778456571
1120,1,1778456571
1124,1,1778456571
1126,1,1778456571
1133,1,1778456571
1134,1,1778456571
1137,1,1778456571
1140,1,1778456571
1146,1,1778456571
1163,1,1778456571
1165,1,1778456571
1166,1,1778456571
1172,1,1778456571
1173,1,1778456571
1174,1,1778456571
1182,1,1778456571
1183,1,1778456571
1187,1,1778456571
1189,1,1778456571
1195,1,1778456571
1198,1,1778456571
1199,1,1778456571
1214,1,1778456571
1216,1,1778456571
1217,1,1778456571
1220,1,1778456571
1223,1,1778456571
1227,1,1778456571
1231,1,1778456571
1233,1,1778456571
1235,1,1778456571
1246,1,1778456571
1250,1,1778456571
1251,1,1778456571
1254,1,1778456571
1255,1,1778456571
1258,1,1778456571
1267,1,1778456571
1270,0,1778456571
1271,1,1778456571
1272,1,1778456571
1277,1,1778456571
1292,1,1778456571
1293,1,1778456571
1294,1,1778456571
1299,1,1778456571
1300,1,1778456571
1306,1,1778456571
1313,1,1778456571
1318,1,1778456571
1320,1,1778456571
1325,1,1778456571
1329,1,1778456571
1339,1,1778456571
1340,1,1778456571
1341,1,1778456571
1350,1,1778456571
1354,1,1778456571
1360,1,1778456571
1364,1,1778456571
1366,1,1778456571
1367,1,1778456571
1371,1,1778456571
1372,1,1778456571
1380,1,1778456571
1381,1,1778456571
1382,1,1778456571
1389,1,1778456571
1390,1,1778456571
1396,1,1778456571
1398,1,1778456571
1400,1,1778456571
1402,0,1778456571
1406,1,1778456571
1416,1,1778456571
1417,1,1778456571
1419,1,1778456571
1426,1,1778456571
1427,1,1778456571
1431,1,1778456571
1433,1,1778456571
1434,1,1778456571
1435,1,1778456571
1440,1,1778456571
1448,1,1778456571
1453,1,1778456571
1456,1,1778456571
1457,1,1778456571
1458,1,1778456571
1462,1,1778456571
1467,1,1778456571
1469,1,1778456571
1473,1,1778456571
1474,1,1778456571
1480,1,1778456571
1489,1,1778456571
1515,1,1778456571
1516,1,1778456571
1517,1,1778456571
1519,1,1778456571
1520,1,1778456571
1522,1,1778456571
1523,1,1778456571
1524,1,1778456571
1525,0,1778456571
1526,1,1778456571
1528,1,1778456571
1530,1,1778456571
1535,1,1778456571
1537,1,1778456571
1543,1,1778456571
1544,1,1778456571
1546,1,1778456571
1547,1,1778456571
1552,1,1778456571
1556,1,1778456571
1559,0,1778456571
1560,1,1778456571
1564,1,1778456571
1567,1,1778456571
1571,1,1778456571
1572,1,1778456571
1577,1,1778456571
1583,1,1778456571
1585,1,1778456571
1589,1,1778456571
1590,1,1778456571
1598,1,1778456571
1604,1,1778456571
1608,1,1778456571
1610,1,1778456571
1611,1,1778456571
1613,1,1778456571
1615,1,1778456571
1616,1,1778456571
1623,1,1778456571
1626,1,1778456571
1627,1,1778456571
1639,1,1778456571
1647,1,1778456571
1649,1,1778456571
1654,1,1778456571
1657,1,1778456571
1661,1,1778456571
1668,1,1778456571
1675,1,1778456571
1676,1,1778456571
1686,1,1778456571
1688,1,1778456571
1691,1,1778456571
1707,1,1778456571
1716,1,1778456571
1717,1,1778456571
1726,1,1778456571
1732,1,1778456571
1733,1,1778456571
1742,1,1778456571
1746,1,1778456571
1754,1,1778456571
1755,1,1778456571
1763,1,1778456571
1766,1,1778456571
1769,1,1778456571
1771,1,1778456571
1774,1,1778456571
1778,1,1778456571
1781,1,1778456571
1790,1,1778456571
1794,1,1778456571
1806,1,1778456571
1814,1,1778456571
1818,1,1778456571
1819,1,1778456571
1820,1,1778456571
1824,1,1778456571
1846,1,1778456571
1848,1,1778456571
1852,1,1778456571
1857,1,1778456571
1862,1,1778456571
1863,1,1778456571
1869,1,1778456571
1874,1,1778456571
1876,1,1778456571
1877,1,1778456571
1878,1,1778456571
1880,1,1778456571
1881,1,1778456571
1887,1,1778456571
1894,1,1778456571
1896,1,1778456571
1897,1,1778456571
1903,1,1778456571
1904,1,1778456571
1907,1,1778456571
1909,1,1778456571
1910,1,1778456571
1919,1,1778456571
1921,1,1778456571
1931,1,1778456571
1935,1,1778456571
1944,1,1778456571
1946,1,1778456571
1951,1,1778456571
1954,1,1778456571
1955,1,1778456571
1959,1,1778456571
1960,1,1778456571
1968,1,1778456571
1972,1,1778456571
1974,1,1778456571
1986,1,1778456571
1987,1,1778456571
1992,1,1778456571
1996,1,1778456571
1,0,1778456603
2,0,1778456603
8,0,1778456603
9,0,1778456603
10,0,1778456603
12,0,1778456603
17,0,1778456603
28,0,1778456603
29,0,1778456603
34,1,1778456603
42,0,1778456603
44,0,1778456603
45,0,1778456603
47,0,1778456603
48,0,1778456603
49,0,1778456603
53,1,1778456603
59,0,1778456603
61,1,1778456603
62,0,1778456603
65,0,1778456603
68,0,1778456603
74,0,1778456603
75,0,1778456603
78,1,1778456603
79,0,1778456603
86,0,1778456603
89,0,1778456603
95,0,1778456603
100,1,1778456603
103,0,1778456603
105,0,1778456603
107,0,1778456603
110,0,1778456603
113,1,1778456603
120,0,1778456603
121,0,1778456603
123,0,1778456603
125,0,1778456603
134,0,1778456603
137,0,1778456603
144,0,1778456603
148,0,1778456603
150,0,1778456603
151,0,1778456603
154,0,1778456603
156,1,1778456603
158,1,1778456603
162,0,1778456603
163,1,1778456603
168,1,1778456603
171,1,1778456603
173,1,1778456603
175,0,1778456603
181,0,1778456603
183,0,1778456603
194,0,1778456603
196,0,1778456603
199,0,1778456603
202,0,1778456603
204,1,1778456603
214,1,1778456603
215,1,1778456603
216,0,1778456603
218,1,1778456603
226,0,1778456603
229,0,1778456603
234,0,1778456603
235,0,1778456603
237,0,1778456603
239,0,1778456603
241,1,1778456603
242,1,1778456603
243,1,1778456603
248,0,1778456603
249,1,1778456603
252,1,1778456603
260,0,1778456603
262,1,1778456603
266,1,1778456603
270,1,1778456603
271,0,1778456603
273,0,1778456603
274,1,1778456603
275,1,1778456603
280,1,1778456603
283,1,1778456603
284,1,1778456603
293,0,1778456603
303,1,1778456603
312,1,1778456603
317,1,1778456603
322,0,1778456603
323,0,1778456603
325,0,1778456603
328,1,1778456603
331,1,1778456603
333,1,1778456603
338,0,1778456603
341,1,1778456603
342,1,1778456603
353,0,1778456603
354,1,1778456603
355,1,1778456603
359,1,1778456603
363,1,1778456603
365,0,1778456603
370,1,1778456603
371,1,1778456603
376,0,1778456603
397,1,1778456603
399,1,1778456603
402,1,1778456603
405,1,1778456603
406,0,1778456603
407,0,1778456603
408,1,1778456603
422,0,1778456603
426,1,1778456603
430,1,1778456603
431,1,1778456603
442,0,1778456603
445,1,1778456603
448,1,1778456603
451,1,1778456603
457,0,1778456603
458,1,1778456603
472,1,1778456603
473,1,1778456603
480,1,1778456603
482,1,1778456603
489,1,1778456603
491,1,1778456603
496,1,1778456603
498,1,1778456603
504,1,1778456603
505,1,1778456603
506,0,1778456603
516,1,1778456603
523,1,1778456603
531,1,1778456603
532,1,1778456603
535,1,1778456603
540,1,1778456603
542,1,1778456603
544,1,1778456603
548,1,1778456603
549,1,1778456603
551,0,1778456603
554,1,1778456603
556,1,1778456603
560,1,1778456603
568,1,1778456603
569,1,1778456603
571,1,1778456603
574,1,1778456603
581,1,1778456603
590,1,1778456603
594,1,1778456603
596,1,1778456603
601,1,1778456603
602,1,1778456603
613,1,1778456603
615,1,1778456603
621,1,1778456603
628,1,1778456603
630,1,1778456603
631,1,1778456603
636,1,1778456603
637,1,1778456603
640,1,1778456603
641,1,1778456603
644,1,1778456603
648,1,1778456603
651,1,1778456603
652,1,1778456603
657,1,1778456603
665,1,1778456603
672,1,1778456603
681,1,1778456603
685,1,1778456603
690,1,1778456603
693,1,1778456603
699,1,1778456603
701,1,1778456603
703,1,1778456603
704,1,1778456603
708,1,1778456603
710,1,1778456603
711,1,1778456603
717,1,1778456603
720,1,1778456603
722,1,1778456603
726,1,1778456603
730,1,1778456603
731,1,1778456603
751,1,1778456603
758,1,1778456603
763,1,1778456603
766,1,1778456603
768,1,1778456603
772,1,1778456603
774,1,1778456603
775,1,1778456603
776,1,1778456603
781,1,1778456603
789,1,1778456603
790,1,1778456603
794,1,1778456603
798,1,1778456603
807,1,1778456603
810,1,1778456603
816,1,1778456603
824,1,1778456603
827,1,1778456603
831,1,1778456603
840,1,1778456603
842,1,1778456603
847,1,1778456603
859,1,1778456603
864,1,1778456603
866,1,1778456603
873,1,1778456603
877,1,1778456603
881,1,1778456603
883,1,1778456603
894,1,1778456603
895,1,1778456603
901,1,1778456603
917,1,1778456603
919,1,1778456603
922,1,1778456603
923,1,1778456603
931,1,1778456603
933,1,1778456603
939,1,1778456603
942,1,1778456603
943,1,1778456603
947,1,1778456603
949,1,1778456603
957,1,1778456603
966,1,1778456603
975,1,1778456603
978,1,1778456603
980,1,1778456603
981,1,1778456603
982,1,1778456603
986,1,1778456603
987,1,1778456603
993,1,1778456603
995,1,1778456603
996,1,1778456603
998,1,1778456603
1001,1,1778456603
1005,1,1778456603
1016,1,1778456603
1018,1,1778456603
1019,1,1778456603
1020,1,1778456603
1021,1,1778456603
1032,1,1778456603
1033,1,1778456603
1036,1,1778456603
1039,1,1778456603
1041,1,1778456603
1042,1,1778456603
1043,1,1778456603
1051,1,1778456603
1054,1,1778456603
1059,1,1778456603
1060,1,1778456603
1069,1,1778456603
1075,1,1778456603
1077,1,1778456603
1083,1,1778456603
1084,1,1778456603
1088,1,1778456603
1092,1,1778456603
1094,1,1778456603
1100,1,1778456603
1104,1,1778456603
1107,1,1778456603
1108,1,1778456603
1115,1,1778456603
1116,1,1778456603
1119,1,1778456603
1120,1,1778456603
1124,1,1778456603
1126,1,1778456603
1133,1,1778456603
1134,1,1778456603
1137,1,1778456603
1140,1,1778456603
1146,1,1778456603
1163,1,1778456603
1165,1,1778456603
1166,1,1778456603
1172,1,1778456603
1173,1,1778456603
1174,1,1778456603
1182,1,1778456603
1183,1,1778456603
1187,1,1778456603
1189,1,1778456603
1195,1,1778456603
1198,1,1778456603
1199,1,1778456603
1214,1,1778456603
1216,1,1778456603
1217,1,1778456603
1220,1,1778456603
1223,1,1778456603
1227,1,1778456603
1231,1,1778456603
1233,1,1778456603
1235,1,1778456603
1246,1,1778456603
1250,1,1778456603
1251,1,1778456603
1254,1,1778456603
1255,1,1778456603
1258,0,1778456603
1267,1,1778456603
1270,1,1778456603
1271,1,1778456603
1272,1,1778456603
1277,1,1778456603
1292,1,1778456603
1293,1,1778456603
1294,1,1778456603
1299,1,1778456603
1300,1,1778456603
1306,1,1778456603
1313,1,1778456603
1318,1,1778456603
1320,1,1778456603
1325,1,1778456603
1329,1,1778456603
1339,0,1778456603
1340,1,1778456603
1341,1,1778456603
1350,0,1778456603
1354,1,1778456603
1360,1,1778456603
1364,1,1778456603
1366,1,1778456603
1367,1,1778456603
1371,1,1778456603
1372,1,1778456603
1380,1,1778456603
1381,1,1778456603
1382,1,1778456603
1389,1,1778456603
1390,1,1778456603
1396,1,1778456603
1398,1,1778456603
1400,1,1778456603
1402,1,1778456603
1406,1,1778456603
1416,1,1778456603
1417,1,1778456603
1419,1,1778456603
1426,1,1778456603
1427,1,1778456603
1431,1,1778456603
1433,0,1778456603
1434,1,1778456603
1435,1,1778456603
1440,1,1778456603
1448,1,1778456603
1453,1,1778456603
1456,1,1778456603
1457,1,1778456603
1458,1,1778456603
1462,1,1778456603
1467,1,1778456603
1469,0,1778456603
1473,1,1778456603
1474,1,1778456603
1480,0,1778456603
1489,0,1778456603
1515,1,1778456603
1516,1,1778456603
1517,1,1778456603
1519,1,1778456603
1520,1,1778456603
1522,1,1778456603
1523,1,1778456603
1524,1,1778456603
1525,1,1778456603
1526,0,1778456603
1528,1,1778456603
1530,1,1778456603
1535,1,1778456603
1537,1,1778456603
1543,0,1778456603
1544,1,1778456603
1546,1,1778456603
1547,1,1778456603
1552,1,1778456603
1556,1,1778456603
1559,1,1778456603
1560,1,1778456603
1564,1,1778456603
1567,1,1778456603
1571,1,1778456603
1572,1,1778456603
1577,1,1778456603
1583,1,1778456603
1585,1,1778456603
1589,1,1778456603
1590,1,1778456603
1598,1,1778456603
1604,1,1778456603
1608,1,1778456603
1610,1,1778456603
1611,1,1778456603
1613,1,1778456603
1615,1,1778456603
1616,1,1778456603
1623,1,1778456603
1626,1,1778456603
1627,1,1778456603
1639,1,1778456603
1647,1,1778456603
1649,0,1778456603
1654,1,1778456603
1657,1,1778456603
1661,1,1778456603
1668,1,1778456603
1675,1,1778456603
1676,1,1778456603
1686,1,1778456603
1688,1,1778456603
1691,1,1778456603
1707,1,1778456603
1716,1,1778456603
1717,1,1778456603
1726,1,1778456603
1732,1,1778456603
1733,1,1778456603
1742,1,1778456603
1746,1,1778456603
1754,1,1778456603
1755,1,1778456603
1763,1,1778456603
1766,1,1778456603
1769,0,1778456603
1771,1,1778456603
1774,1,1778456603
1778,1,1778456603
1781,0,1778456603
1790,1,1778456603
1794,1,1778456603
1806,1,1778456603
1814,1,1778456603
1818,1,1778456603
1819,1,1778456603
1820,1,1778456603
1824,1,1778456603
1846,1,1778456603
1848,1,1778456603
1852,1,1778456603
1857,1,1778456603
1862,1,1778456603
1863,1,1778456603
1869,0,1778456603
1874,1,1778456603
1876,1,1778456603
1877,1,1778456603
1878,1,1778456603
1880,1,1778456603
