_step,ep_info/Objective,seed
1270,1,1778456533
1271,1,1778456533
1272,1,1778456533
1277,1,1778456533
1292,1,1778456533
1293,1,1778456533
1294,1,1778456533
1299,1,1778456533
1300,1,1778456533
1306,1,1778456533
1313,1,1778456533
1318,1,1778456533
1320,1,1778456533
1325,1,1778456533
1329,1,1778456533
1339,1,1778456533
1340,1,1778456533
1341,1,1778456533
1350,1,1778456533
1354,1,1778456533
1360,1,1778456533
1364,1,1778456533
1366,1,1778456533
1367,1,1778456533
1371,1,1778456533
1372,1,1778456533
1380,1,1778456533
1381,1,1778456533
1382,1,1778456533
1389,1,1778456533
1390,1,1778456533
1396,1,1778456533
1398,1,1778456533
1400,1,1778456533
1402,1,1778456533
1406,1,1778456533
1416,1,1778456533
1417,1,1778456533
1419,1,1778456533
1426,1,1778456533
1427,1,1778456533
1431,1,1778456533
1433,1,1778456533
1434,1,1778456533
1435,1,1778456533
1440,1,1778456533
1448,1,1778456533
1453,1,1778456533
1456,1,1778456533
1457,1,1778456533
1458,1,1778456533
1462,1,1778456533
1467,1,1778456533
1469,1,1778456533
1473,1,1778456533
1474,1,1778456533
1480,1,1778456533
1489,1,1778456533
1515,1,1778456533
1516,1,1778456533
1517,1,1778456533
1519,1,1778456533
1520,1,1778456533
1522,1,1778456533
1523,1,1778456533
1524,1,1778456533
1525,1,1778456533
1526,1,1778456533
1528,1,1778456533
1530,1,1778456533
1535,1,1778456533
1537,1,1778456533
1543,1,1778456533
1544,1,1778456533
1546,1,1778456533
1547,1,1778456533
1552,1,1778456533
1556,1,1778456533
1559,1,1778456533
1560,1,1778456533
1564,1,1778456533
1567,1,1778456533
1571,1,1778456533
1572,1,1778456533
1577,1,1778456533
1583,1,1778456533
1585,1,1778456533
1589,1,1778456533
1590,1,1778456533
1598,1,1778456533
1604,1,1778456533
1608,1,1778456533
1610,1,1778456533
1611,1,1778456533
1613,1,1778456533
1615,1,1778456533
1616,1,1778456533
1623,1,1778456533
1626,1,1778456533
1627,1,1778456533
1639,1,1778456533
1647,1,1778456533
1649,1,1778456533
1654,1,1778456533
1657,1,1778456533
1661,1,1778456533
1668,1,1778456533
1675,1,1778456533
1676,1,1778456533
1686,1,1778456533
1688,1,1778456533
1691,1,1778456533
1707,1,1778456533
1716,1,1778456533
1717,1,1778456533
1726,1,1778456533
1732,1,1778456533
1733,1,1778456533
1742,1,1778456533
1746,1,1778456533
1754,1,1778456533
1755,1,1778456533
1763,1,1778456533
1766,1,1778456533
1769,1,1778456533
1771,1,1778456533
1774,1,1778456533
1778,1,1778456533
1781,1,1778456533
1790,1,1778456533
1794,1,1778456533
1806,1,1778456533
1814,1,1778456533
1818,1,1778456533
1819,1,1778456533
1820,1,1778456533
1824,1,1778456533
1846,1,1778456533
1848,1,1778456533
1852,1,1778456533
1857,1,1778456533
1862,1,1778456533
1863,1,1778456533
1869,1,1778456533
1874,1,1778456533
1876,1,1778456533
1877,1,1778456533
1878,1,1778456533
1880,1,1778456533
1881,1,1778456533
1887,1,1778456533
1894,1,1778456533
1896,1,1778456533
1897,1,1778456533
1903,1,1778456533
1904,1,1778456533
1907,1,1778456533
1909,1,1778456533
1910,1,1778456533
1919,1,1778456533
1921,1,1778456533
1931,1,1778456533
1935,1,1778456533
1944,1,1778456533
1946,1,1778456533
1951,1,1778456533
1954,1,1778456533
1955,1,1778456533
1959,1,1778456533
1960,1,1778456533
1968,1,1778456533
1972,1,1778456533
1974,1,1778456533
1986,1,1778456533
1987,1,1778456533
1992,1,1778456533
1996,1,1778456533
1,0,1778456569
2,0,1778456569
8,0,1778456569
9,1,1778456569
10,0,1778456569
12,0,1778456569
17,0,1778456569
28,0,1778456569
29,0,1778456569
34,0,1778456569
42,0,1778456569
44,0,1778456569
45,0,1778456569
47,0,1778456569
48,0,1778456569
49,0,1778456569
53,0,1778456569
59,0,1778456569
61,0,1778456569
62,0,1778456569
65,0,1778456569
68,0,1778456569
74,0,1778456569
75,0,1778456569
78,0,1778456569
79,1,1778456569
86,1,1778456569
89,0,1778456569
95,1,1778456569
100,0,1778456569
103,0,1778456569
105,1,1778456569
107,0,1778456569
110,0,1778456569
113,0,1778456569
120,0,1778456569
121,0,1778456569
123,0,1778456569
125,1,1778456569
134,0,1778456569
137,0,1778456569
144,0,1778456569
148,1,1778456569
150,0,1778456569
151,0,1778456569
154,0,1778456569
156,1,1778456569
158,0,1778456569
162,0,1778456569
163,1,1778456569
168,0,1778456569
171,0,1778456569
173,0,1778456569
175,0,1778456569
181,0,1778456569
183,1,1778456569
194,0,1778456569
196,0,1778456569
199,1,1778456569
202,1,1778456569
204,0,1778456569
214,0,1778456569
215,0,1778456569
216,1,1778456569
218,1,1778456569
226,1,1778456569
229,0,1778456569
234,1,1778456569
235,1,1778456569
237,0,1778456569
239,0,1778456569
241,0,1778456569
242,1,1778456569
243,0,1778456569
248,1,1778456569
249,0,1778456569
252,0,1778456569
260,0,1778456569
262,1,1778456569
266,1,1778456569
270,0,1778456569
271,0,1778456569
273,0,1778456569
274,0,1778456569
275,0,1778456569
280,1,1778456569
283,1,1778456569
284,1,1778456569
293,1,1778456569
303,1,1778456569
312,1,1778456569
317,0,1778456569
322,1,1778456569
323,1,1778456569
325,0,1778456569
328,1,1778456569
331,1,1778456569
333,1,1778456569
338,1,1778456569
341,1,1778456569
342,1,1778456569
353,1,1778456569
354,1,1778456569
355,1,1778456569
359,0,1778456569
363,1,1778456569
365,1,1778456569
370,1,1778456569
371,1,1778456569
376,1,1778456569
397,1,1778456569
399,0,1778456569
402,1,1778456569
405,1,1778456569
406,1,1778456569
407,1,1778456569
408,1,1778456569
422,1,1778456569
426,1,1778456569
430,1,1778456569
431,0,1778456569
442,1,1778456569
445,1,1778456569
448,0,1778456569
451,1,1778456569
457,1,1778456569
458,1,1778456569
472,1,1778456569
473,1,1778456569
480,1,1778456569
482,1,1778456569
489,1,1778456569
491,1,1778456569
496,1,1778456569
498,1,1778456569
504,1,1778456569
505,1,1778456569
506,1,1778456569
516,1,1778456569
523,1,1778456569
531,1,1778456569
532,1,1778456569
535,1,1778456569
540,1,1778456569
542,1,1778456569
544,1,1778456569
548,1,1778456569
549,1,1778456569
551,1,1778456569
554,1,1778456569
556,1,1778456569
560,0,1778456569
568,0,1778456569
569,1,1778456569
571,1,1778456569
574,1,1778456569
581,1,1778456569
590,1,1778456569
594,1,1778456569
596,1,1778456569
601,1,1778456569
602,1,1778456569
613,1,1778456569
615,1,1778456569
621,1,1778456569
628,1,1778456569
630,1,1778456569
631,1,1778456569
636,1,1778456569
637,1,1778456569
640,1,1778456569
641,1,1778456569
644,1,1778456569
648,1,1778456569
651,1,1778456569
652,1,1778456569
657,1,1778456569
665,1,1778456569
672,1,1778456569
681,1,1778456569
685,1,1778456569
690,1,1778456569
693,1,1778456569
699,1,1778456569
701,1,1778456569
703,1,1778456569
704,1,1778456569
708,1,1778456569
710,1,1778456569
711,1,1778456569
717,1,1778456569
720,1,1778456569
722,1,1778456569
726,1,1778456569
730,1,1778456569
731,1,1778456569
751,1,1778456569
758,1,1778456569
763,1,1778456569
766,1,1778456569
768,1,1778456569
772,1,1778456569
774,0,1778456569
775,0,1778456569
776,1,1778456569
781,1,1778456569
789,1,1778456569
790,1,1778456569
794,1,1778456569
798,1,1778456569
807,1,1778456569
810,1,1778456569
816,1,1778456569
824,1,1778456569
827,1,1778456569
831,1,1778456569
840,1,1778456569
842,1,1778456569
847,1,1778456569
859,1,1778456569
864,1,1778456569
866,1,1778456569
873,1,1778456569
877,1,1778456569
881,1,1778456569
883,1,1778456569
894,1,1778456569
895,1,1778456569
901,1,1778456569
917,1,1778456569
919,1,1778456569
922,1,1778456569
923,1,1778456569
931,1,1778456569
933,1,1778456569
939,1,1778456569
942,1,1778456569
943,1,1778456569
947,1,1778456569
949,1,1778456569
957,1,1778456569
966,1,1778456569
975,1,1778456569
978,1,1778456569
980,1,1778456569
981,1,1778456569
982,1,1778456569
986,1,1778456569
987,1,1778456569
993,1,1778456569
995,1,1778456569
996,1,1778456569
998,1,1778456569
1001,1,1778456569
1005,1,1778456569
1016,1,1778456569
1018,1,1778456569
1019,1,1778456569
1020,1,1778456569
1021,1,1778456569
1032,1,1778456569
1033,1,1778456569
1036,1,1778456569
1039,1,1778456569
1041,1,1778456569
1042,1,1778456569
1043,1,1778456569
1051,1,1778456569
1054,1,1778456569
1059,1,1778456569
1060,1,1778456569
1069,1,1778456569
1075,1,1778456569
1077,1,1778456569
1083,1,1778456569
1084,1,1778456569
1088,1,1778456569
1092,1,1778456569
1094,1,1778456569
1100,1,1778456569
1104,1,1778456569
1107,1,1778456569
1108,1,1778456569
1115,1,1778456569
1116,1,1778456569
1119,1,1778456569
1120,1,1778456569
1124,1,1778456569
1126,1,1778456569
1133,1,1778456569
1134,1,1778456569
1137,1,1778456569
1140,1,1778456569
1146,1,1778456569
1163,1,1778456569
1165,1,1778456569
1166,1,1778456569
1172,1,1778456569
1173,1,1778456569
1174,1,1778456569
1182,1,1778456569
1183,1,1778456569
1187,1,1778456569
1189,1,1778456569
1195,1,1778456569
1198,1,1778456569
1199,1,1778456569
1214,1,1778456569
1216,1,1778456569
1217,1,1778456569
1220,1,1778456569
1223,1,1778456569
1227,1,1778456569
1231,1,1778456569
1233,1,1778456569
1235,1,1778456569
1246,1,1778456569
1250,1,1778456569
1251,1,1778456569
1254,1,1778456569
1255,1,1778456569
1258,1,1778456569
1267,1,1778456569
1270,1,1778456569
1271,1,1778456569
1272,1,1778456569
1277,1,1778456569
1292,1,1778456569
1293,1,1778456569
1294,1,1778456569
1299,1,1778456569
1300,1,1778456569
1306,1,1778456569
1313,1,1778456569
1318,1,1778456569
1320,1,1778456569
1325,1,1778456569
1329,1,1778456569
1339,1,1778456569
1340,1,1778456569
1341,1,1778456569
1350,1,1778456569
1354,1,1778456569
1360,1,1778456569
1364,1,1778456569
1366,1,1778456569
1367,1,1778456569
1371,1,1778456569
1372,1,1778456569
1380,1,1778456569
1381,1,1778456569
1382,1,1778456569
1389,1,1778456569
1390,1,1778456569
1396,1,1778456569
1398,1,1778456569
1400,1,1778456569
1402,1,1778456569
1406,1,1778456569
1416,1,1778456569
1417,1,1778456569
1419,1,1778456569
1426,1,1778456569
1427,1,1778456569
1431,1,1778456569
1433,1,1778456569
1434,1,1778456569
1435,1,1778456569
1440,1,1778456569
1448,1,1778456569
1453,1,1778456569
1456,1,1778456569
1457,1,1778456569
1458,1,1778456569
1462,1,1778456569
1467,1,1778456569
1469,1,1778456569
1473,1,1778456569
1474,1,1778456569
1480,1,1778456569
1489,1,1778456569
1515,1,1778456569
1516,1,1778456569
1517,1,1778456569
1519,1,1778456569
1520,1,1778456569
1522,1,1778456569
1523,1,1778456569
1524,1,1778456569
1525,1,1778456569
1526,1,1778456569
1528,1,1778456569
1530,1,1778456569
1535,1,1778456569
1537,1,1778456569
1543,1,1778456569
1544,1,1778456569
1546,1,1778456569
1547,1,1778456569
1552,1,1778456569
1556,1,1778456569
1559,1,1778456569
1560,1,1778456569
1564,1,1778456569
1567,1,1778456569
1571,1,1778456569
1572,1,1778456569
1577,1,1778456569
1583,1,1778456569
1585,1,1778456569
1589,1,1778456569
1590,1,1778456569
1598,1,1778456569
1604,1,1778456569
1608,1,1778456569
1610,1,1778456569
1611,1,1778456569
1613,1,1778456569
1615,1,1778456569
1616,1,1778456569
1623,1,1778456569
1626,1,1778456569
1627,1,1778456569
1639,1,1778456569
1647,1,1778456569
1649,1,1778456569
1654,1,1778456569
1657,1,1778456569
1661,1,1778456569
1668,1,1778456569
1675,1,1778456569
1676,1,1778456569
1686,1,1778456569
1688,1,1778456569
1691,1,1778456569
1707,1,1778456569
1716,1,1778456569
1717,1,1778456569
1726,1,1778456569
1732,1,1778456569
1733,1,1778456569
1742,1,1778456569
1746,1,1778456569
1754,1,1778456569
1755,1,1778456569
1763,1,1778456569
1766,1,1778456569
1769,1,1778456569
1771,1,1778456569
1774,1,1778456569
1778,1,1778456569
1781,1,1778456569
1790,1,1778456569
1794,1,1778456569
1806,1,1778456569
1814,1,1778456569
1818,1,1778456569
1819,1,1778456569
1820,1,1778456569
1824,1,1778456569
1846,1,1778456569
1848,1,1778456569
1852,1,1778456569
1857,1,1778456569
1862,1,1778456569
1863,1,1778456569
1869,1,1778456569
1874,1,1778456569
1876,1,1778456569
1877,1,1778456569
1878,1,1778456569
1880,1,1778456569
1881,1,1778456569
1887,1,1778456569
1894,1,1778456569
1896,1,1778456569
1897,1,1778456569
1903,1,1778456569
1904,1,1778456569
1907,1,1778456569
1909,1,1778456569
1910,1,1778456569
1919,1,1778456569
1921,1,1778456569
1931,1,1778456569
1935,1,1778456569
1944,1,1778456569
1946,1,1778456569
1951,1,1778456569
1954,1,1778456569
1955,1,1778456569
1959,1,1778456569
1960,1,1778456569
1968,1,1778456569
1972,1,1778456569
1974,1,1778456569
1986,1,1778456569
1987,1,1778456569
1992,1,1778456569
1996,1,1778456569
1,0,1778456603
2,0,1778456603
8,0,1778456603
9,0,1778456603
10,0,1778456603
12,0,1778456603
17,0,1778456603
28,0,1778456603
29,1,1778456603
34,0,1778456603
42,1,1778456603
44,0,1778456603
45,1,1778456603
47,0,1778456603
48,0,1778456603
49,0,1778456603
53,0,1778456603
59,0,1778456603
61,0,1778456603
62,1,1778456603
65,0,1778456603
68,0,1778456603
74,0,1778456603
75,0,1778456603
78,0,1778456603
79,0,1778456603
86,0,1778456603
89,0,1778456603
95,0,1778456603
100,0,1778456603
103,1,1778456603
105,0,1778456603
107,1,1778456603
110,0,1778456603
113,0,1778456603
120,0,1778456603
121,0,1778456603
123,0,1778456603
125,1,1778456603
134,0,1778456603
137,0,1778456603
144,0,1778456603
148,0,1778456603
150,0,1778456603
151,0,1778456603
154,1,1778456603
156,1,1778456603
158,0,1778456603
162,0,1778456603
163,1,1778456603
168,0,1778456603
171,0,1778456603
173,0,1778456603
175,1,1778456603
181,0,1778456603
183,0,1778456603
194,0,1778456603
196,0,1778456603
199,0,1778456603
202,0,1778456603
204,1,1778456603
214,0,1778456603
215,0,1778456603
216,0,1778456603
218,0,1778456603
226,0,1778456603
229,0,1778456603
234,1,1778456603
235,0,1778456603
237,1,1778456603
239,1,1778456603
241,1,1778456603
242,1,1778456603
243,1,1778456603
248,0,1778456603
249,1,1778456603
252,1,1778456603
260,0,1778456603
262,0,1778456603
266,1,1778456603
270,0,1778456603
271,1,1778456603
273,1,1778456603
274,1,1778456603
275,0,1778456603
280,0,1778456603
283,1,1778456603
284,0,1778456603
293,0,1778456603
303,1,1778456603
312,1,1778456603
317,1,1778456603
322,1,1778456603
323,0,1778456603
325,0,1778456603
328,1,1778456603
331,1,1778456603
333,0,1778456603
338,1,1778456603
341,1,1778456603
342,1,1778456603
353,1,1778456603
354,1,1778456603
355,1,1778456603
359,1,1778456603
363,0,1778456603
365,1,1778456603
370,1,1778456603
371,0,1778456603
376,0,1778456603
397,1,1778456603
399,1,1778456603
402,1,1778456603
405,1,1778456603
406,1,1778456603
407,1,1778456603
408,1,1778456603
422,1,1778456603
426,1,1778456603
430,1,1778456603
431,0,1778456603
442,1,1778456603
445,1,1778456603
448,1,1778456603
451,1,1778456603
457,1,1778456603
458,0,1778456603
472,1,1778456603
473,0,1778456603
480,1,1778456603
482,1,1778456603
489,1,1778456603
491,0,1778456603
496,1,1778456603
498,1,1778456603
504,1,1778456603
505,1,1778456603
506,1,1778456603
516,1,1778456603
523,1,1778456603
531,1,1778456603
532,1,1778456603
535,1,1778456603
540,1,1778456603
542,1,1778456603
544,1,1778456603
548,1,1778456603
549,1,1778456603
551,1,1778456603
554,1,1778456603
556,1,1778456603
560,1,1778456603
568,1,1778456603
569,1,1778456603
571,1,1778456603
574,1,1778456603
581,1,1778456603
590,1,1778456603
594,1,1778456603
596,1,1778456603
601,1,1778456603
602,1,1778456603
613,1,1778456603
615,1,1778456603
621,1,1778456603
628,1,1778456603
630,1,1778456603
631,1,1778456603
636,1,1778456603
637,1,1778456603
640,1,1778456603
641,1,1778456603
644,1,1778456603
648,1,1778456603
651,1,1778456603
652,1,1778456603
657,1,1778456603
665,1,1778456603
672,1,1778456603
681,1,1778456603
685,1,1778456603
690,1,1778456603
693,1,1778456603
699,1,1778456603
701,1,1778456603
703,1,1778456603
704,1,1778456603
708,1,1778456603
710,1,1778456603
711,1,1778456603
717,1,1778456603
720,1,1778456603
722,1,1778456603
726,1,1778456603
730,1,1778456603
731,1,1778456603
751,1,1778456603
758,1,1778456603
763,0,1778456603
766,0,1778456603
768,0,1778456603
772,0,1778456603
774,0,1778456603
775,0,1778456603
776,1,1778456603
781,1,1778456603
789,1,1778456603
790,1,1778456603
794,1,1778456603
798,1,1778456603
807,1,1778456603
810,1,1778456603
816,1,1778456603
824,1,1778456603
827,1,1778456603
831,1,1778456603
840,1,1778456603
842,1,1778456603
847,1,1778456603
859,1,1778456603
864,1,1778456603
866,1,1778456603
873,1,1778456603
877,1,1778456603
881,1,1778456603
883,1,1778456603
894,1,1778456603
895,1,1778456603
901,1,1778456603
917,1,1778456603
919,1,1778456603
922,1,1778456603
923,1,1778456603
931,1,1778456603
933,1,1778456603
939,1,1778456603
942,1,1778456603
943,1,1778456603
947,1,1778456603
949,1,1778456603
957,1,1778456603
966,1,1778456603
975,1,1778456603
978,1,1778456603
980,1,1778456603
981,1,1778456603
982,1,1778456603
986,1,1778456603
987,1,1778456603
993,1,1778456603
995,1,1778456603
996,1,1778456603
998,1,1778456603
1001,1,1778456603
1005,1,1778456603
1016,1,1778456603
1018,1,1778456603
1019,1,1778456603
1020,1,1778456603
1021,1,1778456603
1032,1,1778456603
1033,1,1778456603
1036,1,1778456603
1039,1,1778456603
1041,1,1778456603
1042,1,1778456603
1043,1,1778456603
1051,1,1778456603
1054,1,1778456603
1059,1,1778456603
1060,1,1778456603
1069,1,1778456603
1075,1,1778456603
1077,1,1778456603
1083,1,1778456603
1084,1,1778456603
1088,1,1778456603
1092,1,1778456603
1094,1,1778456603
1100,1,1778456603
1104,1,1778456603
1107,1,1778456603
1108,1,1778456603
1115,1,1778456603
1116,1,1778456603
1119,1,1778456603
1120,1,1778456603
1124,1,1778456603
1126,1,1778456603
1133,1,1778456603
1134,1,1778456603
1137,1,1778456603
1140,1,1778456603
1146,1,1778456603
1163,1,1778456603
1165,1,1778456603
1166,1,1778456603
1172,1,1778456603
1173,1,1778456603
1174,1,1778456603
1182,1,1778456603
1183,1,1778456603
1187,1,1778456603
1189,1,1778456603
1195,1,1778456603
1198,1,1778456603
1199,1,1778456603
1214,1,1778456603
1216,1,1778456603
1217,1,1778456603
1220,1,1778456603
1223,1,1778456603
1227,1,1778456603
1231,1,1778456603
1233,1,1778456603
1235,1,1778456603
1246,1,1778456603
1250,1,1778456603
1251,1,1778456603
1254,1,1778456603
1255,1,1778456603
1258,1,1778456603
1267,1,1778456603
1270,1,1778456603
1271,1,1778456603
1272,1,1778456603
1277,1,1778456603
1292,1,1778456603
1293,1,1778456603
1294,1,1778456603
1299,1,1778456603
1300,1,1778456603
1306,1,1778456603
1313,1,1778456603
1318,1,1778456603
1320,1,1778456603
1325,1,1778456603
1329,1,1778456603
1339,1,1778456603
1340,1,1778456603
1341,1,1778456603
1350,1,1778456603
1354,1,1778456603
1360,1,1778456603
1364,1,1778456603
1366,1,1778456603
1367,1,1778456603
1371,1,1778456603
1372,1,1778456603
1380,1,1778456603
1381,1,1778456603
1382,1,1778456603
1389,1,1778456603
1390,1,1778456603
1396,1,1778456603
1398,1,1778456603
1400,1,1778456603
1402,1,1778456603
1406,1,1778456603
1416,1,1778456603
1417,1,1778456603
1419,1,1778456603
1426,1,1778456603
1427,1,1778456603
1431,1,1778456603
1433,1,1778456603
1434,1,1778456603
1435,1,1778456603
1440,1,1778456603
1448,1,1778456603
1453,1,1778456603
1456,1,1778456603
1457,1,1778456603
1458,1,1778456603
1462,1,1778456603
1467,1,1778456603
1469,1,1778456603
1473,1,1778456603
1474,1,1778456603
1480,1,1778456603
1489,1,1778456603
1515,1,1778456603
1516,1,1778456603
1517,1,1778456603
1519,1,1778456603
1520,1,1778456603
1522,1,1778456603
1523,1,1778456603
1524,1,1778456603
1525,1,1778456603
1526,1,1778456603
1528,1,1778456603
1530,1,1778456603
1535,1,1778456603
1537,1,1778456603
1543,1,1778456603
1544,1,1778456603
1546,1,1778456603
1547,1,1778456603
1552,1,1778456603
1556,1,1778456603
1559,1,1778456603
1560,1,1778456603
1564,1,1778456603
1567,1,1778456603
1571,1,1778456603
1572,1,1778456603
1577,1,1778456603
1583,1,1778456603
1585,1,1778456603
1589,1,1778456603
1590,1,1778456603
1598,1,1778456603
1604,1,1778456603
1608,1,1778456603
1610,1,1778456603
1611,1,1778456603
1613,1,1778456603
1615,1,1778456603
1616,1,1778456603
1623,1,1778456603
1626,1,1778456603
1627,1,1778456603
1639,1,1778456603
1647,1,1778456603
1649,1,1778456603
1654,1,1778456603
1657,1,1778456603
1661,1,1778456603
1668,1,1778456603
1675,1,1778456603
1676,1,1778456603
1686,1,1778456603
1688,1,1778456603
1691,1,1778456603
1707,1,1778456603
1716,1,1778456603
1717,1,1778456603
1726,1,1778456603
1732,1,1778456603
1733,1,1778456603
1742,1,1778456603
1746,1,1778456603
1754,1,1778456603
1755,1,1778456603
1763,1,1778456603
1766,1,1778456603
1769,1,1778456603
1771,1,1778456603
1774,1,1778456603
1778,1,1778456603
1781,1,1778456603
1790,1,1778456603
1794,1,1778456603
1806,1,1778456603
1814,1,1778456603
1818,1,1778456603
1819,1,1778456603
1820,1,1778456603
1824,1,1778456603
1846,1,1778456603
1848,1,1778456603
1852,1,1778456603
1857,1,1778456603
1862,1,1778456603
1863,1,1778456603
1869,1,1778456603
1874,1,1778456603
1876,1,1778456603
1877,1,1778456603
1878,1,1778456603
1880,1,1778456603
