_step,ep_info/Chicken,seed,method
409,0,1764531749,DyLam
410,0,1764531749,DyLam
411,0,1764531749,DyLam
412,0,1764531749,DyLam
413,0,1764531749,DyLam
414,0,1764531749,DyLam
415,0,1764531749,DyLam
416,0,1764531749,DyLam
417,0,1764531749,DyLam
418,0,1764531749,DyLam
419,0,1764531749,DyLam
420,0,1764531749,DyLam
421,0,1764531749,DyLam
422,0,1764531749,DyLam
423,70,1764531749,DyLam
424,0,1764531749,DyLam
425,0,1764531749,DyLam
426,0,1764531749,DyLam
427,0,1764531749,DyLam
428,0,1764531749,DyLam
429,0,1764531749,DyLam
430,0,1764531749,DyLam
431,0,1764531749,DyLam
432,0,1764531749,DyLam
433,0,1764531749,DyLam
434,0,1764531749,DyLam
435,0,1764531749,DyLam
436,0,1764531749,DyLam
437,0,1764531749,DyLam
438,0,1764531749,DyLam
439,0,1764531749,DyLam
440,0,1764531749,DyLam
441,0,1764531749,DyLam
442,0,1764531749,DyLam
443,0,1764531749,DyLam
444,0,1764531749,DyLam
445,0,1764531749,DyLam
446,0,1764531749,DyLam
447,0,1764531749,DyLam
448,0,1764531749,DyLam
449,0,1764531749,DyLam
450,0,1764531749,DyLam
451,0,1764531749,DyLam
452,0,1764531749,DyLam
453,0,1764531749,DyLam
454,0,1764531749,DyLam
455,0,1764531749,DyLam
456,0,1764531749,DyLam
457,0,1764531749,DyLam
458,0,1764531749,DyLam
459,0,1764531749,DyLam
460,0,1764531749,DyLam
461,0,1764531749,DyLam
462,0,1764531749,DyLam
463,0,1764531749,DyLam
464,0,1764531749,DyLam
465,0,1764531749,DyLam
466,0,1764531749,DyLam
467,0,1764531749,DyLam
468,0,1764531749,DyLam
469,0,1764531749,DyLam
470,0,1764531749,DyLam
471,0,1764531749,DyLam
472,0,1764531749,DyLam
473,0,1764531749,DyLam
474,0,1764531749,DyLam
475,0,1764531749,DyLam
476,0,1764531749,DyLam
477,0,1764531749,DyLam
478,0,1764531749,DyLam
479,0,1764531749,DyLam
480,0,1764531749,DyLam
481,0,1764531749,DyLam
482,0,1764531749,DyLam
483,0,1764531749,DyLam
484,0,1764531749,DyLam
485,0,1764531749,DyLam
486,0,1764531749,DyLam
487,0,1764531749,DyLam
488,0,1764531749,DyLam
489,0,1764531749,DyLam
490,0,1764531749,DyLam
491,0,1764531749,DyLam
492,0,1764531749,DyLam
493,0,1764531749,DyLam
494,0,1764531749,DyLam
495,0,1764531749,DyLam
496,0,1764531749,DyLam
497,0,1764531749,DyLam
498,0,1764531749,DyLam
499,0,1764531749,DyLam
500,0,1764531749,DyLam
501,0,1764531749,DyLam
502,0,1764531749,DyLam
503,0,1764531749,DyLam
504,0,1764531749,DyLam
505,0,1764531749,DyLam
506,0,1764531749,DyLam
507,0,1764531749,DyLam
508,0,1764531749,DyLam
509,70,1764531749,DyLam
510,0,1764531749,DyLam
511,0,1764531749,DyLam
512,70,1764531749,DyLam
513,0,1764531749,DyLam
514,0,1764531749,DyLam
515,0,1764531749,DyLam
516,0,1764531749,DyLam
517,0,1764531749,DyLam
518,0,1764531749,DyLam
519,0,1764531749,DyLam
520,0,1764531749,DyLam
521,0,1764531749,DyLam
522,0,1764531749,DyLam
523,0,1764531749,DyLam
524,0,1764531749,DyLam
525,0,1764531749,DyLam
526,0,1764531749,DyLam
527,0,1764531749,DyLam
528,0,1764531749,DyLam
529,0,1764531749,DyLam
530,0,1764531749,DyLam
531,0,1764531749,DyLam
532,0,1764531749,DyLam
533,0,1764531749,DyLam
534,0,1764531749,DyLam
535,0,1764531749,DyLam
536,0,1764531749,DyLam
537,0,1764531749,DyLam
538,0,1764531749,DyLam
539,0,1764531749,DyLam
540,0,1764531749,DyLam
541,0,1764531749,DyLam
542,0,1764531749,DyLam
543,0,1764531749,DyLam
544,0,1764531749,DyLam
545,0,1764531749,DyLam
546,0,1764531749,DyLam
547,0,1764531749,DyLam
548,0,1764531749,DyLam
549,0,1764531749,DyLam
550,0,1764531749,DyLam
551,0,1764531749,DyLam
552,0,1764531749,DyLam
553,0,1764531749,DyLam
554,0,1764531749,DyLam
555,0,1764531749,DyLam
556,0,1764531749,DyLam
557,0,1764531749,DyLam
558,0,1764531749,DyLam
559,0,1764531749,DyLam
560,0,1764531749,DyLam
561,0,1764531749,DyLam
562,0,1764531749,DyLam
563,0,1764531749,DyLam
564,0,1764531749,DyLam
565,0,1764531749,DyLam
566,0,1764531749,DyLam
567,0,1764531749,DyLam
568,0,1764531749,DyLam
569,0,1764531749,DyLam
570,0,1764531749,DyLam
571,0,1764531749,DyLam
572,0,1764531749,DyLam
573,0,1764531749,DyLam
574,0,1764531749,DyLam
575,0,1764531749,DyLam
576,0,1764531749,DyLam
577,0,1764531749,DyLam
578,0,1764531749,DyLam
579,0,1764531749,DyLam
580,0,1764531749,DyLam
581,0,1764531749,DyLam
582,0,1764531749,DyLam
583,0,1764531749,DyLam
584,0,1764531749,DyLam
585,0,1764531749,DyLam
586,0,1764531749,DyLam
587,0,1764531749,DyLam
588,0,1764531749,DyLam
589,0,1764531749,DyLam
590,0,1764531749,DyLam
591,0,1764531749,DyLam
592,0,1764531749,DyLam
593,0,1764531749,DyLam
594,0,1764531749,DyLam
595,0,1764531749,DyLam
596,0,1764531749,DyLam
597,0,1764531749,DyLam
598,0,1764531749,DyLam
599,0,1764531749,DyLam
600,0,1764531749,DyLam
601,0,1764531749,DyLam
602,0,1764531749,DyLam
603,0,1764531749,DyLam
604,0,1764531749,DyLam
605,0,1764531749,DyLam
606,0,1764531749,DyLam
607,0,1764531749,DyLam
608,0,1764531749,DyLam
609,0,1764531749,DyLam
610,0,1764531749,DyLam
611,0,1764531749,DyLam
612,0,1764531749,DyLam
613,0,1764531749,DyLam
614,0,1764531749,DyLam
615,0,1764531749,DyLam
616,0,1764531749,DyLam
617,0,1764531749,DyLam
618,0,1764531749,DyLam
619,0,1764531749,DyLam
620,0,1764531749,DyLam
621,0,1764531749,DyLam
622,0,1764531749,DyLam
623,0,1764531749,DyLam
624,0,1764531749,DyLam
625,0,1764531749,DyLam
626,0,1764531749,DyLam
627,0,1764531749,DyLam
628,0,1764531749,DyLam
629,0,1764531749,DyLam
630,0,1764531749,DyLam
631,0,1764531749,DyLam
632,0,1764531749,DyLam
633,0,1764531749,DyLam
634,0,1764531749,DyLam
635,0,1764531749,DyLam
636,0,1764531749,DyLam
637,0,1764531749,DyLam
638,0,1764531749,DyLam
639,0,1764531749,DyLam
640,0,1764531749,DyLam
641,0,1764531749,DyLam
642,0,1764531749,DyLam
643,0,1764531749,DyLam
644,0,1764531749,DyLam
645,0,1764531749,DyLam
646,0,1764531749,DyLam
647,0,1764531749,DyLam
648,0,1764531749,DyLam
649,0,1764531749,DyLam
650,0,1764531749,DyLam
651,0,1764531749,DyLam
652,0,1764531749,DyLam
653,0,1764531749,DyLam
654,0,1764531749,DyLam
655,0,1764531749,DyLam
656,0,1764531749,DyLam
657,0,1764531749,DyLam
658,0,1764531749,DyLam
659,0,1764531749,DyLam
660,0,1764531749,DyLam
661,0,1764531749,DyLam
662,0,1764531749,DyLam
663,0,1764531749,DyLam
664,0,1764531749,DyLam
665,0,1764531749,DyLam
666,0,1764531749,DyLam
667,0,1764531749,DyLam
668,0,1764531749,DyLam
669,0,1764531749,DyLam
670,0,1764531749,DyLam
671,0,1764531749,DyLam
672,0,1764531749,DyLam
673,0,1764531749,DyLam
674,0,1764531749,DyLam
675,0,1764531749,DyLam
676,0,1764531749,DyLam
677,0,1764531749,DyLam
678,0,1764531749,DyLam
679,0,1764531749,DyLam
680,0,1764531749,DyLam
681,0,1764531749,DyLam
682,0,1764531749,DyLam
683,0,1764531749,DyLam
684,0,1764531749,DyLam
685,0,1764531749,DyLam
686,0,1764531749,DyLam
687,0,1764531749,DyLam
688,0,1764531749,DyLam
689,0,1764531749,DyLam
690,0,1764531749,DyLam
691,0,1764531749,DyLam
692,0,1764531749,DyLam
693,0,1764531749,DyLam
694,0,1764531749,DyLam
695,0,1764531749,DyLam
696,0,1764531749,DyLam
697,0,1764531749,DyLam
698,0,1764531749,DyLam
699,0,1764531749,DyLam
700,0,1764531749,DyLam
701,0,1764531749,DyLam
702,0,1764531749,DyLam
703,0,1764531749,DyLam
704,0,1764531749,DyLam
705,0,1764531749,DyLam
706,0,1764531749,DyLam
707,0,1764531749,DyLam
708,0,1764531749,DyLam
709,0,1764531749,DyLam
710,0,1764531749,DyLam
711,0,1764531749,DyLam
712,0,1764531749,DyLam
713,0,1764531749,DyLam
714,0,1764531749,DyLam
715,0,1764531749,DyLam
716,0,1764531749,DyLam
717,0,1764531749,DyLam
718,0,1764531749,DyLam
719,0,1764531749,DyLam
720,0,1764531749,DyLam
721,0,1764531749,DyLam
722,0,1764531749,DyLam
723,0,1764531749,DyLam
724,0,1764531749,DyLam
725,0,1764531749,DyLam
726,0,1764531749,DyLam
727,0,1764531749,DyLam
728,0,1764531749,DyLam
729,0,1764531749,DyLam
730,0,1764531749,DyLam
731,0,1764531749,DyLam
732,0,1764531749,DyLam
733,0,1764531749,DyLam
734,0,1764531749,DyLam
735,0,1764531749,DyLam
736,0,1764531749,DyLam
737,0,1764531749,DyLam
738,0,1764531749,DyLam
739,0,1764531749,DyLam
740,0,1764531749,DyLam
741,0,1764531749,DyLam
742,0,1764531749,DyLam
743,0,1764531749,DyLam
744,0,1764531749,DyLam
745,0,1764531749,DyLam
746,0,1764531749,DyLam
747,0,1764531749,DyLam
748,0,1764531749,DyLam
749,0,1764531749,DyLam
750,0,1764531749,DyLam
751,0,1764531749,DyLam
752,0,1764531749,DyLam
753,0,1764531749,DyLam
754,0,1764531749,DyLam
755,0,1764531749,DyLam
756,0,1764531749,DyLam
757,0,1764531749,DyLam
758,0,1764531749,DyLam
759,0,1764531749,DyLam
760,0,1764531749,DyLam
761,0,1764531749,DyLam
762,0,1764531749,DyLam
763,0,1764531749,DyLam
764,0,1764531749,DyLam
765,0,1764531749,DyLam
766,0,1764531749,DyLam
767,0,1764531749,DyLam
768,0,1764531749,DyLam
769,0,1764531749,DyLam
770,0,1764531749,DyLam
771,0,1764531749,DyLam
772,0,1764531749,DyLam
773,0,1764531749,DyLam
774,0,1764531749,DyLam
775,0,1764531749,DyLam
776,0,1764531749,DyLam
777,0,1764531749,DyLam
778,0,1764531749,DyLam
779,0,1764531749,DyLam
780,0,1764531749,DyLam
781,0,1764531749,DyLam
782,0,1764531749,DyLam
783,0,1764531749,DyLam
784,0,1764531749,DyLam
785,0,1764531749,DyLam
786,0,1764531749,DyLam
787,0,1764531749,DyLam
788,0,1764531749,DyLam
789,0,1764531749,DyLam
790,0,1764531749,DyLam
791,0,1764531749,DyLam
792,0,1764531749,DyLam
793,0,1764531749,DyLam
794,0,1764531749,DyLam
795,0,1764531749,DyLam
796,0,1764531749,DyLam
797,0,1764531749,DyLam
798,0,1764531749,DyLam
799,0,1764531749,DyLam
800,0,1764531749,DyLam
801,0,1764531749,DyLam
802,0,1764531749,DyLam
803,0,1764531749,DyLam
804,0,1764531749,DyLam
805,0,1764531749,DyLam
806,0,1764531749,DyLam
807,0,1764531749,DyLam
808,0,1764531749,DyLam
809,0,1764531749,DyLam
810,0,1764531749,DyLam
811,0,1764531749,DyLam
812,0,1764531749,DyLam
813,0,1764531749,DyLam
814,0,1764531749,DyLam
815,0,1764531749,DyLam
816,0,1764531749,DyLam
817,0,1764531749,DyLam
818,0,1764531749,DyLam
819,0,1764531749,DyLam
820,0,1764531749,DyLam
821,0,1764531749,DyLam
822,0,1764531749,DyLam
823,0,1764531749,DyLam
824,0,1764531749,DyLam
825,0,1764531749,DyLam
826,0,1764531749,DyLam
827,0,1764531749,DyLam
828,0,1764531749,DyLam
829,0,1764531749,DyLam
830,0,1764531749,DyLam
831,0,1764531749,DyLam
832,0,1764531749,DyLam
833,0,1764531749,DyLam
834,0,1764531749,DyLam
835,70,1764531749,DyLam
836,0,1764531749,DyLam
837,0,1764531749,DyLam
838,0,1764531749,DyLam
839,0,1764531749,DyLam
840,0,1764531749,DyLam
841,0,1764531749,DyLam
842,0,1764531749,DyLam
843,0,1764531749,DyLam
844,0,1764531749,DyLam
845,0,1764531749,DyLam
846,0,1764531749,DyLam
847,0,1764531749,DyLam
848,0,1764531749,DyLam
849,0,1764531749,DyLam
850,70,1764531749,DyLam
851,70,1764531749,DyLam
852,70,1764531749,DyLam
853,70,1764531749,DyLam
854,70,1764531749,DyLam
855,70,1764531749,DyLam
856,70,1764531749,DyLam
857,70,1764531749,DyLam
858,70,1764531749,DyLam
859,70,1764531749,DyLam
860,70,1764531749,DyLam
861,70,1764531749,DyLam
862,70,1764531749,DyLam
863,0,1764531749,DyLam
864,70,1764531749,DyLam
865,70,1764531749,DyLam
866,70,1764531749,DyLam
867,70,1764531749,DyLam
868,70,1764531749,DyLam
869,70,1764531749,DyLam
870,70,1764531749,DyLam
871,70,1764531749,DyLam
872,70,1764531749,DyLam
873,70,1764531749,DyLam
874,70,1764531749,DyLam
875,70,1764531749,DyLam
876,70,1764531749,DyLam
877,0,1764531749,DyLam
878,70,1764531749,DyLam
879,70,1764531749,DyLam
880,70,1764531749,DyLam
881,70,1764531749,DyLam
882,70,1764531749,DyLam
883,70,1764531749,DyLam
884,70,1764531749,DyLam
885,70,1764531749,DyLam
886,70,1764531749,DyLam
887,70,1764531749,DyLam
888,70,1764531749,DyLam
889,70,1764531749,DyLam
890,70,1764531749,DyLam
891,70,1764531749,DyLam
892,70,1764531749,DyLam
893,70,1764531749,DyLam
894,70,1764531749,DyLam
895,70,1764531749,DyLam
896,70,1764531749,DyLam
897,70,1764531749,DyLam
898,70,1764531749,DyLam
899,70,1764531749,DyLam
900,70,1764531749,DyLam
901,70,1764531749,DyLam
902,70,1764531749,DyLam
903,70,1764531749,DyLam
904,70,1764531749,DyLam
905,70,1764531749,DyLam
906,70,1764531749,DyLam
907,70,1764531749,DyLam
908,70,1764531749,DyLam
909,70,1764531749,DyLam
910,70,1764531749,DyLam
911,70,1764531749,DyLam
912,70,1764531749,DyLam
913,70,1764531749,DyLam
914,70,1764531749,DyLam
915,70,1764531749,DyLam
916,70,1764531749,DyLam
917,70,1764531749,DyLam
918,70,1764531749,DyLam
919,70,1764531749,DyLam
920,70,1764531749,DyLam
921,70,1764531749,DyLam
922,70,1764531749,DyLam
923,70,1764531749,DyLam
924,70,1764531749,DyLam
925,70,1764531749,DyLam
926,70,1764531749,DyLam
927,70,1764531749,DyLam
928,70,1764531749,DyLam
929,70,1764531749,DyLam
930,70,1764531749,DyLam
931,70,1764531749,DyLam
932,70,1764531749,DyLam
933,70,1764531749,DyLam
934,70,1764531749,DyLam
935,70,1764531749,DyLam
936,70,1764531749,DyLam
937,70,1764531749,DyLam
938,70,1764531749,DyLam
939,70,1764531749,DyLam
940,70,1764531749,DyLam
941,70,1764531749,DyLam
942,70,1764531749,DyLam
943,70,1764531749,DyLam
944,70,1764531749,DyLam
945,70,1764531749,DyLam
946,70,1764531749,DyLam
947,70,1764531749,DyLam
948,70,1764531749,DyLam
949,70,1764531749,DyLam
950,70,1764531749,DyLam
951,70,1764531749,DyLam
952,70,1764531749,DyLam
953,70,1764531749,DyLam
954,70,1764531749,DyLam
955,70,1764531749,DyLam
956,0,1764531749,DyLam
957,70,1764531749,DyLam
958,70,1764531749,DyLam
959,70,1764531749,DyLam
960,70,1764531749,DyLam
961,70,1764531749,DyLam
962,70,1764531749,DyLam
963,70,1764531749,DyLam
964,70,1764531749,DyLam
965,70,1764531749,DyLam
966,0,1764531749,DyLam
967,70,1764531749,DyLam
968,70,1764531749,DyLam
969,70,1764531749,DyLam
970,70,1764531749,DyLam
971,70,1764531749,DyLam
972,70,1764531749,DyLam
973,70,1764531749,DyLam
974,70,1764531749,DyLam
975,70,1764531749,DyLam
976,70,1764531749,DyLam
977,70,1764531749,DyLam
978,70,1764531749,DyLam
979,70,1764531749,DyLam
980,70,1764531749,DyLam
981,70,1764531749,DyLam
982,70,1764531749,DyLam
983,70,1764531749,DyLam
984,70,1764531749,DyLam
985,70,1764531749,DyLam
986,70,1764531749,DyLam
987,70,1764531749,DyLam
988,70,1764531749,DyLam
989,70,1764531749,DyLam
990,70,1764531749,DyLam
991,70,1764531749,DyLam
992,70,1764531749,DyLam
993,70,1764531749,DyLam
994,70,1764531749,DyLam
995,70,1764531749,DyLam
996,70,1764531749,DyLam
997,70,1764531749,DyLam
