_step,lambdas/Banana,seed,method
265,0.0911295478512911,1764531749,DyLam
266,0.0906953519994333,1764531749,DyLam
267,0.0902630526099418,1764531749,DyLam
268,0.0898326437573519,1764531749,DyLam
269,0.0894041195008015,1764531749,DyLam
270,0.0889774738846446,1764531749,DyLam
271,0.0885527009390566,1764531749,DyLam
272,0.0881297946806309,1764531749,DyLam
273,0.0877087491129667,1764531749,DyLam
274,0.087289558227249,1764531749,DyLam
275,0.08687221600282,1764531749,DyLam
276,0.0864567164077418,1764531749,DyLam
277,0.0860430533993522,1764531749,DyLam
278,0.0856312209248107,1764531749,DyLam
279,0.0852212129216384,1764531749,DyLam
280,0.0848130233182479,1764531749,DyLam
281,0.0844066460344674,1764531749,DyLam
282,0.0840020749820561,1764531749,DyLam
283,0.0835993040652112,1764531749,DyLam
284,0.0831983271810688,1764531749,DyLam
285,0.082799138220196,1764531749,DyLam
286,0.0824017310670765,1764531749,DyLam
287,0.0820060996005884,1764531749,DyLam
288,0.0816122376944745,1764531749,DyLam
289,0.0812201392178054,1764531749,DyLam
290,0.0808297980354363,1764531749,DyLam
291,0.0804412080084557,1764531749,DyLam
292,0.0800543629946275,1764531749,DyLam
293,0.0796692568488267,1764531749,DyLam
294,0.0792858834234671,1764531749,DyLam
295,0.0789042365689235,1764531749,DyLam
296,0.0785243101339461,1764531749,DyLam
297,0.0781460979660695,1764531749,DyLam
298,0.0777695939120138,1764531749,DyLam
299,0.0773947918180804,1764531749,DyLam
300,0.0770216855305406,1764531749,DyLam
301,0.0766502688960182,1764531749,DyLam
302,0.0762805357618661,1764531749,DyLam
303,0.0759124799765363,1764531749,DyLam
304,0.0755460953899438,1764531749,DyLam
305,0.0751813758538249,1764531749,DyLam
306,0.0748183152220885,1764531749,DyLam
307,0.0744569073511633,1764531749,DyLam
308,0.0740971461003371,1764531749,DyLam
309,0.0737390253320919,1764531749,DyLam
310,0.0733825389124323,1764531749,DyLam
311,0.0730276807112091,1764531749,DyLam
312,0.072674444602436,1764531749,DyLam
313,0.0723228244646031,1764531749,DyLam
314,0.0719728141809821,1764531749,DyLam
315,0.0716244076399287,1764531749,DyLam
316,0.0712775987351776,1764531749,DyLam
317,0.0709323813661339,1764531749,DyLam
318,0.0705887494381586,1764531749,DyLam
319,0.0702466968628486,1764531749,DyLam
320,0.0699062175583122,1764531749,DyLam
321,0.0695673054494399,1764531749,DyLam
322,0.0695118810982056,1764531749,DyLam
323,0.0694566906284067,1764531749,DyLam
324,0.0694017333770724,1764531749,DyLam
325,0.0696289930898754,1764531749,DyLam
326,0.0698551023119829,1764531749,DyLam
327,0.0700800666235927,1764531749,DyLam
328,0.0703038915838102,1764531749,DyLam
329,0.0705265827306029,1764531749,DyLam
330,0.0707481455807582,1764531749,DyLam
331,0.0709685856298442,1764531749,DyLam
332,0.0709059346954103,1764531749,DyLam
333,0.0708435559790289,1764531749,DyLam
334,0.0707814486045258,1764531749,DyLam
335,0.0704375246936366,1764531749,DyLam
336,0.0700951964918027,1764531749,DyLam
337,0.0697544576278066,1764531749,DyLam
338,0.0694153017414439,1764531749,DyLam
339,0.0690777224837345,1764531749,DyLam
340,0.0687417135171262,1764531749,DyLam
341,0.0684072685156962,1764531749,DyLam
342,0.0680743811653482,1764531749,DyLam
343,0.0677430451640051,1764531749,DyLam
344,0.0674132542217973,1764531749,DyLam
345,0.0670850020612486,1764531749,DyLam
346,0.0667582824174562,1764531749,DyLam
347,0.0664330890382683,1764531749,DyLam
348,0.0661094156844573,1764531749,DyLam
349,0.0657872561298898,1764531749,DyLam
350,0.0654666041616916,1764531749,DyLam
351,0.065147453580411,1764531749,DyLam
352,0.0648297982001768,1764531749,DyLam
353,0.0645136318488535,1764531749,DyLam
354,0.0641989483681933,1764531749,DyLam
355,0.0638857416139836,1764531749,DyLam
356,0.0635740054561922,1764531749,DyLam
357,0.0632637337791087,1764531749,DyLam
358,0.0629549204814825,1764531749,DyLam
359,0.0626475594766575,1764531749,DyLam
360,0.062341644692704,1764531749,DyLam
361,0.0620371700725467,1764531749,DyLam
362,0.0617341295740901,1764531749,DyLam
363,0.061432517170341,1764531749,DyLam
364,0.0611323268495272,1764531749,DyLam
365,0.0608335526152142,1764531749,DyLam
366,0.0605361884864176,1764531749,DyLam
367,0.0602402284977139,1764531749,DyLam
368,0.0599456666993478,1764531749,DyLam
369,0.0596524971573366,1764531749,DyLam
370,0.0593607139535718,1764531749,DyLam
371,0.0590703111859186,1764531749,DyLam
372,0.0587812829683117,1764531749,DyLam
373,0.0584936234308488,1764531749,DyLam
374,0.0582073267198819,1764531749,DyLam
375,0.0579223869981052,1764531749,DyLam
376,0.0576387984446416,1764531749,DyLam
377,0.0573565552551248,1764531749,DyLam
378,0.0570756516417811,1764531749,DyLam
379,0.0567960818335072,1764531749,DyLam
380,0.0565178400759459,1764531749,DyLam
381,0.0562409206315602,1764531749,DyLam
382,0.0559653177797038,1764531749,DyLam
383,0.0556910258166904,1764531749,DyLam
384,0.0554180390558596,1764531749,DyLam
385,0.055146351827642,1764531749,DyLam
386,0.054875958479621,1764531749,DyLam
387,0.0546068533765925,1764531749,DyLam
388,0.0543390309006227,1764531749,DyLam
389,0.0540724854511042,1764531749,DyLam
390,0.0538072114448088,1764531749,DyLam
391,0.0535432033159402,1764531749,DyLam
392,0.0532804555161822,1764531749,DyLam
393,0.0533037925277186,1764531749,DyLam
394,0.0533270023529196,1764531749,DyLam
395,0.0533500857202541,1764531749,DyLam
396,0.0533730433538253,1764531749,DyLam
397,0.0533958759733972,1764531749,DyLam
398,0.0534185842944197,1764531749,DyLam
399,0.0534411690280538,1764531749,DyLam
400,0.053463630881198,1764531749,DyLam
401,0.0534859705565128,1764531749,DyLam
402,0.0535081887524457,1764531749,DyLam
403,0.0532453659436742,1764531749,DyLam
404,0.0529838019348726,1764531749,DyLam
405,0.052723491140882,1764531749,DyLam
406,0.0524644279952495,1764531749,DyLam
407,0.0522066069502542,1764531749,DyLam
408,0.0519500224769324,1764531749,DyLam
409,0.0516946690651006,1764531749,DyLam
410,0.0514405412233769,1764531749,DyLam
411,0.0511876334792014,1764531749,DyLam
412,0.050935940378854,1764531749,DyLam
413,0.0506854564874717,1764531749,DyLam
414,0.0504361763890639,1764531749,DyLam
415,0.0501880946865263,1764531749,DyLam
416,0.049941206001653,1764531749,DyLam
417,0.0496955049751479,1764531749,DyLam
418,0.0494509862666342,1764531749,DyLam
419,0.0492076445546623,1764531749,DyLam
420,0.048965474536717,1764531749,DyLam
421,0.0487244709292228,1764531749,DyLam
422,0.0484846284675482,1764531749,DyLam
423,0.0482663328387015,1764531749,DyLam
424,0.0480489147461404,1764531749,DyLam
425,0.0478323716191767,1764531749,DyLam
426,0.0476167008859684,1764531749,DyLam
427,0.0474018999736146,1764531749,DyLam
428,0.0471879663082501,1764531749,DyLam
429,0.0469748973151374,1764531749,DyLam
430,0.0467626904187602,1764531749,DyLam
431,0.0465513430429146,1764531749,DyLam
432,0.0463408526107998,1764531749,DyLam
433,0.0461117059516754,1764531749,DyLam
434,0.0458836733800104,1764531749,DyLam
435,0.0456567497706555,1764531749,DyLam
436,0.0454309300178237,1764531749,DyLam
437,0.0452062090350797,1764531749,DyLam
438,0.0449825817553298,1764531749,DyLam
439,0.04476004313081,1764531749,DyLam
440,0.0445385881330728,1764531749,DyLam
441,0.0443182117529737,1764531749,DyLam
442,0.0440989090006559,1764531749,DyLam
443,0.0438806749055341,1764531749,DyLam
444,0.0436635045162776,1764531749,DyLam
445,0.0434473929007924,1764531749,DyLam
446,0.0432323351462016,1764531749,DyLam
447,0.0430183263588256,1764531749,DyLam
448,0.0428053616641614,1764531749,DyLam
449,0.0425934362068608,1764531749,DyLam
450,0.0423825451507066,1764531749,DyLam
451,0.0421726836785904,1764531749,DyLam
452,0.0419638469924865,1764531749,DyLam
453,0.0417560303134276,1764531749,DyLam
454,0.0415492288814786,1764531749,DyLam
455,0.0413434379557086,1764531749,DyLam
456,0.0411386528141638,1764531749,DyLam
457,0.0409348687538387,1764531749,DyLam
458,0.0407320810906465,1764531749,DyLam
459,0.0405302851593893,1764531749,DyLam
460,0.0403294763137269,1764531749,DyLam
461,0.0401296499261451,1764531749,DyLam
462,0.0399308013879236,1764531749,DyLam
463,0.039732926109103,1764531749,DyLam
464,0.0395360195184507,1764531749,DyLam
465,0.0393400770634274,1764531749,DyLam
466,0.0391450942101508,1764531749,DyLam
467,0.0389510664433612,1764531749,DyLam
468,0.0387579892663848,1764531749,DyLam
469,0.0385658582010964,1764531749,DyLam
470,0.0383746687878825,1764531749,DyLam
471,0.0381844165856031,1764531749,DyLam
472,0.037995097171553,1764531749,DyLam
473,0.0378067061414227,1764531749,DyLam
474,0.037619239109259,1764531749,DyLam
475,0.0374326917074242,1764531749,DyLam
476,0.0372470595865559,1764531749,DyLam
477,0.0370623384155255,1764531749,DyLam
478,0.0368785238813963,1764531749,DyLam
479,0.036695611689382,1764531749,DyLam
480,0.0365135975628031,1764531749,DyLam
481,0.0363324772430447,1764531749,DyLam
482,0.0361522464895119,1764531749,DyLam
483,0.035972901079587,1764531749,DyLam
484,0.0357944368085838,1764531749,DyLam
485,0.035616849489704,1764531749,DyLam
486,0.035440134953991,1764531749,DyLam
487,0.0352642890502849,1764531749,DyLam
488,0.0350893076451759,1764531749,DyLam
489,0.0349151866229587,1764531749,DyLam
490,0.0347419218855852,1764531749,DyLam
491,0.0345695093526176,1764531749,DyLam
492,0.0343979449611807,1764531749,DyLam
493,0.0342272246659148,1764531749,DyLam
494,0.0340573444389269,1764531749,DyLam
495,0.0338883002697431,1764531749,DyLam
496,0.0337200881652588,1764531749,DyLam
497,0.0335527041496909,1764531749,DyLam
498,0.033386144264528,1764531749,DyLam
499,0.0332204045684806,1764531749,DyLam
500,0.0330554811374319,1764531749,DyLam
501,0.0328913700643872,1764531749,DyLam
502,0.032728067459424,1764531749,DyLam
503,0.0325655694496408,1764531749,DyLam
504,0.0324038721791075,1764531749,DyLam
505,0.0322429718088127,1764531749,DyLam
506,0.0320828645166143,1764531749,DyLam
507,0.0319235464971865,1764531749,DyLam
508,0.0317650139619692,1764531749,DyLam
509,0.0319101234137083,1764531749,DyLam
510,0.0320546193738547,1764531749,DyLam
511,0.0321985037940589,1764531749,DyLam
512,0.0323562138391552,1764531749,DyLam
513,0.0325133546167327,1764531749,DyLam
514,0.0326699266401208,1764531749,DyLam
515,0.032825930443722,1764531749,DyLam
516,0.0329813665826983,1764531749,DyLam
517,0.0331362356326595,1764531749,DyLam
518,0.0332905381893533,1764531749,DyLam
519,0.0331388102043692,1764531749,DyLam
520,0.0329877069160775,1764531749,DyLam
521,0.0328372264004232,1764531749,DyLam
522,0.0326728896364964,1764531749,DyLam
523,0.0325093744872811,1764531749,DyLam
524,0.0323466769115031,1764531749,DyLam
525,0.0321847928864581,1764531749,DyLam
526,0.0320237184079496,1764531749,DyLam
527,0.0318634494902254,1764531749,DyLam
528,0.0317039821659151,1764531749,DyLam
529,0.031545312485968,1764531749,DyLam
530,0.0313874365195885,1764531749,DyLam
531,0.0312303503541734,1764531749,DyLam
532,0.031074050095249,1764531749,DyLam
533,0.0309185318664067,1764531749,DyLam
534,0.0307637918092391,1764531749,DyLam
535,0.0306098260832772,1764531749,DyLam
536,0.0304566308659254,1764531749,DyLam
537,0.0303042023523977,1764531749,DyLam
538,0.0301525367556537,1764531749,DyLam
539,0.0300016303063341,1764531749,DyLam
540,0.0298514792526963,1764531749,DyLam
541,0.0297020798605502,1764531749,DyLam
542,0.0295534284131931,1764531749,DyLam
543,0.0294055212113457,1764531749,DyLam
544,0.0292583545730869,1764531749,DyLam
545,0.0291119248337898,1764531749,DyLam
546,0.0289662283460557,1764531749,DyLam
547,0.0288212614796507,1764531749,DyLam
548,0.0286770206214399,1764531749,DyLam
549,0.0285335021753227,1764531749,DyLam
550,0.0283907025621677,1764531749,DyLam
551,0.0282486182197484,1764531749,DyLam
552,0.0281072456026776,1764531749,DyLam
553,0.0279665811823426,1764531749,DyLam
554,0.0278266214468406,1764531749,DyLam
555,0.0276873629009129,1764531749,DyLam
556,0.0275488020658809,1764531749,DyLam
557,0.0274109354795804,1764531749,DyLam
558,0.0272737596962973,1764531749,DyLam
559,0.0271372712867017,1764531749,DyLam
560,0.0270014668377844,1764531749,DyLam
561,0.0268663429527908,1764531749,DyLam
562,0.0267318962511568,1764531749,DyLam
563,0.0265981233684434,1764531749,DyLam
564,0.0264650209562731,1764531749,DyLam
565,0.0263325856822634,1764531749,DyLam
566,0.0262008142299642,1764531749,DyLam
567,0.0260697032987915,1764531749,DyLam
568,0.0259392496039637,1764531749,DyLam
569,0.0258094498764376,1764531749,DyLam
570,0.0256803008628424,1764531749,DyLam
571,0.0255517993254173,1764531749,DyLam
572,0.0254239420419461,1764531749,DyLam
573,0.0252967258056929,1764531749,DyLam
574,0.0251701474253389,1764531749,DyLam
575,0.0250442037249176,1764531749,DyLam
576,0.0249188915437511,1764531749,DyLam
577,0.0247942077363868,1764531749,DyLam
578,0.0246701491725328,1764531749,DyLam
579,0.0245467127369948,1764531749,DyLam
580,0.0244238953296127,1764531749,DyLam
581,0.0243016938651967,1764531749,DyLam
582,0.0241801052734644,1764531749,DyLam
583,0.0240591264989775,1764531749,DyLam
584,0.0239387545010786,1764531749,DyLam
585,0.0238189862538281,1764531749,DyLam
586,0.0236998187459421,1764531749,DyLam
587,0.0235812489807284,1764531749,DyLam
588,0.0234632739760252,1764531749,DyLam
589,0.0233458907641375,1764531749,DyLam
590,0.023229096391776,1764531749,DyLam
591,0.0231128879199935,1764531749,DyLam
592,0.0229972624241238,1764531749,DyLam
593,0.0228822169937193,1764531749,DyLam
594,0.0227677487324892,1764531749,DyLam
595,0.0226538547582381,1764531749,DyLam
596,0.0225405322028044,1764531749,DyLam
597,0.0224277782119987,1764531749,DyLam
598,0.0223155899455424,1764531749,DyLam
599,0.0222039645770073,1764531749,DyLam
600,0.0220928992937542,1764531749,DyLam
601,0.0219823912968718,1764531749,DyLam
602,0.0218724378011168,1764531749,DyLam
603,0.0217630360348527,1764531749,DyLam
604,0.02165418323999,1764531749,DyLam
605,0.0215458766719261,1764531749,DyLam
606,0.0214381135994845,1764531749,DyLam
607,0.0213308913048558,1764531749,DyLam
608,0.0212242070835375,1764531749,DyLam
609,0.021118058244275,1764531749,DyLam
610,0.0210124421090017,1764531749,DyLam
611,0.02090735601278,1764531749,DyLam
612,0.0208027973037428,1764531749,DyLam
613,0.0206987633430335,1764531749,DyLam
614,0.0205952515047485,1764531749,DyLam
615,0.0204922591758783,1764531749,DyLam
616,0.0203897837562486,1764531749,DyLam
617,0.0202878226584632,1764531749,DyLam
618,0.020186373307845,1764531749,DyLam
619,0.0200854331423791,1764531749,DyLam
620,0.0199849996126544,1764531749,DyLam
621,0.0198850701818066,1764531749,DyLam
622,0.0197856423254609,1764531749,DyLam
623,0.0196867135316749,1764531749,DyLam
624,0.0195882813008816,1764531749,DyLam
625,0.0194903431458326,1764531749,DyLam
626,0.019392896591542,1764531749,DyLam
627,0.0192959391752296,1764531749,DyLam
628,0.0191994684462648,1764531749,DyLam
629,0.0191034819661108,1764531749,DyLam
630,0.0190079773082688,1764531749,DyLam
631,0.0189129520582224,1764531749,DyLam
632,0.0188184038133818,1764531749,DyLam
633,0.018724330183029,1764531749,DyLam
634,0.0186307287882626,1764531749,DyLam
635,0.0185375972619432,1764531749,DyLam
636,0.0184449332486381,1764531749,DyLam
637,0.0183527344045677,1764531749,DyLam
638,0.0182609983975503,1764531749,DyLam
639,0.018169722906949,1764531749,DyLam
640,0.0180789056236169,1764531749,DyLam
641,0.0179885442498437,1764531749,DyLam
642,0.0178986364993025,1764531749,DyLam
643,0.0178091800969963,1764531749,DyLam
644,0.0177201727792044,1764531749,DyLam
645,0.0176316122934304,1764531749,DyLam
646,0.0175434963983485,1764531749,DyLam
647,0.0174558228637516,1764531749,DyLam
648,0.017368589470499,1764531749,DyLam
649,0.0172817940104634,1764531749,DyLam
650,0.01719543428648,1764531749,DyLam
651,0.0171095081122942,1764531749,DyLam
652,0.0170240133125098,1764531749,DyLam
653,0.0169389477225384,1764531749,DyLam
654,0.0168543091885473,1764531749,DyLam
655,0.0167700955674091,1764531749,DyLam
656,0.0166863047266509,1764531749,DyLam
657,0.0166029345444035,1764531749,DyLam
658,0.016519982909351,1764531749,DyLam
659,0.0164374477206806,1764531749,DyLam
660,0.0163553268880329,1764531749,DyLam
661,0.0162736183314519,1764531749,DyLam
662,0.0161923199813349,1764531749,DyLam
663,0.0161114297783841,1764531749,DyLam
664,0.0160309456735563,1764531749,DyLam
665,0.0159508656280148,1764531749,DyLam
666,0.0158711876130799,1764531749,DyLam
667,0.0157919096101805,1764531749,DyLam
668,0.0157130296108058,1764531749,DyLam
